Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Local-Fine,Kilogram,19--20,Quintal,1900--1900, 14/02/2019
2,Foodgrains,Aman-Local-Medium,Kilogram,19--20,Quintal,1853--1853, 14/02/2019
3,Foodgrains,Aman-Local-Coarse,Kilogram,17--18,Quintal,1693--1693, 14/02/2019
4,Foodgrains,Aman-Pajam,Kilogram,26--27,Quintal,2475--2475, 14/02/2019
5,Foodgrains,Aus-HYV-Coarse,Kilogram,,Quintal,1800--1800, 14/02/2019
6,Foodgrains,Aus-HYV-Medium,Kilogram,,Quintal,1750--1750, 14/02/2019
7,Foodgrains,Boro-Fine,Kilogram,27--28,Quintal,2650--2650, 14/02/2019
8,Foodgrains,Aman-HYV-Medium,Kilogram,18--19,Quintal,1865--1865, 14/02/2019
9,Foodgrains,Aman-HYV-Fine,Kilogram,20--21,Quintal,1900--1900, 14/02/2019
10,Foodgrains,Boro-Medium,Kilogram,21--22,Quintal,2106--2106, 14/02/2019
11,Foodgrains,Boro Coarse,Kilogram,,Quintal,1800--1800, 14/02/2019
12,Foodgrains,Aman-HYV-Coarse,Kilogram,17--18,Quintal,1690--1690, 14/02/2019
13,Foodgrains,Aus-Local,Kilogram,,Quintal,1650--1650, 14/02/2019
14,Foodgrains,Boro-Local,Kilogram,18--19,Quintal,1750--1750, 14/02/2019
15,Foodgrains,Aman-Super-Fine,Kilogram,58--61,Quintal,5667--5667, 14/02/2019
16,Foodgrains,Aman-Fine,Kilogram,50--53,Quintal,4973--4973, 14/02/2019
17,Foodgrains,Aman-Medium,Kilogram,36--39,Quintal,3648--3648, 14/02/2019
18,Foodgrains,Aman-Coarse,Kilogram,31--33,Quintal,3938--3938, 14/02/2019
19,Foodgrains,Aman-Pajam,Kilogram,47--50,Quintal,4731--4731, 14/02/2019
20,Foodgrains,Boro-HYV-Fine,Kilogram,49--52,Quintal,4933--4933, 14/02/2019
21,Foodgrains,Boro-HYV-Medium,Kilogram,39--41,Quintal,3877--3877, 14/02/2019
22,Foodgrains,Aman-HYV-Coarse,Kilogram,30--31,Quintal,2899--2899, 14/02/2019
23,Foodgrains,Aman-HYV-Fine,Kilogram,50--54,Quintal,5133--5133, 14/02/2019
24,Foodgrains,Boro-HYV-Coarse,Kilogram,31--33,Quintal,3045--3045, 14/02/2019
25,Foodgrains,Aman-HYV-Medium,Kilogram,35--38,Quintal,3619--3619, 14/02/2019
26,Foodgrains,Aus-HYV-Coarse,Kilogram,32--33,Quintal,2900--2900, 14/02/2019
27,Foodgrains,Local-Red,Kilogram,28--29,Quintal,2800--2800, 14/02/2019
28,Foodgrains,Local-White,Kilogram,28--29,Quintal,2736--2736, 14/02/2019
29,Foodgrains,Imported-Red,Kilogram,28--30,Quintal,2700--2700, 14/02/2019
30,Foodgrains,Imported-White,Kilogram,26--28,Quintal,2585--2585, 14/02/2019
31,Foodgrains,Ata (loose) - white,Kilogram,27--29,Quintal,2624--2624, 14/02/2019
32,Foodgrains,Ata (packet),Kilogram,32--34,Quintal,3101--3101, 14/02/2019
33,Foodgrains,Ata (loose) - red,Kilogram,27--28,Quintal,2550--2550, 14/02/2019
34,Foodgrains,Flour (loose),Kilogram,34--36,Quintal,3255--3255, 14/02/2019
35,Foodgrains,Flour-Suji,Kilogram,44--46,Quintal,4129--4129, 14/02/2019
36,Foodgrains,Flour (packet),Kilogram,42--44,Quintal,4100--4100, 14/02/2019
37,Foodgrains,Maize,Kilogram,21--24,Quintal,2075--2075, 14/02/2019
38,Foodgrains,Chinigura,Kilogram,84--90,Quintal,8282--8282, 14/02/2019
39,Foodgrains,Kalojira,Kilogram,86--90,Quintal,8335--8335, 14/02/2019
40,Foodgrains,Kataribhog,Kilogram,66--69,Quintal,6322--6322, 14/02/2019
41,Foodgrains,Pajam,Kilogram,56--58,Quintal,5500--5500, 14/02/2019
42,Foodgrains,Muri,Kilogram,62--68,Quintal,5900--5900, 14/02/2019
43,Foodgrains,Chira,Kilogram,44--50,Quintal,4192--4192, 14/02/2019
44,,Groundnut,Kilogram,70--75,Quintal,7400--7400, 14/02/2019
45,Dal,Mash (whole),Kilogram,80--83,Quintal,7500--7500, 14/02/2019
46,Dal,Mash (broken),Kilogram,70--74,Quintal,6829--6829, 14/02/2019
47,Dal,Masur (whole) local,Kilogram,87--94,Quintal,8575--8575, 14/02/2019
48,Dal,Masur (broken) local,Kilogram,62--66,Quintal,6035--6035, 14/02/2019
49,Dal,Masur (Imported) Superior quality,Kilogram,76--83,Quintal,7464--7464, 14/02/2019
50,Dal,Masur (Imported) ordinary,Kilogram,58--63,Quintal,5638--5638, 14/02/2019
51,Dal,Mung (local),Kilogram,106--117,Quintal,10597--10597, 14/02/2019
52,Dal,Mung (imported),Kilogram,91--98,Quintal,8641--8641, 14/02/2019
53,Dal,Gram (whole),Kilogram,80--85,Quintal,7720--7720, 14/02/2019
54,Dal,Gram (broken),Kilogram,82--86,Quintal,7963--7963, 14/02/2019
55,Dal,Motar (Peas)-Imported,Kilogram,38--41,Quintal,3620--3620, 14/02/2019
56,Dal,Motar (Peas)-local,Kilogram,56--61,Quintal,5350--5350, 14/02/2019
57,Dal,Khesari,Kilogram,47--50,Quintal,4425--4425, 14/02/2019
58,Dal,Dal,Kilogram,46--48,Quintal,4500--4500, 14/02/2019
59,Dal,Mash Dal,Kilogram,75--80,Quintal,7200--7200, 14/02/2019
60,Oil Seed,Mustard,Kilogram,49--52,Quintal,4394--4394, 14/02/2019
61,Oil Seed,Ground Nut,Kilogram,98--103,Quintal,9233--9233, 14/02/2019
62,Oil,Mustard Oil (Local) - Superior quality,Liter,132--137,100 Liters,12747--12747, 14/02/2019
63,Oil,Mustard Oil (Local) - Ordinary,Liter,115--123,100 Liters,11147--11147, 14/02/2019
64,Oil,Mustard Oil (Imported),Liter,130--140,100 Liters,13000--13000, 14/02/2019
65,Oil,Soybean Oil(loose),Liter,83--85,100 Liters,8044--8044, 14/02/2019
66,Oil,Sunflower,Liter,230--240,100 Liters,, 14/02/2019
67,Oil,Palm Oil,Liter,65--68,100 Liters,6332--6332, 14/02/2019
68,Oil,Vegetable Ghee,Liter,208--226,100 Liters,8560--8560, 14/02/2019
69,Oil,Butter Oil,Liter,800--850,100 Liters,, 14/02/2019
70,Oil,Coconut Oil (local),Liter,218--254,100 Liters,23160--23160, 14/02/2019
71,Oil,Coconut  Oil (Imported) - Superior Quality,Liter,306--333,100 Liters,25433--25433, 14/02/2019
