Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Aromatic (polao),Kilogram,35--36,Quintal,3800--3800, 29/07/2019
2,Foodgrains,Aman-Local-Fine,Kilogram,,Quintal,1850--1850, 29/07/2019
3,Foodgrains,Aman-Local-Medium,Kilogram,,Quintal,1800--1800, 29/07/2019
4,Foodgrains,Aman-Local-Coarse,Kilogram,,Quintal,1650--1650, 29/07/2019
5,Foodgrains,Aus-HYV-Coarse,Kilogram,,Quintal,1850--1850, 29/07/2019
6,Foodgrains,Aus-HYV-Medium,Kilogram,,Quintal,1750--1750, 29/07/2019
7,Foodgrains,Boro-Fine,Kilogram,20--21,Quintal,1931--1931, 29/07/2019
8,Foodgrains,Boro-Medium,Kilogram,16--17,Quintal,1653--1653, 29/07/2019
9,Foodgrains,Boro Coarse,Kilogram,14--15,Quintal,1407--1407, 29/07/2019
10,Foodgrains,Aman-Fine,Kilogram,47--50,Quintal,4675--4675, 29/07/2019
11,Foodgrains,Aman-Medium,Kilogram,34--36,Quintal,3325--3325, 29/07/2019
12,Foodgrains,Aman-Coarse,Kilogram,28--30,Quintal,2778--2778, 29/07/2019
13,Foodgrains,Aman-Pajam,Kilogram,49--52,Quintal,4913--4913, 29/07/2019
14,Foodgrains,Aus-HYV-Fine,Kilogram,50--60,Quintal,5000--5000, 29/07/2019
15,Foodgrains,Boro-HYV-Fine,Kilogram,44--47,Quintal,5310--5310, 29/07/2019
16,Foodgrains,Boro-Pajam,Kilogram,44--62,Quintal,6000--6000, 29/07/2019
17,Foodgrains,Atap,Kilogram,29--31,Quintal,2900--2900, 29/07/2019
18,Foodgrains,Boro-HYV-Medium,Kilogram,34--37,Quintal,3448--3448, 29/07/2019
19,Foodgrains,Aman-HYV-Coarse,Kilogram,28--30,Quintal,2667--2667, 29/07/2019
20,Foodgrains,Aman-HYV-Fine,Kilogram,47--51,Quintal,4800--4800, 29/07/2019
21,Foodgrains,O. M. S. Coarse,Kilogram,32--35,Quintal,2900--2900, 29/07/2019
22,Foodgrains,Boro-HYV-Coarse,Kilogram,28--30,Quintal,2740--2740, 29/07/2019
23,Foodgrains,Aman-HYV-Medium,Kilogram,34--37,Quintal,3459--3459, 29/07/2019
24,Foodgrains,Aus-HYV-Coarse,Kilogram,23--25,Quintal,2200--2200, 29/07/2019
25,Foodgrains,Local-Red,Kilogram,27--28,Quintal,2533--2533, 29/07/2019
26,Foodgrains,Local-White,Kilogram,25--27,Quintal,2469--2469, 29/07/2019
27,Foodgrains,Imported-Red,Kilogram,28--30,Quintal,2800--2800, 29/07/2019
28,Foodgrains,Imported-White,Kilogram,26--28,Quintal,2575--2575, 29/07/2019
29,Foodgrains,Ata (loose) - white,Kilogram,26--27,Quintal,2436--2436, 29/07/2019
30,Foodgrains,Ata (packet),Kilogram,32--33,Quintal,3048--3048, 29/07/2019
31,Foodgrains,Ata (O. M. S.),Kilogram,17--18,Quintal,1700--1700, 29/07/2019
32,Foodgrains,Ata (loose) - red,Kilogram,25--27,Quintal,2433--2433, 29/07/2019
33,Foodgrains,Flour (loose),Kilogram,33--35,Quintal,3161--3161, 29/07/2019
34,Foodgrains,Flour-Suji,Kilogram,44--48,Quintal,4596--4596, 29/07/2019
35,Foodgrains,Flour (packet),Kilogram,42--44,Quintal,4034--4034, 29/07/2019
36,Foodgrains,Maize,Kilogram,22--24,Quintal,1975--1975, 29/07/2019
37,Foodgrains,Chinigura,Kilogram,91--97,Quintal,9032--9032, 29/07/2019
38,Foodgrains,Kalojira,Kilogram,90--94,Quintal,8785--8785, 29/07/2019
39,Foodgrains,Kataribhog,Kilogram,69--72,Quintal,6627--6627, 29/07/2019
40,Foodgrains,Pajam,Kilogram,61--63,Quintal,5900--5900, 29/07/2019
41,Foodgrains,Muri,Kilogram,60--70,Quintal,6176--6176, 29/07/2019
42,Foodgrains,Chira,Kilogram,41--46,Quintal,3931--3931, 29/07/2019
43,,Groundnut,Kilogram,70--75,Quintal,7000--7000, 29/07/2019
44,Dal,Small Mung (Local) - Superior quality,Kilogram,75--80,Quintal,7200--7200, 29/07/2019
45,Dal,Mash (whole),Kilogram,78--83,Quintal,7560--7560, 29/07/2019
46,Dal,Mash (broken),Kilogram,82--87,Quintal,8078--8078, 29/07/2019
47,Dal,Masur (whole) local,Kilogram,98--106,Quintal,9693--9693, 29/07/2019
48,Dal,Masur (broken) local,Kilogram,66--70,Quintal,6435--6435, 29/07/2019
49,Dal,Masur (Imported) Superior quality,Kilogram,80--88,Quintal,7884--7884, 29/07/2019
50,Dal,Masur (Imported) ordinary,Kilogram,60--65,Quintal,5813--5813, 29/07/2019
51,Dal,Mung (local),Kilogram,108--120,Quintal,10897--10897, 29/07/2019
52,Dal,Mung (imported),Kilogram,91--99,Quintal,8678--8678, 29/07/2019
53,Dal,Gram (whole),Kilogram,74--79,Quintal,7157--7157, 29/07/2019
54,Dal,Gram (broken),Kilogram,82--86,Quintal,7874--7874, 29/07/2019
55,Dal,Motar (Peas)-Imported,Kilogram,37--39,Quintal,3418--3418, 29/07/2019
56,Dal,Motar (Peas)-local,Kilogram,59--63,Quintal,5714--5714, 29/07/2019
57,Dal,Khesari,Kilogram,54--59,Quintal,5212--5212, 29/07/2019
58,Dal,Arhar (Pigeon Peas),Kilogram,36--38,Quintal,3500--3500, 29/07/2019
59,Dal,Felon,Kilogram,40--42,Quintal,3800--3800, 29/07/2019
60,Dal,Mash Dal,Kilogram,80--90,Quintal,, 29/07/2019
61,Oil Seed,Mustard,Kilogram,51--54,Quintal,4756--4756, 29/07/2019
62,Oil Seed,Ground Nut,Kilogram,93--98,Quintal,8380--8380, 29/07/2019
63,Oil,Mustard Oil (Local) - Superior quality,Liter,128--135,100 Liters,12218--12218, 29/07/2019
64,Oil,Mustard Oil (Local) - Ordinary,Liter,119--127,100 Liters,11375--11375, 29/07/2019
65,Oil,Soybean Oil(loose),Liter,82--84,100 Liters,7916--7916, 29/07/2019
66,Oil,Sunflower,Liter,220--240,100 Liters,, 29/07/2019
67,Oil,Palm Oil,Liter,63--66,100 Liters,7171--7171, 29/07/2019
68,Oil,Vegetable Ghee,Liter,179--207,100 Liters,8553--8553, 29/07/2019
69,Oil,Butter Oil,Liter,700--730,100 Liters,6400--6400, 29/07/2019
70,Oil,Coconut Oil (local),Liter,228--260,100 Liters,23975--23975, 29/07/2019
71,Oil,Coconut  Oil (Imported) - Superior Quality,Liter,307--333,100 Liters,25433--25433, 29/07/2019
72,Oil,Coconut Oil (Imported) - Ordinary,Liter,200--215,100 Liters,19000--19000, 29/07/2019
73,Oil Cake,Oil Cake - Mustard,Kilogram,36--38,Quintal,3314--3314, 29/07/2019
74,Oil Cake,Oil Cake - Til (Sesame),Kilogram,38--40,Quintal,3600--3600, 29/07/2019
75,Oil Cake,Oil Cake - Others,Kilogram,44--45,Quintal,4300--4300, 29/07/2019
76,Spices,Black Pepper(Golmorich),10 gm,7--8,Kilogram,735--735, 29/07/2019
77,Spices,Clove(Lobonga),10 gm,11--12,Kilogram,1133--1133, 29/07/2019
78,Spices,Cinnamon(Daruchini),10 gm,6--7,Kilogram,5157--5157, 29/07/2019
79,Spices,Zain,10 gm,4--5,Kilogram,150--150, 29/07/2019
80,Spices,Fennel/Aniseed,10 gm,3--4,Kilogram,140--140, 29/07/2019
81,Spices,Cumin (Seed),10 gm,5--6,Kilogram,368--368, 29/07/2019
82,Spices,Black Cumin (Seed)(Kalozira),10 gm,3--4,Kilogram,218--218, 29/07/2019
