Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Aromatic (polao),Kilogram,,Quintal,5200--5200, 30/01/2013
2,Foodgrains,Aman-Local-Coarse,Kilogram,,Quintal,1740--1740, 30/01/2013
3,Foodgrains,Aman-Pajam,Kilogram,,Quintal,2318--2318, 30/01/2013
4,Foodgrains,Aus-HYV-Coarse,Kilogram,,Quintal,1525--1525, 30/01/2013
5,Foodgrains,Aus-HYV-Medium,Kilogram,,Quintal,1700--1700, 30/01/2013
6,Foodgrains,Boro-Fine,Kilogram,,Quintal,2550--2550, 30/01/2013
7,Foodgrains,Aman-HYV-Medium,Kilogram,,Quintal,1935--1935, 30/01/2013
8,Foodgrains,Aman-HYV-Fine,Kilogram,,Quintal,1875--1875, 30/01/2013
9,Foodgrains,Boro-Medium,Kilogram,24--25,Quintal,2240--2240, 30/01/2013
10,Foodgrains,Boro Coarse,Kilogram,,Quintal,1680--1680, 30/01/2013
11,Foodgrains,Aman-HYV-Coarse,Kilogram,20--21,Quintal,1687--1687, 30/01/2013
12,Foodgrains,Aman-Fine,Kilogram,40--42,Quintal,4000--4000, 30/01/2013
13,Foodgrains,Aman-Medium,Kilogram,31--33,Quintal,3133--3133, 30/01/2013
14,Foodgrains,Aman-Coarse,Kilogram,27--29,Quintal,2700--2700, 30/01/2013
15,Foodgrains,Aman-Pajam,Kilogram,40--43,Quintal,4000--4000, 30/01/2013
16,Foodgrains,Boro-HYV-Fine,Kilogram,41--44,Quintal,4144--4144, 30/01/2013
17,Foodgrains,Atap,Kilogram,,Quintal,2450--2450, 30/01/2013
18,Foodgrains,Boro-HYV-Medium,Kilogram,35--37,Quintal,3571--3571, 30/01/2013
19,Foodgrains,Aman-HYV-Coarse,Kilogram,27--50,Quintal,2623--2623, 30/01/2013
20,Foodgrains,Aman-HYV-Fine,Kilogram,41--43,Quintal,4075--4075, 30/01/2013
21,Foodgrains,O. M. S. Coarse,Kilogram,24--24,Quintal,, 30/01/2013
22,Foodgrains,Boro-HYV-Coarse,Kilogram,27--29,Quintal,2613--2613, 30/01/2013
23,Foodgrains,Aman-HYV-Medium,Kilogram,32--34,Quintal,3194--3194, 30/01/2013
24,Foodgrains,Boro-Local,Kilogram,,Quintal,2600--2600, 30/01/2013
25,Foodgrains,Local-White,Kilogram,25--26,Quintal,2563--2563, 30/01/2013
26,Foodgrains,Imported-Red,Kilogram,32--33,Quintal,2850--2850, 30/01/2013
27,Foodgrains,Imported-White,Kilogram,30--32,Quintal,2876--2876, 30/01/2013
28,Foodgrains,Ata (loose) - white,Kilogram,31--33,Quintal,3028--3028, 30/01/2013
29,Foodgrains,Ata (packet),Kilogram,37--38,Quintal,3583--3583, 30/01/2013
30,Foodgrains,Ata (O. M. S.),Kilogram,20--20,Quintal,, 30/01/2013
31,Foodgrains,Ata (loose) - red,Kilogram,29--30,Quintal,2838--2838, 30/01/2013
32,Foodgrains,Flour (loose),Kilogram,38--41,Quintal,3805--3805, 30/01/2013
33,Foodgrains,Flour-Suji,Kilogram,45--46,Quintal,4465--4465, 30/01/2013
34,Foodgrains,Flour (packet),Kilogram,45--47,Quintal,4380--4380, 30/01/2013
35,Foodgrains,Maize,Kilogram,22--23,Quintal,2060--2060, 30/01/2013
36,Foodgrains,Chinigura,Kilogram,92--96,Quintal,9204--9204, 30/01/2013
37,Foodgrains,Kalojira,Kilogram,88--92,Quintal,8864--8864, 30/01/2013
38,Foodgrains,Kataribhog,Kilogram,71--73,Quintal,7073--7073, 30/01/2013
39,Foodgrains,Pajam,Kilogram,42--43,Quintal,4000--4000, 30/01/2013
40,Foodgrains,Muri,Kilogram,49--54,Quintal,5035--5035, 30/01/2013
41,Foodgrains,Chira,Kilogram,35--37,Quintal,3202--3202, 30/01/2013
42,Dal,Small Mung (Local) - Ordinary,Kilogram,60--80,Quintal,7250--7250, 30/01/2013
43,Dal,Mash (whole),Kilogram,83--87,Quintal,8340--8340, 30/01/2013
44,Dal,Mash (broken),Kilogram,87--91,Quintal,8217--8217, 30/01/2013
45,Dal,Masur (whole) local,Kilogram,116--120,Quintal,11550--11550, 30/01/2013
46,Dal,Masur (broken) local,Kilogram,92--96,Quintal,8171--8171, 30/01/2013
47,Dal,Masur (Imported) Superior quality,Kilogram,120--127,Quintal,11888--11888, 30/01/2013
48,Dal,Masur (Imported) ordinary,Kilogram,81--89,Quintal,8213--8213, 30/01/2013
49,Dal,Mung (local),Kilogram,118--127,Quintal,11833--11833, 30/01/2013
50,Dal,Mung (imported),Kilogram,93--98,Quintal,9156--9156, 30/01/2013
51,Dal,Gram (whole),Kilogram,84--87,Quintal,8008--8008, 30/01/2013
