Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Fine,Kilogram,43--46,Quintal,4300--4300, 18/06/2013
2,Foodgrains,Aman-Medium,Kilogram,37--38,Quintal,3700--3700, 18/06/2013
3,Foodgrains,Aman-Coarse,Kilogram,34--36,Quintal,3100--3100, 18/06/2013
4,Foodgrains,Boro-HYV-Fine,Kilogram,40--44,Quintal,4038--4038, 18/06/2013
5,Foodgrains,Atap,Kilogram,30--34,Quintal,3000--3000, 18/06/2013
6,Foodgrains,Boro-HYV-Medium,Kilogram,34--36,Quintal,3398--3398, 18/06/2013
7,Foodgrains,Aman-HYV-Coarse,Kilogram,30--32,Quintal,2828--2828, 18/06/2013
8,Foodgrains,Aman-HYV-Fine,Kilogram,44--48,Quintal,4325--4325, 18/06/2013
9,Foodgrains,Boro-HYV-Coarse,Kilogram,29--31,Quintal,2880--2880, 18/06/2013
10,Foodgrains,Aman-HYV-Medium,Kilogram,35--37,Quintal,3250--3250, 18/06/2013
11,Foodgrains,Boro-Local,Kilogram,30--32,Quintal,, 18/06/2013
12,Foodgrains,Ata (loose) - white,Kilogram,30--32,Quintal,2943--2943, 18/06/2013
13,Foodgrains,Ata (packet),Kilogram,37--39,Quintal,3700--3700, 18/06/2013
14,Foodgrains,Ata (loose) - red,Kilogram,24--26,Quintal,2300--2300, 18/06/2013
15,Foodgrains,Flour (loose),Kilogram,40--42,Quintal,3928--3928, 18/06/2013
16,Foodgrains,Flour-Suji,Kilogram,2525--2577,Quintal,5000--5000, 18/06/2013
17,Foodgrains,Flour (packet),Kilogram,48--49,Quintal,4633--4633, 18/06/2013
18,Foodgrains,Chinigura,Kilogram,,Quintal,9000--9000, 18/06/2013
19,Foodgrains,Muri,Kilogram,4300--4400,Quintal,4254--4254, 18/06/2013
20,Foodgrains,Chira,Kilogram,3400--3600,Quintal,3250--3250, 18/06/2013
21,Dal,Mash (whole),Kilogram,,Quintal,10500--10500, 18/06/2013
22,Dal,Mash (broken),Kilogram,80--84,Quintal,7700--7700, 18/06/2013
23,Dal,Masur (whole) local,Kilogram,106--113,Quintal,10200--10200, 18/06/2013
24,Dal,Masur (broken) local,Kilogram,77--79,Quintal,7533--7533, 18/06/2013
25,Dal,Masur (Imported) Superior quality,Kilogram,108--115,Quintal,10800--10800, 18/06/2013
26,Dal,Masur (Imported) ordinary,Kilogram,81--87,Quintal,7900--7900, 18/06/2013
27,Dal,Mung (local),Kilogram,125--130,Quintal,12500--12500, 18/06/2013
28,Dal,Mung (imported),Kilogram,,Quintal,9500--9500, 18/06/2013
29,Dal,Gram (whole),Kilogram,,Quintal,8100--8100, 18/06/2013
30,Dal,Gram (broken),Kilogram,73--77,Quintal,7600--7600, 18/06/2013
31,Dal,Motar (Peas)-Imported,Kilogram,46--47,Quintal,4310--4310, 18/06/2013
32,Dal,Motar (Peas)-local,Kilogram,88--90,Quintal,8800--8800, 18/06/2013
33,Oil Seed,Mustard,Kilogram,,Quintal,8000--8000, 18/06/2013
34,Oil Seed,Ground Nut,Kilogram,,Quintal,7500--7500, 18/06/2013
35,Oil,Mustard Oil (Local) - Superior quality,Liter,150--159,100 Liters,13618--13618, 18/06/2013
36,Oil,Mustard Oil (Local) - Ordinary,Liter,125--132,100 Liters,13000--13000, 18/06/2013
37,Oil,Soybean Oil(loose),Liter,115--118,100 Liters,11655--11655, 18/06/2013
38,Oil,Palm Oil,Liter,80--84,100 Liters,7962--7962, 18/06/2013
39,Oil,Coconut Oil (local),Liter,220--230,100 Liters,17177--17177, 18/06/2013
40,Oil Cake,Oil Cake - Mustard,Kilogram,,Quintal,3378--3378, 18/06/2013
41,Spices,Black Pepper(Golmorich),10 gm,,Kilogram,900--900, 18/06/2013
42,Spices,Clove(Lobonga),10 gm,,Kilogram,1550--1550, 18/06/2013
43,Spices,Cinnamon(Daruchini),10 gm,,Kilogram,225--225, 18/06/2013
44,Spices,Fennel/Aniseed,10 gm,,Kilogram,160--160, 18/06/2013
45,Spices,Cumin (Seed),10 gm,,Kilogram,480--480, 18/06/2013
46,Spices,Black Cumin (Seed)(Kalozira),10 gm,,Kilogram,120--120, 18/06/2013
47,Spices,Fenugreek(Methi),10 gm,,Kilogram,82--82, 18/06/2013
48,Spices,Dried Chili (Bogra/Rangpur) - Superior,Kilogram,140--150,Quintal,, 18/06/2013
49,Spices,Dried Chili (Battakandi) - Superior,Kilogram,,Quintal,15000--15000, 18/06/2013
50,Spices,Dried Chili (Local) - Superior,Kilogram,16000--16500,Quintal,, 18/06/2013
51,Spices,Turmeric (Local) - Long (Superior),Kilogram,3213--3550,Quintal,8175--8175, 18/06/2013
52,Spices,Turmeric (Imported),Kilogram,120--130,Quintal,12000--12000, 18/06/2013
53,Spices,Turmeric (Local) - Long (Ordinary),Kilogram,3778--4030,Quintal,6833--6833, 18/06/2013
54,Spices,Dried Chili (Bogra/Rangpur) - Ordinary,Kilogram,160--170,Quintal,7800--7800, 18/06/2013
55,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Ordinary,Kilogram,140--145,Quintal,15250--15250, 18/06/2013
56,Spices,Dried Chili (Chittagong) - Ordinary,Kilogram,150--180,Quintal,14500--14500, 18/06/2013
57,Spices,Dried Chili (Battakandi) - Ordinary,Kilogram,150--160,Quintal,, 18/06/2013
58,Spices,Dried Chili (Imported) - Ordinary,Kilogram,172--187,Quintal,16200--16200, 18/06/2013
59,Spices,Dried Chili (Local) - Ordinary,Kilogram,5153--5330,Quintal,, 18/06/2013
60,Spices,Coriander Seed (Old),Kilogram,,Quintal,6000--6000, 18/06/2013
61,Spices,Onion (local),Kilogram,34--36,Quintal,3350--3350, 18/06/2013
62,Spices,Onion-imported,Kilogram,27--28,Quintal,2521--2521, 18/06/2013
63,Spices,Garlic (local) - Big Size,Kilogram,71--82,Quintal,8200--8200, 18/06/2013
64,Spices,Garlic (Imported),Kilogram,92--96,Quintal,7960--7960, 18/06/2013
65,Spices,Green Chili (Local),Kilogram,36--43,Quintal,3100--3100, 18/06/2013
66,Spices,Ginger (local) - Old,Kilogram,130--140,Quintal,11000--11000, 18/06/2013
67,Spices,Ginger (local) - New,Kilogram,135--150,Quintal,18000--18000, 18/06/2013
68,Spices,Ginger (Imported),Kilogram,85--93,Quintal,7700--7700, 18/06/2013
69,Spices,Cardamom - Small,10 gm,,Kilogram,1100--1100, 18/06/2013
70,Leather,Calf Leather (Medium) - Salt Mixed,1 piece,,100 pieces,70000--70000, 18/06/2013
71,Leather,Cow Leather (Heavy) - Salt Mixed,1 piece,,100 pieces,120000--120000, 18/06/2013
72,Leather,Cow Leather (Light) - Salt Mixed,1 piece,,100 pieces,40000--40000, 18/06/2013
73,Leather,Goat Leather,1 piece,,100 pieces,10000--10000, 18/06/2013
74,Milk,Cow Milk (liquid),Liter,,100 Liters,5000--5000, 18/06/2013
75,Poultry,Local Hen - Big (above 900 gm),Kilogram,9183--9523,Quintal,27500--27500, 18/06/2013
76,Poultry,Local Hen - Medium (700-850 gm),Kilogram,270--280,Quintal,25200--25200, 18/06/2013
77,Poultry,Local Hen - Small (500-650 gm),Kilogram,270--280,Quintal,25600--25600, 18/06/2013
78,Poultry,Farm-raised Hen,Kilogram,146--149,Quintal,13367--13367, 18/06/2013
79,Meat,Beef,Kilogram,268--276,Quintal,25500--25500, 18/06/2013
80,Meat,Mutton (male),Kilogram,418--450,Quintal,, 18/06/2013
81,Meat,Mutton (female),Kilogram,370--390,Quintal,, 18/06/2013
82,Egg,Egg Hen-Local,4 Pieces,,100 pieces,900--900, 18/06/2013
83,Egg,Egg Farm-Red,4 Pieces,33--34,100 pieces,787--787, 18/06/2013
84,Egg,Egg Farm-White,4 Pieces,32--33,100 pieces,780--780, 18/06/2013
85,Egg,Egg Duck-Local,4 Pieces,30--30,100 pieces,700--700, 18/06/2013
86,Fish,Ruhi (Local) - medium (2.50-4.50 kg),Kilogram,320--450,Quintal,40000--40000, 18/06/2013
87,Fish,Ruhi (Local) - small (1.50-2.00 kg),Kilogram,256--292,Quintal,30500--30500, 18/06/2013
88,Fish,Ruhi (Imported) medium (2.50-4.50 kg),Kilogram,260--283,Quintal,29000--29000, 18/06/2013
89,Fish,Ruhi (Imported) small (1.50-2.00 kg),Kilogram,180--200,Quintal,19333--19333, 18/06/2013
90,Fish,Katla-Medium (2.50-4.50 kg),Kilogram,360--450,Quintal,31000--31000, 18/06/2013
91,Fish,Katla-Small (1.50-2.00 kg),Kilogram,238--282,Quintal,22000--22000, 18/06/2013
92,Fish,Katla (Local),Kilogram,200--220,Quintal,, 18/06/2013
93,Fish,Mregal-big,Kilogram,170--180,Quintal,17000--17000, 18/06/2013
94,Fish,Mregal-small,Kilogram,175--200,Quintal,14000--14000, 18/06/2013
95,Fish,Pangash (small),Kilogram,123--142,Quintal,13000--13000, 18/06/2013
96,Fish,Pangash (big),Kilogram,140--150,Quintal,13750--13750, 18/06/2013
97,Fish,Hilsha,Kilogram,550--800,Quintal,60750--60750, 18/06/2013
98,Fish,Shrimp-small,Kilogram,300--340,Quintal,, 18/06/2013
99,Fish,Kai,Kilogram,225--250,Quintal,, 18/06/2013
100,Fish,Silver Carp,Kilogram,146--190,Quintal,15500--15500, 18/06/2013
101,Fish,Grass carp,Kilogram,,Quintal,16000--16000, 18/06/2013
102,Fish,Telapia/Nilotica,Kilogram,137--170,Quintal,14000--14000, 18/06/2013
103,Betel Nut/Betel Leaf,Dry Betel Nut-Superior Quality,Kilogram,25000--26000,Quintal,26000--26000, 18/06/2013
104,Betel Nut/Betel Leaf,Dry Betel Nut Ordinary,Kilogram,21000--22000,Quintal,20500--20500, 18/06/2013
105,Betel Nut/Betel Leaf,Betel Leaf (Big),Bira (80 leaves),8000--8500,Gadi (6400 leaves),7362--7362, 18/06/2013
106,Betel Nut/Betel Leaf,Betel Leaf (Medium),Bira (80 leaves),6500--7000,Gadi (6400 leaves),5278--5278, 18/06/2013
107,Betel Nut/Betel Leaf,Betel Leaf (Small),Bira (80 leaves),2400--2800,Gadi (6400 leaves),2289--2289, 18/06/2013
108,Fruit,Green-Coconut,1 piece,25--30,100 pieces,2200--2200, 18/06/2013
109,Fruit,Orange,4 Pieces,50--70,100 pieces,, 18/06/2013
110,Fruit,Apple,Kilogram,147--165,Quintal,15750--15750, 18/06/2013
111,Fruit,Watermelon,1 piece,150--200,100 pieces,, 18/06/2013
112,Fruit,Canteloupe,1 piece,10--12,100 pieces,, 18/06/2013
113,Fruit,Coconut,1 piece,22--30,100 pieces,2550--2550, 18/06/2013
114,Fruit,Mango-Guti,Kilogram,47--57,Quintal,5000--5000, 18/06/2013
115,Fruit,Mango-Himsagar,Kilogram,48--58,Quintal,4500--4500, 18/06/2013
116,Fruit,Mango-Langra,Kilogram,62--72,Quintal,4850--4850, 18/06/2013
117,Fruit,Mango-Fazli,Kilogram,50--60,Quintal,5000--5000, 18/06/2013
