Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Local-Coarse,Kilogram,,Quintal,1819--1819, 06/03/2013
2,Foodgrains,Aman-Pajam,Kilogram,,Quintal,2350--2350, 06/03/2013
3,Foodgrains,Aus-HYV-Coarse,Kilogram,,Quintal,1850--1850, 06/03/2013
4,Foodgrains,Aus-HYV-Medium,Kilogram,,Quintal,1900--1900, 06/03/2013
5,Foodgrains,Boro-Fine,Kilogram,,Quintal,2620--2620, 06/03/2013
6,Foodgrains,Aman-HYV-Medium,Kilogram,,Quintal,2049--2049, 06/03/2013
7,Foodgrains,Boro-Medium,Kilogram,24--25,Quintal,2256--2256, 06/03/2013
8,Foodgrains,Boro Coarse,Kilogram,,Quintal,1680--1680, 06/03/2013
9,Foodgrains,Aman-HYV-Coarse,Kilogram,21--22,Quintal,1822--1822, 06/03/2013
10,Foodgrains,Aman-Fine,Kilogram,40--41,Quintal,3940--3940, 06/03/2013
11,Foodgrains,Aman-Medium,Kilogram,33--35,Quintal,3315--3315, 06/03/2013
12,Foodgrains,Aman-Coarse,Kilogram,29--30,Quintal,2725--2725, 06/03/2013
13,Foodgrains,Aman-Pajam,Kilogram,42--45,Quintal,4045--4045, 06/03/2013
14,Foodgrains,Boro-HYV-Fine,Kilogram,44--46,Quintal,4400--4400, 06/03/2013
15,Foodgrains,Atap,Kilogram,26--26,Quintal,2725--2725, 06/03/2013
16,Foodgrains,Boro-HYV-Medium,Kilogram,36--39,Quintal,3640--3640, 06/03/2013
17,Foodgrains,Aman-HYV-Coarse,Kilogram,29--30,Quintal,2751--2751, 06/03/2013
18,Foodgrains,Aman-HYV-Fine,Kilogram,43--46,Quintal,4360--4360, 06/03/2013
19,Foodgrains,O. M. S. Coarse,Kilogram,24--24,Quintal,, 06/03/2013
20,Foodgrains,Boro-HYV-Coarse,Kilogram,28--30,Quintal,2667--2667, 06/03/2013
21,Foodgrains,Aman-HYV-Medium,Kilogram,33--36,Quintal,3288--3288, 06/03/2013
22,Foodgrains,Boro-Local,Kilogram,,Quintal,2800--2800, 06/03/2013
23,Foodgrains,Local-White,Kilogram,27--28,Quintal,2650--2650, 06/03/2013
