Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-HYV-Coarse,Kilogram,28--30,Quintal,2680--2680, 21/01/2013
2,Foodgrains,Aman-HYV-Fine,Kilogram,44--48,Quintal,4422--4422, 21/01/2013
3,Foodgrains,Aman-HYV-Medium,Kilogram,32--38,Quintal,3620--3620, 21/01/2013
4,Foodgrains,Imported-Red,Kilogram,32--33,Quintal,2850--2850, 21/01/2013
5,Foodgrains,Imported-White,Kilogram,33--34,Quintal,2900--2900, 21/01/2013
6,Foodgrains,Ata (loose) - white,Kilogram,34--36,Quintal,3160--3160, 21/01/2013
7,Foodgrains,Ata (packet),Kilogram,38--40,Quintal,3700--3700, 21/01/2013
8,Foodgrains,Flour (loose),Kilogram,40--42,Quintal,3860--3860, 21/01/2013
9,Foodgrains,Flour (packet),Kilogram,47--48,Quintal,4600--4600, 21/01/2013
10,Foodgrains,Maize,Kilogram,20--22,Quintal,1840--1840, 21/01/2013
11,Foodgrains,Chinigura,Kilogram,100--105,Quintal,9780--9780, 21/01/2013
12,Foodgrains,Kalojira,Kilogram,95--98,Quintal,9250--9250, 21/01/2013
13,Dal,Mash (whole),Kilogram,90--100,Quintal,8400--8400, 21/01/2013
14,Dal,Masur (whole) local,Kilogram,75--80,Quintal,7500--7500, 21/01/2013
15,Dal,Masur (Imported) Superior quality,Kilogram,144--146,Quintal,14000--14000, 21/01/2013
16,Dal,Masur (Imported) ordinary,Kilogram,136--140,Quintal,13500--13500, 21/01/2013
17,Dal,Mung (local),Kilogram,105--120,Quintal,11500--11500, 21/01/2013
18,Dal,Gram (whole),Kilogram,80--90,Quintal,7500--7500, 21/01/2013
19,Oil,Mustard Oil (Local) - Ordinary,Liter,145--160,100 Liters,12950--12950, 21/01/2013
20,Oil,Soybean Oil(loose),Liter,122--124,100 Liters,11340--11340, 21/01/2013
21,Oil,Palm Oil,Liter,82--86,100 Liters,7975--7975, 21/01/2013
22,Spices,Turmeric (Imported),Kilogram,90--130,Quintal,9000--9000, 21/01/2013
23,Spices,Turmeric (Local) - Long (Ordinary),Kilogram,60--100,Quintal,7000--7000, 21/01/2013
24,Spices,Dried Chili (Imported) - Ordinary,Kilogram,160--170,Quintal,15500--15500, 21/01/2013
25,Spices,Dried Chili (Local) - Ordinary,Kilogram,115--150,Quintal,12500--12500, 21/01/2013
26,Spices,Onion (local),Kilogram,28--35,Quintal,2300--2300, 21/01/2013
27,Spices,Onion-imported,Kilogram,34--35,Quintal,3200--3200, 21/01/2013
28,Spices,Garlic (local) - Big Size,Kilogram,45--60,Quintal,3800--3800, 21/01/2013
29,Spices,Garlic (Imported),Kilogram,85--95,Quintal,8500--8500, 21/01/2013
30,Spices,Green Chili (Local),Kilogram,70--85,Quintal,6000--6000, 21/01/2013
31,Spices,Ginger (local) - New,Kilogram,70--90,Quintal,6000--6000, 21/01/2013
32,Spices,Ginger (Imported),Kilogram,85--90,Quintal,8500--8500, 21/01/2013
33,Milk,Cow Milk (liquid),Liter,58--64,100 Liters,, 21/01/2013
34,Milk,Dano - Powdered Milk,2 Kg,1160--1170,12 Kg,6840--6840, 21/01/2013
35,Milk,Redcow - Powdered Milk,2 Kg,1100--1110,12 Kg,6420--6420, 21/01/2013
36,Poultry,Local Hen - Big (above 900 gm),Kilogram,360--400,Quintal,34000--34000, 21/01/2013
37,Poultry,Local Hen - Medium (700-850 gm),Kilogram,300--340,Quintal,31000--31000, 21/01/2013
38,Poultry,Farm-raised Hen,Kilogram,145--150,Quintal,14500--14500, 21/01/2013
39,Meat,Beef,Kilogram,275--285,Quintal,, 21/01/2013
40,Meat,Mutton (male),Kilogram,440--460,Quintal,, 21/01/2013
41,Egg,Egg Hen-Local,4 Pieces,43--45,100 pieces,1000--1000, 21/01/2013
42,Egg,Egg Farm-Red,4 Pieces,37--38,100 pieces,880--880, 21/01/2013
43,Egg,Egg Farm-White,4 Pieces,36--38,100 pieces,870--870, 21/01/2013
44,Egg,Egg Duck-Local,4 Pieces,42--44,100 pieces,1000--1000, 21/01/2013
45,Fish,Ruhi (Local) - small (1.50-2.00 kg),Kilogram,180--300,Quintal,22000--22000, 21/01/2013
46,Fish,Ruhi (Imported) medium (2.50-4.50 kg),Kilogram,,Quintal,21000--21000, 21/01/2013
47,Fish,Ruhi (Imported) small (1.50-2.00 kg),Kilogram,170--280,Quintal,, 21/01/2013
48,Fish,Katla-Small (1.50-2.00 kg),Kilogram,175--300,Quintal,22000--22000, 21/01/2013
49,Fish,Katla-Imported,Kilogram,165--280,Quintal,20000--20000, 21/01/2013
50,Fish,Pangash (small),Kilogram,110--150,Quintal,12000--12000, 21/01/2013
51,Fish,Hilsha,Kilogram,500--850,Quintal,54000--54000, 21/01/2013
52,Fish,Shrimp-small,Kilogram,300--360,Quintal,30000--30000, 21/01/2013
53,Fish,Kai,Kilogram,200--220,Quintal,, 21/01/2013
54,Fish,Silver Carp,Kilogram,100--160,Quintal,13500--13500, 21/01/2013
55,Fish,Telapia/Nilotica,Kilogram,120--160,Quintal,12000--12000, 21/01/2013
56,Fruit,Green-Coconut,1 piece,20--35,100 pieces,2200--2200, 21/01/2013
57,Fruit,Orange,4 Pieces,40--70,100 pieces,1330--1330, 21/01/2013
58,Fruit,Apple,Kilogram,120--150,Quintal,11580--11580, 21/01/2013
59,Fruit,Banana-Sabri (ordinary),4 Pieces,15--18,80 Pieces,230--230, 21/01/2013
60,Fruit,Banana-Sagar (ordinary),4 Pieces,20--25,80 Pieces,250--250, 21/01/2013
61,Vegetable,Potato (Holland) - White (New),Kilogram,24--30,Quintal,1900--1900, 21/01/2013
62,Vegetable,Brinjal - Ordinary Quality,Kilogram,40--60,Quintal,4000--4000, 21/01/2013
63,Vegetable,Pumpkin (Sweet Gourd),Kilogram,20--30,Quintal,2000--2000, 21/01/2013
64,Vegetable,Lao (Bottle Gourd),1 piece,50--70,100 pieces,5000--5000, 21/01/2013
65,Vegetable,Green Papaya,Kilogram,18--30,Quintal,1800--1800, 21/01/2013
66,Vegetable,Motorshooti (peas),Kilogram,50--65,Quintal,4800--4800, 21/01/2013
67,Vegetable,Cauliflower,Kilogram,24--40,Quintal,2500--2500, 21/01/2013
68,Vegetable,Cabbage,Kilogram,22--35,Quintal,2200--2200, 21/01/2013
69,Vegetable,Celeriac (olcopy),Kilogram,20--28,Quintal,2000--2000, 21/01/2013
70,Vegetable,Carrot,Kilogram,20--30,Quintal,1600--1600, 21/01/2013
71,Vegetable,Khirai (Small Cucumber),Kilogram,35--45,Quintal,3200--3200, 21/01/2013
72,Vegetable,Bean(Ordinary),Kilogram,30--45,Quintal,2600--2600, 21/01/2013
73,Vegetable,Tomato,Kilogram,40--60,Quintal,4000--4000, 21/01/2013
74,Vegetable,Red Spinach,Kilogram,18--30,Quintal,1500--1500, 21/01/2013
75,Vegetable,Spinach (Palongsak),Kilogram,16--30,Quintal,1200--1200, 21/01/2013
76,Vegetable,Radish Local,Kilogram,15--28,Quintal,1200--1200, 21/01/2013
77,Others,Sugar (Imported),Kilogram,48--50,Quintal,4500--4500, 21/01/2013
78,Others,Iodized Salt (Packed),Kilogram,16--28,Quintal,2500--2500, 21/01/2013
79,Others,Akher Gur (red sugar),Kilogram,60--75,Quintal,, 21/01/2013
80,Others,Date Gur (red sugar),Kilogram,80--100,Quintal,, 21/01/2013
