Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Boro-Fine,Kilogram,,Quintal,1860--1860, 06/06/2013
2,Foodgrains,Aman-HYV-Medium,Kilogram,,Quintal,1750--1750, 06/06/2013
3,Foodgrains,Boro-Medium,Kilogram,,Quintal,1683--1683, 06/06/2013
4,Foodgrains,Boro Coarse,Kilogram,,Quintal,1550--1550, 06/06/2013
5,Foodgrains,Boro-Local,Kilogram,,Quintal,1470--1470, 06/06/2013
6,Foodgrains,Aman-Fine,Kilogram,2121--2174,Quintal,4300--4300, 06/06/2013
7,Foodgrains,Aman-Medium,Kilogram,3600--3700,Quintal,3550--3550, 06/06/2013
8,Foodgrains,Aman-Coarse,Kilogram,2800--2900,Quintal,2800--2800, 06/06/2013
9,Foodgrains,Aman-Pajam,Kilogram,42--43,Quintal,4100--4100, 06/06/2013
10,Foodgrains,Boro-HYV-Fine,Kilogram,631--667,Quintal,3783--3783, 06/06/2013
11,Foodgrains,Boro-HYV-Medium,Kilogram,484--500,Quintal,3200--3200, 06/06/2013
12,Foodgrains,Aman-HYV-Coarse,Kilogram,28--30,Quintal,2855--2855, 06/06/2013
13,Foodgrains,Aman-HYV-Fine,Kilogram,40--45,Quintal,4263--4263, 06/06/2013
14,Foodgrains,O. M. S. Coarse,Kilogram,24--24,Quintal,, 06/06/2013
15,Foodgrains,Boro-HYV-Coarse,Kilogram,27--29,Quintal,2675--2675, 06/06/2013
16,Foodgrains,Aman-HYV-Medium,Kilogram,33--36,Quintal,3308--3308, 06/06/2013
17,Foodgrains,Local-Red,Kilogram,,Quintal,2450--2450, 06/06/2013
18,Foodgrains,Local-White,Kilogram,,Quintal,2313--2313, 06/06/2013
19,Foodgrains,Imported-Red,Kilogram,31--33,Quintal,3050--3050, 06/06/2013
20,Foodgrains,Imported-White,Kilogram,33--35,Quintal,2950--2950, 06/06/2013
21,Foodgrains,Ata (loose) - white,Kilogram,413--427,Quintal,2843--2843, 06/06/2013
22,Foodgrains,Ata (packet),Kilogram,36--38,Quintal,3583--3583, 06/06/2013
23,Foodgrains,Ata (O. M. S.),Kilogram,21--21,Quintal,, 06/06/2013
24,Foodgrains,Ata (loose) - red,Kilogram,27--28,Quintal,2550--2550, 06/06/2013
25,Foodgrains,Flour (loose),Kilogram,495--524,Quintal,3829--3829, 06/06/2013
26,Foodgrains,Flour-Suji,Kilogram,1701--1736,Quintal,4800--4800, 06/06/2013
27,Foodgrains,Flour (packet),Kilogram,47--49,Quintal,4450--4450, 06/06/2013
28,Foodgrains,Maize,Kilogram,23--30,Quintal,1650--1650, 06/06/2013
29,Foodgrains,Chinigura,Kilogram,92--103,Quintal,9010--9010, 06/06/2013
30,Foodgrains,Kalojira,Kilogram,88--98,Quintal,8685--8685, 06/06/2013
31,Foodgrains,Kataribhog,Kilogram,55--60,Quintal,6300--6300, 06/06/2013
32,Foodgrains,Muri,Kilogram,2175--2230,Quintal,4377--4377, 06/06/2013
33,Foodgrains,Chira,Kilogram,1716--1816,Quintal,3062--3062, 06/06/2013
34,Dal,Mash (whole),Kilogram,90--100,Quintal,9350--9350, 06/06/2013
35,Dal,Mash (broken),Kilogram,80--85,Quintal,7833--7833, 06/06/2013
36,Dal,Masur (whole) local,Kilogram,1570--1603,Quintal,9900--9900, 06/06/2013
37,Dal,Masur (broken) local,Kilogram,1561--1585,Quintal,7500--7500, 06/06/2013
38,Dal,Masur (Imported) Superior quality,Kilogram,101--113,Quintal,10025--10025, 06/06/2013
