Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Local-Coarse,Kilogram,24--25,Quintal,2350--2350, 17/09/2017
2,Foodgrains,Boro-Fine,Kilogram,31--31,Quintal,3235--3235, 17/09/2017
3,Foodgrains,Boro-Medium,Kilogram,29--30,Quintal,2997--2997, 17/09/2017
4,Foodgrains,Boro Coarse,Kilogram,24--25,Quintal,2549--2549, 17/09/2017
5,Foodgrains,Aman-Fine,Kilogram,56--58,Quintal,5589--5589, 17/09/2017
6,Foodgrains,Aman-Medium,Kilogram,49--51,Quintal,4864--4864, 17/09/2017
7,Foodgrains,Aman-Coarse,Kilogram,44--46,Quintal,4405--4405, 17/09/2017
8,Foodgrains,Aman-Pajam,Kilogram,58--61,Quintal,5814--5814, 17/09/2017
9,Foodgrains,Boro-HYV-Fine,Kilogram,58--61,Quintal,5642--5642, 17/09/2017
10,Foodgrains,Boro-Pajam,Kilogram,60--63,Quintal,5967--5967, 17/09/2017
11,Foodgrains,Atap,Kilogram,39--40,Quintal,3800--3800, 17/09/2017
12,Foodgrains,Boro-HYV-Medium,Kilogram,51--54,Quintal,5141--5141, 17/09/2017
13,Foodgrains,Aman-HYV-Coarse,Kilogram,42--44,Quintal,3945--3945, 17/09/2017
14,Foodgrains,Aman-HYV-Fine,Kilogram,60--62,Quintal,5844--5844, 17/09/2017
15,Foodgrains,Boro-HYV-Coarse,Kilogram,45--47,Quintal,4420--4420, 17/09/2017
16,Foodgrains,Aman-HYV-Medium,Kilogram,51--53,Quintal,5013--5013, 17/09/2017
17,Foodgrains,Boro-Local,Kilogram,46--47,Quintal,4500--4500, 17/09/2017
18,Foodgrains,Local-Red,Kilogram,26--28,Quintal,2583--2583, 17/09/2017
19,Foodgrains,Local-White,Kilogram,23--24,Quintal,2267--2267, 17/09/2017
20,Foodgrains,Imported-White,Kilogram,24--25,Quintal,2288--2288, 17/09/2017
21,Foodgrains,Ata (loose) - white,Kilogram,27--28,Quintal,3024--3024, 17/09/2017
22,Foodgrains,Ata (packet),Kilogram,31--33,Quintal,3005--3005, 17/09/2017
23,Foodgrains,Ata (O. M. S.),Kilogram,16--17,Quintal,1600--1600, 17/09/2017
24,Foodgrains,Ata (loose) - red,Kilogram,25--26,Quintal,2400--2400, 17/09/2017
25,Foodgrains,Flour (loose),Kilogram,33--35,Quintal,3191--3191, 17/09/2017
26,Foodgrains,Flour-Suji,Kilogram,44--47,Quintal,4138--4138, 17/09/2017
27,Foodgrains,Flour (packet),Kilogram,41--42,Quintal,3917--3917, 17/09/2017
28,Foodgrains,Maize,Kilogram,21--23,Quintal,1783--1783, 17/09/2017
29,Foodgrains,Chinigura,Kilogram,78--84,Quintal,7594--7594, 17/09/2017
30,Foodgrains,Kalojira,Kilogram,82--87,Quintal,7883--7883, 17/09/2017
31,Foodgrains,Kataribhog,Kilogram,66--70,Quintal,6444--6444, 17/09/2017
32,Foodgrains,Pajam,Kilogram,52--54,Quintal,4950--4950, 17/09/2017
33,Foodgrains,Muri,Kilogram,64--75,Quintal,6522--6522, 17/09/2017
34,Foodgrains,Chira,Kilogram,51--55,Quintal,4859--4859, 17/09/2017
35,,Nut,Kilogram,70--80,Quintal,5000--5000, 17/09/2017
36,,Groundnut,Kilogram,75--80,Quintal,7000--7000, 17/09/2017
37,Dal,Small Mung (Local) - Superior quality,Kilogram,110--120,Quintal,10000--10000, 17/09/2017
38,Dal,Mash (whole),Kilogram,98--104,Quintal,9317--9317, 17/09/2017
39,Dal,Mash (broken),Kilogram,100--109,Quintal,10019--10019, 17/09/2017
40,Dal,Masur (whole) local,Kilogram,103--111,Quintal,10181--10181, 17/09/2017
41,Dal,Masur (broken) local,Kilogram,77--82,Quintal,7573--7573, 17/09/2017
42,Dal,Masur (Imported) Superior quality,Kilogram,97--104,Quintal,11368--11368, 17/09/2017
43,Dal,Masur (Imported) ordinary,Kilogram,71--78,Quintal,8345--8345, 17/09/2017
44,Dal,Mung (local),Kilogram,120--128,Quintal,11854--11854, 17/09/2017
45,Dal,Mung (imported),Kilogram,100--106,Quintal,9785--9785, 17/09/2017
46,Dal,Gram (whole),Kilogram,86--89,Quintal,8382--8382, 17/09/2017
47,Dal,Gram (broken),Kilogram,90--93,Quintal,8624--8624, 17/09/2017
48,Dal,Motar (Peas)-Imported,Kilogram,36--38,Quintal,3293--3293, 17/09/2017
49,Dal,Motar (Peas)-local,Kilogram,109--112,Quintal,25086--25086, 17/09/2017
50,Dal,Khesari,Kilogram,61--64,Quintal,5754--5754, 17/09/2017
51,Dal,Felon,Kilogram,53--56,Quintal,4940--4940, 17/09/2017
52,Oil Seed,Mustard,Kilogram,49--51,Quintal,5025--5025, 17/09/2017
53,Oil Seed,Til(Sesame),Kilogram,70--80,Quintal,7200--7200, 17/09/2017
54,Oil Seed,Ground Nut,Kilogram,56--58,Quintal,5300--5300, 17/09/2017
55,Oil Seed,Soybean,Kilogram,38--40,Quintal,3600--3600, 17/09/2017
56,Oil,Mustard Oil (Local) - Superior quality,Liter,134--141,100 Liters,12913--12913, 17/09/2017
57,Oil,Mustard Oil (Local) - Ordinary,Liter,114--121,100 Liters,11117--11117, 17/09/2017
58,Oil,Soybean Oil(loose),Liter,84--86,100 Liters,9560--9560, 17/09/2017
59,Oil,Sesame Oil(Till),Liter,160--180,100 Liters,, 17/09/2017
60,Oil,Sunflower,Liter,240--250,100 Liters,, 17/09/2017
61,Oil,Palm Oil,Liter,72--75,100 Liters,6868--6868, 17/09/2017
62,Oil,Vegetable Ghee,Liter,89--93,100 Liters,8273--8273, 17/09/2017
63,Oil,Butter Oil,Liter,800--850,100 Liters,, 17/09/2017
64,Oil,Coconut Oil (local),Liter,215--233,100 Liters,19900--19900, 17/09/2017
65,Oil,Coconut  Oil (Imported) - Superior Quality,Liter,332--353,100 Liters,20350--20350, 17/09/2017
66,Oil,Coconut Oil (Imported) - Ordinary,Liter,160--170,100 Liters,16000--16000, 17/09/2017
67,Oil Cake,Oil Cake - Mustard,Kilogram,34--35,Quintal,3233--3233, 17/09/2017
68,Oil Cake,Oil Cake - Til (Sesame),Kilogram,33--34,Quintal,3200--3200, 17/09/2017
69,Spices,Black Pepper(Golmorich),10 gm,10--12,Kilogram,978--978, 17/09/2017
70,Spices,Clove(Lobonga),10 gm,10--11,Kilogram,907--907, 17/09/2017
71,Spices,Cinnamon(Daruchini),10 gm,4--5,Kilogram,303--303, 17/09/2017
72,Spices,Zain,10 gm,3--4,Kilogram,240--240, 17/09/2017
73,Spices,Cumin (Seed),10 gm,5--5,Kilogram,403--403, 17/09/2017
74,Spices,Black Cumin (Seed)(Kalozira),10 gm,3--3,Kilogram,265--265, 17/09/2017
75,Spices,Fenugreek(Methi),10 gm,2--3,Kilogram,128--128, 17/09/2017
76,Spices,Dried Chili (Bogra/Rangpur) - Superior,Kilogram,160--170,Quintal,14950--14950, 17/09/2017
77,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Superior,Kilogram,163--176,Quintal,15556--15556, 17/09/2017
78,Spices,Dried Chili (Chittagong) - Superior,Kilogram,230--240,Quintal,20300--20300, 17/09/2017
