Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Boro-HYV-Fine,Kilogram,56--60,Quintal,5800--5800, 01/05/2018
2,Foodgrains,Boro-HYV-Medium,Kilogram,42--45,Quintal,4200--4200, 01/05/2018
3,Foodgrains,Boro-HYV-Coarse,Kilogram,35--38,Quintal,3500--3500, 01/05/2018
4,Foodgrains,Ata (loose) - white,Kilogram,25--26,Quintal,2220--2220, 01/05/2018
5,Foodgrains,Ata (packet),Kilogram,32--33,Quintal,2850--2850, 01/05/2018
6,Dal,Masur (whole) local,Kilogram,92--96,Quintal,8200--8200, 01/05/2018
7,Dal,Masur (Imported) Superior quality,Kilogram,72--76,Quintal,6400--6400, 01/05/2018
8,Dal,Masur (Imported) ordinary,Kilogram,58--60,Quintal,5200--5200, 01/05/2018
9,Oil,Soybean Oil(loose),Liter,86--88,100 Liters,8200--8200, 01/05/2018
10,Oil,Palm Oil,Liter,71--72,100 Liters,6650--6650, 01/05/2018
11,Spices,Dried Chili (Bogra/Rangpur) - Ordinary,Kilogram,150--160,Quintal,15000--15000, 01/05/2018
12,Spices,Dried Chili (Imported) - Ordinary,Kilogram,180--190,Quintal,17000--17000, 01/05/2018
13,Spices,Onion (local),Kilogram,28--34,Quintal,3000--3000, 01/05/2018
14,Spices,Onion-imported,Kilogram,20--22,Quintal,1700--1700, 01/05/2018
15,Spices,Garlic (local) - Big Size,Kilogram,50--60,Quintal,3000--3000, 01/05/2018
16,Spices,Green Chili (Local),Kilogram,16--20,Quintal,1000--1000, 01/05/2018
17,Spices,Ginger (local) - Old,Kilogram,80--85,Quintal,6800--6800, 01/05/2018
18,Poultry,Farm-raised Hen,Kilogram,145--150,Quintal,, 01/05/2018
19,Meat,Beef,Kilogram,450--460,Quintal,, 01/05/2018
20,Meat,Mutton (male),Kilogram,670--700,Quintal,, 01/05/2018
21,Egg,Egg Farm-Red,4 Pieces,22--24,100 pieces,520--520, 01/05/2018
22,Fish,Ruhi (Local) - small (1.50-2.00 kg),Kilogram,240--270,Quintal,25000--25000, 01/05/2018
23,Fish,Katla-Small (1.50-2.00 kg),Kilogram,240--250,Quintal,23000--23000, 01/05/2018
24,Fish,Pangash (big),Kilogram,100--110,Quintal,8500--8500, 01/05/2018
25,Fruit,Apple,Kilogram,120--130,Quintal,, 01/05/2018
26,Vegetable,Potato (Holland) - White (Old),Kilogram,7--8,Quintal,550--550, 01/05/2018
27,Vegetable,Potato (Holland) - Red (New),Kilogram,12--13,Quintal,1050--1050, 01/05/2018
28,Vegetable,Brinjal - Superior Quality,Kilogram,24--28,Quintal,2400--2400, 01/05/2018
29,Vegetable,Brinjal - Ordinary Quality,Kilogram,18--20,Quintal,1500--1500, 01/05/2018
30,Vegetable,Green Papaya,Kilogram,20--22,Quintal,1600--1600, 01/05/2018
31,Vegetable,Cauliflower,Kilogram,10--12,Quintal,800--800, 01/05/2018
32,Vegetable,Cucumber-big,Kilogram,36--40,Quintal,3200--3200, 01/05/2018
33,Others,Sugar (Local),Kilogram,56--58,Quintal,5360--5360, 01/05/2018
