Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aus-HYV-Medium,Kilogram,,Quintal,2050--2050, 21/09/2017
2,Foodgrains,Boro-Fine,Kilogram,30--31,Quintal,3200--3200, 21/09/2017
3,Foodgrains,Boro-Medium,Kilogram,29--30,Quintal,3007--3007, 21/09/2017
4,Foodgrains,Boro Coarse,Kilogram,25--26,Quintal,2604--2604, 21/09/2017
5,Foodgrains,Aman-Fine,Kilogram,60--62,Quintal,5871--5871, 21/09/2017
6,Foodgrains,Aman-Medium,Kilogram,51--53,Quintal,5078--5078, 21/09/2017
7,Foodgrains,Aman-Coarse,Kilogram,45--48,Quintal,4561--4561, 21/09/2017
8,Foodgrains,Aman-Pajam,Kilogram,59--62,Quintal,5857--5857, 21/09/2017
9,Foodgrains,Aus-HYV-Fine,Kilogram,60--64,Quintal,6000--6000, 21/09/2017
10,Foodgrains,Boro-HYV-Fine,Kilogram,58--61,Quintal,5688--5688, 21/09/2017
11,Foodgrains,Boro-Pajam,Kilogram,60--63,Quintal,6100--6100, 21/09/2017
12,Foodgrains,Atap,Kilogram,39--40,Quintal,3800--3800, 21/09/2017
13,Foodgrains,Boro-HYV-Medium,Kilogram,51--54,Quintal,5137--5137, 21/09/2017
14,Foodgrains,Aman-HYV-Coarse,Kilogram,43--44,Quintal,4048--4048, 21/09/2017
15,Foodgrains,Aman-HYV-Fine,Kilogram,61--63,Quintal,5900--5900, 21/09/2017
16,Foodgrains,Boro-HYV-Coarse,Kilogram,45--47,Quintal,4435--4435, 21/09/2017
17,Foodgrains,Aman-HYV-Medium,Kilogram,49--51,Quintal,4700--4700, 21/09/2017
18,Foodgrains,Boro-Local,Kilogram,47--49,Quintal,4650--4650, 21/09/2017
19,Foodgrains,Local-Red,Kilogram,27--29,Quintal,2683--2683, 21/09/2017
20,Foodgrains,Local-White,Kilogram,24--25,Quintal,2271--2271, 21/09/2017
21,Foodgrains,Imported-White,Kilogram,24--25,Quintal,2288--2288, 21/09/2017
22,Foodgrains,Ata (loose) - white,Kilogram,27--29,Quintal,2559--2559, 21/09/2017
23,Foodgrains,Ata (packet),Kilogram,31--33,Quintal,3013--3013, 21/09/2017
24,Foodgrains,Ata (O. M. S.),Kilogram,16--17,Quintal,1600--1600, 21/09/2017
25,Foodgrains,Ata (loose) - red,Kilogram,25--26,Quintal,2450--2450, 21/09/2017
26,Foodgrains,Flour (loose),Kilogram,33--36,Quintal,3240--3240, 21/09/2017
27,Foodgrains,Flour-Suji,Kilogram,46--48,Quintal,4233--4233, 21/09/2017
28,Foodgrains,Flour (packet),Kilogram,41--43,Quintal,3915--3915, 21/09/2017
29,Foodgrains,Maize,Kilogram,22--24,Quintal,1867--1867, 21/09/2017
30,Foodgrains,Chinigura,Kilogram,79--84,Quintal,7694--7694, 21/09/2017
31,Foodgrains,Kalojira,Kilogram,84--89,Quintal,8200--8200, 21/09/2017
32,Foodgrains,Kataribhog,Kilogram,68--71,Quintal,6533--6533, 21/09/2017
33,Foodgrains,Pajam,Kilogram,53--56,Quintal,5050--5050, 21/09/2017
34,Foodgrains,Muri,Kilogram,66--76,Quintal,6674--6674, 21/09/2017
35,Foodgrains,Chira,Kilogram,51--56,Quintal,4933--4933, 21/09/2017
36,Foodgrains,Aus-medium,Kilogram,57--58,Quintal,5700--5700, 21/09/2017
37,,Groundnut,Kilogram,75--80,Quintal,7000--7000, 21/09/2017
38,Dal,Small Mung (Local) - Superior quality,Kilogram,110--120,Quintal,10000--10000, 21/09/2017
39,Dal,Mash (whole),Kilogram,98--104,Quintal,9317--9317, 21/09/2017
40,Dal,Mash (broken),Kilogram,100--107,Quintal,9835--9835, 21/09/2017
41,Dal,Masur (whole) local,Kilogram,103--111,Quintal,10166--10166, 21/09/2017
42,Dal,Masur (broken) local,Kilogram,77--81,Quintal,7588--7588, 21/09/2017
43,Dal,Masur (Imported) Superior quality,Kilogram,95--102,Quintal,13630--13630, 21/09/2017
44,Dal,Masur (Imported) ordinary,Kilogram,71--77,Quintal,8233--8233, 21/09/2017
45,Dal,Mung (local),Kilogram,121--130,Quintal,11981--11981, 21/09/2017
46,Dal,Mung (imported),Kilogram,99--106,Quintal,9629--9629, 21/09/2017
47,Dal,Gram (whole),Kilogram,87--90,Quintal,8382--8382, 21/09/2017
48,Dal,Gram (broken),Kilogram,90--94,Quintal,8748--8748, 21/09/2017
49,Dal,Motar (Peas)-Imported,Kilogram,36--38,Quintal,3358--3358, 21/09/2017
50,Dal,Motar (Peas)-local,Kilogram,109--114,Quintal,23269--23269, 21/09/2017
51,Dal,Khesari,Kilogram,60--63,Quintal,7422--7422, 21/09/2017
52,Dal,Felon,Kilogram,53--56,Quintal,4950--4950, 21/09/2017
53,Oil Seed,Mustard,Kilogram,49--51,Quintal,5025--5025, 21/09/2017
54,Oil Seed,Til(Sesame),Kilogram,70--80,Quintal,7200--7200, 21/09/2017
55,Oil Seed,Ground Nut,Kilogram,50--52,Quintal,4800--4800, 21/09/2017
56,Oil,Mustard Oil (Local) - Superior quality,Liter,134--141,100 Liters,12834--12834, 21/09/2017
57,Oil,Mustard Oil (Local) - Ordinary,Liter,114--121,100 Liters,11168--11168, 21/09/2017
58,Oil,Soybean Oil(loose),Liter,84--86,100 Liters,9540--9540, 21/09/2017
59,Oil,Sesame Oil(Till),Liter,160--180,100 Liters,, 21/09/2017
60,Oil,Sunflower,Liter,240--250,100 Liters,, 21/09/2017
61,Oil,Palm Oil,Liter,73--75,100 Liters,6907--6907, 21/09/2017
62,Oil,Vegetable Ghee,Liter,88--92,100 Liters,8252--8252, 21/09/2017
63,Oil,Butter Oil,Liter,800--850,100 Liters,, 21/09/2017
64,Oil,Coconut Oil (local),Liter,220--236,100 Liters,21267--21267, 21/09/2017
65,Oil,Coconut  Oil (Imported) - Superior Quality,Liter,332--353,100 Liters,20350--20350, 21/09/2017
66,Oil,Coconut Oil (Imported) - Ordinary,Liter,160--170,100 Liters,16000--16000, 21/09/2017
67,Oil Cake,Oil Cake - Mustard,Kilogram,34--36,Quintal,3175--3175, 21/09/2017
68,Oil Cake,Oil Cake - Til (Sesame),Kilogram,33--34,Quintal,3200--3200, 21/09/2017
69,Spices,Black Pepper(Golmorich),10 gm,11--12,Kilogram,986--986, 21/09/2017
70,Spices,Clove(Lobonga),10 gm,16--18,Kilogram,1009--1009, 21/09/2017
71,Spices,Cinnamon(Daruchini),10 gm,5--6,Kilogram,292--292, 21/09/2017
72,Spices,Zain,10 gm,3--4,Kilogram,240--240, 21/09/2017
73,Spices,Cumin (Seed),10 gm,5--6,Kilogram,398--398, 21/09/2017
74,Spices,Black Cumin (Seed)(Kalozira),10 gm,3--3,Kilogram,235--235, 21/09/2017
75,Spices,Fenugreek(Methi),10 gm,2--3,Kilogram,128--128, 21/09/2017
76,Spices,Dried Chili (Bogra/Rangpur) - Superior,Kilogram,160--170,Quintal,15200--15200, 21/09/2017
77,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Superior,Kilogram,167--179,Quintal,16000--16000, 21/09/2017
78,Spices,Dried Chili (Chittagong) - Superior,Kilogram,230--240,Quintal,20300--20300, 21/09/2017
79,Spices,Dried Chili (Battakandi) - Superior,Kilogram,148--155,Quintal,13900--13900, 21/09/2017
80,Spices,Dried Chili (Local) - Superior,Kilogram,138--154,Quintal,13500--13500, 21/09/2017
81,Spices,Turmeric (Local) - Round (Superior),Kilogram,150--170,Quintal,14000--14000, 21/09/2017
82,Spices,Turmeric (Local) - Long (Superior),Kilogram,148--157,Quintal,14421--14421, 21/09/2017
83,Spices,Turmeric (Imported),Kilogram,133--141,Quintal,12533--12533, 21/09/2017
84,Spices,Turmeric (Local) - Round (Ordinary),Kilogram,127--135,Quintal,12000--12000, 21/09/2017
85,Spices,Turmeric (Local) - Long (Ordinary),Kilogram,131--140,Quintal,12787--12787, 21/09/2017
86,Spices,Dried Chili (Bogra/Rangpur) - Ordinary,Kilogram,152--160,Quintal,14375--14375, 21/09/2017
87,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Ordinary,Kilogram,138--145,Quintal,13520--13520, 21/09/2017
88,Spices,Dried Chili (Battakandi) - Ordinary,Kilogram,185--200,Quintal,18000--18000, 21/09/2017
89,Spices,Dried Chili (Imported) - Ordinary,Kilogram,165--175,Quintal,15240--15240, 21/09/2017
90,Spices,Dried Chili (Local) - Ordinary,Kilogram,139--151,Quintal,12973--12973, 21/09/2017
91,Spices,Khoayr (Catechu) - Superior Quality,10 gm,4--5,Kilogram,320--320, 21/09/2017
92,Spices,Coriander Seed (Old),Kilogram,93--102,Quintal,8100--8100, 21/09/2017
93,Spices,Coriander Seed (New),Kilogram,80--85,Quintal,7200--7200, 21/09/2017
94,Spices,Onion (local),Kilogram,43--46,Quintal,4080--4080, 21/09/2017
95,Spices,Onion-imported,Kilogram,33--36,Quintal,3136--3136, 21/09/2017
96,Spices,Garlic (local) - Big Size,Kilogram,80--91,Quintal,7767--7767, 21/09/2017
97,Spices,Garlic - One Piece,Kilogram,64--66,Quintal,5500--5500, 21/09/2017
98,Spices,Garlic (Imported),Kilogram,104--114,Quintal,9837--9837, 21/09/2017
99,Spices,Green Chili (Local),Kilogram,102--115,Quintal,9349--9349, 21/09/2017
100,Spices,Ginger (local) - Old,Kilogram,87--96,Quintal,8115--8115, 21/09/2017
101,Spices,Ginger (local) - New,Kilogram,69--78,Quintal,6743--6743, 21/09/2017
102,Spices,Ginger (Imported),Kilogram,87--99,Quintal,8242--8242, 21/09/2017
103,Spices,Cardamom - Big,10 gm,26--29,Kilogram,1470--1470, 21/09/2017
104,Spices,Cardamom - Small,10 gm,21--23,Kilogram,1449--1449, 21/09/2017
105,Spices,Dry Chilli,Quintal,145--160,Quintal,14533--14533, 21/09/2017
106,Fibre,Shimul (Kapok),Kilogram,650--700,Quintal,, 21/09/2017
107,Fibre,Cotton (Comilla),Kilogram,200--220,Quintal,, 21/09/2017
108,Fibre,White Cotton (Top-Bottom),Kilogram,42--44,Quintal,4200--4200, 21/09/2017
109,Fibre,White Cotton (C-Bottom),Kilogram,37--38,Quintal,3700--3700, 21/09/2017
110,Fibre,White Cotton (Gorsat - Average quality),Kilogram,,Quintal,2600--2600, 21/09/2017
111,Fibre,Tossa Cotton (Medium),Kilogram,39--40,Quintal,3900--3900, 21/09/2017
112,Fibre,Tossa Cotton (C-Bottom),Kilogram,40--42,Quintal,4200--4200, 21/09/2017
113,Fibre,Tossa Cotton (Garsat - Average quality),Kilogram,40--45,Quintal,3950--3950, 21/09/2017
114,Fibre,Mesta Cotton (Garsat - Average quality),Kilogram,40--42,Quintal,3550--3550, 21/09/2017
115,Tobacco,Motihar Tobacco - Medium,Kilogram,120--130,Quintal,11000--11000, 21/09/2017
116,Tobacco,Motihar Tobacco - Ordinary,Kilogram,100--110,Quintal,9600--9600, 21/09/2017
117,Leather,Calf Leather (Medium) - Salt Mixed,1 piece,671--814,100 pieces,81800--81800, 21/09/2017
118,Leather,Cow Leather (Heavy) - Salt Mixed,1 piece,1107--1343,100 pieces,127800--127800, 21/09/2017
119,Leather,Cow Leather (Ripped) - Salt Mixed,1 piece,500--700,100 pieces,60000--60000, 21/09/2017
120,Leather,Calf Leather - Salt Mixed,1 piece,200--300,100 pieces,30000--30000, 21/09/2017
