Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aus-HYV-Coarse,Kilogram,19--20,Quintal,1833--1833, 20/09/2018
2,Foodgrains,Aus-HYV-Medium,Kilogram,,Quintal,1460--1460, 20/09/2018
3,Foodgrains,Boro-Fine,Kilogram,23--24,Quintal,2278--2278, 20/09/2018
4,Foodgrains,Aman-HYV-Medium,Kilogram,,Quintal,2198--2198, 20/09/2018
5,Foodgrains,Boro-Medium,Kilogram,20--21,Quintal,2032--2032, 20/09/2018
6,Foodgrains,Boro Coarse,Kilogram,19--20,Quintal,1868--1868, 20/09/2018
7,Foodgrains,Aman-HYV-Coarse,Kilogram,,Quintal,2091--2091, 20/09/2018
8,Foodgrains,Boro-Local,Kilogram,17--18,Quintal,1650--1650, 20/09/2018
9,Foodgrains,Aman-Fine,Kilogram,53--57,Quintal,5320--5320, 20/09/2018
10,Foodgrains,Aman-Medium,Kilogram,40--43,Quintal,4005--4005, 20/09/2018
11,Foodgrains,Aman-Coarse,Kilogram,37--39,Quintal,3697--3697, 20/09/2018
12,Foodgrains,Aman-Pajam,Kilogram,49--53,Quintal,5030--5030, 20/09/2018
13,Foodgrains,Aus-HYV-Fine,Kilogram,50--62,Quintal,6000--6000, 20/09/2018
14,Foodgrains,Boro-HYV-Fine,Kilogram,51--54,Quintal,5090--5090, 20/09/2018
15,Foodgrains,Boro-Pajam,Kilogram,52--62,Quintal,6000--6000, 20/09/2018
16,Foodgrains,Atap,Kilogram,35--36,Quintal,3300--3300, 20/09/2018
17,Foodgrains,Boro-HYV-Medium,Kilogram,40--43,Quintal,4043--4043, 20/09/2018
18,Foodgrains,Aman-HYV-Coarse,Kilogram,36--38,Quintal,3415--3415, 20/09/2018
19,Foodgrains,Aman-HYV-Fine,Kilogram,55--60,Quintal,5517--5517, 20/09/2018
20,Foodgrains,O. M. S. Coarse,Kilogram,40--44,Quintal,3850--3850, 20/09/2018
21,Foodgrains,Boro-HYV-Coarse,Kilogram,35--37,Quintal,3465--3465, 20/09/2018
22,Foodgrains,Aman-HYV-Medium,Kilogram,42--43,Quintal,4079--4079, 20/09/2018
23,Foodgrains,Boro-Local,Kilogram,32--3400,Quintal,3200--3200, 20/09/2018
24,Foodgrains,Local-Red,Kilogram,27--28,Quintal,2550--2550, 20/09/2018
25,Foodgrains,Local-White,Kilogram,25--26,Quintal,2394--2394, 20/09/2018
26,Foodgrains,Imported-White,Kilogram,25--26,Quintal,2440--2440, 20/09/2018
27,Foodgrains,Ata (loose) - white,Kilogram,26--27,Quintal,2468--2468, 20/09/2018
28,Foodgrains,Ata (packet),Kilogram,32--33,Quintal,3063--3063, 20/09/2018
29,Foodgrains,Ata (O. M. S.),Kilogram,17--18,Quintal,1600--1600, 20/09/2018
30,Foodgrains,Ata (loose) - red,Kilogram,25--26,Quintal,2380--2380, 20/09/2018
31,Foodgrains,Flour (loose),Kilogram,32--35,Quintal,3164--3164, 20/09/2018
32,Foodgrains,Flour-Suji,Kilogram,45--47,Quintal,4200--4200, 20/09/2018
33,Foodgrains,Flour (packet),Kilogram,42--44,Quintal,4065--4065, 20/09/2018
34,Foodgrains,Maize,Kilogram,21--23,Quintal,1969--1969, 20/09/2018
35,Foodgrains,Chinigura,Kilogram,84--90,Quintal,8320--8320, 20/09/2018
36,Foodgrains,Kalojira,Kilogram,87--91,Quintal,8367--8367, 20/09/2018
37,Foodgrains,Kataribhog,Kilogram,68--71,Quintal,6610--6610, 20/09/2018
38,Foodgrains,Pajam,Kilogram,52--57,Quintal,5150--5150, 20/09/2018
39,Foodgrains,Muri,Kilogram,64--70,Quintal,6221--6221, 20/09/2018
40,Foodgrains,Chira,Kilogram,47--51,Quintal,4538--4538, 20/09/2018
41,,Groundnut,Kilogram,60--70,Quintal,, 20/09/2018
42,Dal,Mash (whole),Kilogram,71--74,Quintal,6800--6800, 20/09/2018
43,Dal,Mash (broken),Kilogram,70--74,Quintal,6843--6843, 20/09/2018
44,Dal,Masur (whole) local,Kilogram,85--92,Quintal,8333--8333, 20/09/2018
45,Dal,Masur (broken) local,Kilogram,64--69,Quintal,6365--6365, 20/09/2018
46,Dal,Masur (Imported) Superior quality,Kilogram,75--81,Quintal,7288--7288, 20/09/2018
47,Dal,Masur (Imported) ordinary,Kilogram,57--63,Quintal,5560--5560, 20/09/2018
48,Dal,Mung (local),Kilogram,100--113,Quintal,10190--10190, 20/09/2018
49,Dal,Mung (imported),Kilogram,87--94,Quintal,8356--8356, 20/09/2018
50,Dal,Gram (whole),Kilogram,71--76,Quintal,6885--6885, 20/09/2018
51,Dal,Gram (broken),Kilogram,74--78,Quintal,7114--7114, 20/09/2018
52,Dal,Motar (Peas)-Imported,Kilogram,35--37,Quintal,3225--3225, 20/09/2018
53,Dal,Motar (Peas)-local,Kilogram,48--52,Quintal,4360--4360, 20/09/2018
54,Dal,Khesari,Kilogram,46--49,Quintal,4252--4252, 20/09/2018
55,Dal,Felon,Kilogram,35--38,Quintal,3300--3300, 20/09/2018
56,Oil Seed,Mustard,Kilogram,57--60,Quintal,5544--5544, 20/09/2018
57,Oil Seed,Ground Nut,Kilogram,74--80,Quintal,7125--7125, 20/09/2018
58,Oil,Mustard Oil (Local) - Superior quality,Liter,131--137,100 Liters,23620--23620, 20/09/2018
59,Oil,Mustard Oil (Local) - Ordinary,Liter,116--123,100 Liters,11335--11335, 20/09/2018
60,Oil,Mustard Oil (Imported),Liter,130--140,100 Liters,13000--13000, 20/09/2018
61,Oil,Soybean Oil(loose),Liter,84--86,100 Liters,8193--8193, 20/09/2018
62,Oil,Sunflower,Liter,230--240,100 Liters,, 20/09/2018
63,Oil,Palm Oil,Liter,68--71,100 Liters,6632--6632, 20/09/2018
64,Oil,Vegetable Ghee,Liter,207--224,100 Liters,8720--8720, 20/09/2018
65,Oil,Butter Oil,Liter,800--850,100 Liters,, 20/09/2018
66,Oil,Coconut Oil (local),Liter,218--254,100 Liters,23160--23160, 20/09/2018
