Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Boro-HYV-Medium,Kilogram,36--40,Quintal,3600--3600, 20/01/2018
2,Foodgrains,Ata (loose) - white,Kilogram,27--28,Quintal,2600--2600, 20/01/2018
3,Foodgrains,Ata (packet),Kilogram,30--32,Quintal,2900--2900, 20/01/2018
4,Dal,Mash (broken),Kilogram,75--80,Quintal,7200--7200, 20/01/2018
5,Dal,Masur (whole) local,Kilogram,80--85,Quintal,7800--7800, 20/01/2018
6,Dal,Motar (Peas)-Imported,Kilogram,38--40,Quintal,3600--3600, 20/01/2018
7,Dal,Khesari,Kilogram,46--50,Quintal,4500--4500, 20/01/2018
8,Oil,Mustard Oil (Local) - Superior quality,Liter,110--115,100 Liters,10400--10400, 20/01/2018
9,Oil,Soybean Oil(loose),Liter,80--82,100 Liters,7800--7800, 20/01/2018
10,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Superior,Kilogram,220--230,Quintal,20000--20000, 20/01/2018
11,Spices,Onion (local),Kilogram,15--20,Quintal,1600--1600, 20/01/2018
12,Spices,Garlic (local) - Big Size,Kilogram,35--40,Quintal,3200--3200, 20/01/2018
13,Spices,Green Chili (Local),Kilogram,35--40,Quintal,3500--3500, 20/01/2018
14,Spices,Ginger (Imported),Kilogram,110--120,Quintal,10000--10000, 20/01/2018
15,Tobacco,Motihar Tobacco - Superior Quality,Kilogram,130--140,Quintal,12000--12000, 20/01/2018
16,Poultry,Farm-raised Hen,Kilogram,120--130,Quintal,12000--12000, 20/01/2018
17,Egg,Egg Hen-Local,4 Pieces,40--42,100 pieces,950--950, 20/01/2018
18,Egg,Egg Farm-Red,4 Pieces,32--33,100 pieces,740--740, 20/01/2018
19,Egg,Egg Farm-White,4 Pieces,31--32,100 pieces,720--720, 20/01/2018
20,Fish,Ruhi (Imported) small (1.50-2.00 kg),Kilogram,360--400,Quintal,36000--36000, 20/01/2018
21,Fish,Katla-Small (1.50-2.00 kg),Kilogram,330--350,Quintal,32000--32000, 20/01/2018
22,Fish,Pangash (small),Kilogram,80--90,Quintal,8000--8000, 20/01/2018
23,Fish,Pangash (big),Kilogram,130--140,Quintal,13000--13000, 20/01/2018
24,Fish,Telapia/Nilotica,Kilogram,130--150,Quintal,13000--13000, 20/01/2018
25,Fruit,Apple,Kilogram,140--150,Quintal,13000--13000, 20/01/2018
26,Fruit,Coconut,1 piece,25--30,100 pieces,2500--2500, 20/01/2018
27,Vegetable,Potato (Local) - New,Kilogram,15--18,Quintal,1500--1500, 20/01/2018
28,Vegetable,Brinjal - Superior Quality,Kilogram,18--20,Quintal,1600--1600, 20/01/2018
29,Vegetable,Brinjal - Ordinary Quality,Kilogram,15--16,Quintal,1300--1300, 20/01/2018
30,Vegetable,Pumpkin (Sweet Gourd),Kilogram,25--30,Quintal,2400--2400, 20/01/2018
31,Vegetable,Green Papaya,Kilogram,15--18,Quintal,1500--1500, 20/01/2018
32,Vegetable,Green Banana,1 piece,25--30,100 pieces,2400--2400, 20/01/2018
33,Vegetable,Cucumber-small,Kilogram,30--35,Quintal,2900--2900, 20/01/2018
34,Vegetable,Bean(superior quality),Kilogram,25--30,Quintal,2400--2400, 20/01/2018
35,Vegetable,Tomato,Kilogram,15--20,Quintal,1600--1600, 20/01/2018
36,Vegetable,Tomato Green,Kilogram,12--15,Quintal,1200--1200, 20/01/2018
37,Vegetable,Radish (China),Kilogram,8--10,Quintal,900--900, 20/01/2018
38,Vegetable,Cabbage,1 piece,10--12,100 pieces,1000--1000, 20/01/2018
39,Others,Firewood - Mango,Kilogram,7--8,Quintal,720--720, 20/01/2018
40,Others,Sugar (Local),Kilogram,50--52,Quintal,4900--4900, 20/01/2018
41,Others,Iodized Salt (Packed),Kilogram,28--34,Quintal,3200--3200, 20/01/2018
