Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Local-Fine,Kilogram,25--26,Quintal,2650--2650, 27/12/2017
2,Foodgrains,Aman-Local-Medium,Kilogram,25--26,Quintal,2585--2585, 27/12/2017
3,Foodgrains,Aman-Local-Coarse,Kilogram,24--25,Quintal,2354--2354, 27/12/2017
4,Foodgrains,Aman-Pajam,Kilogram,35--36,Quintal,3400--3400, 27/12/2017
5,Foodgrains,Aus-HYV-Coarse,Kilogram,,Quintal,2750--2750, 27/12/2017
6,Foodgrains,Aus-HYV-Medium,Kilogram,,Quintal,2313--2313, 27/12/2017
7,Foodgrains,Boro-Fine,Kilogram,34--34,Quintal,3240--3240, 27/12/2017
8,Foodgrains,Aman-HYV-Medium,Kilogram,26--27,Quintal,2581--2581, 27/12/2017
9,Foodgrains,Aman-HYV-Fine,Kilogram,28--29,Quintal,2675--2675, 27/12/2017
10,Foodgrains,Boro-Medium,Kilogram,28--29,Quintal,2854--2854, 27/12/2017
11,Foodgrains,Boro Coarse,Kilogram,25--26,Quintal,2526--2526, 27/12/2017
12,Foodgrains,Aman-HYV-Coarse,Kilogram,24--25,Quintal,2400--2400, 27/12/2017
13,Foodgrains,Aman-Fine,Kilogram,57--59,Quintal,5655--5655, 27/12/2017
14,Foodgrains,Aman-Medium,Kilogram,45--48,Quintal,4522--4522, 27/12/2017
15,Foodgrains,Aman-Coarse,Kilogram,40--41,Quintal,3897--3897, 27/12/2017
16,Foodgrains,Aman-Pajam,Kilogram,60--63,Quintal,5960--5960, 27/12/2017
17,Foodgrains,Boro-HYV-Fine,Kilogram,56--60,Quintal,5689--5689, 27/12/2017
18,Foodgrains,Boro-Pajam,Kilogram,55--58,Quintal,5567--5567, 27/12/2017
19,Foodgrains,Atap,Kilogram,38--40,Quintal,3700--3700, 27/12/2017
20,Foodgrains,Boro-HYV-Medium,Kilogram,48--51,Quintal,4829--4829, 27/12/2017
21,Foodgrains,Aman-HYV-Coarse,Kilogram,39--41,Quintal,3849--3849, 27/12/2017
22,Foodgrains,Aman-HYV-Fine,Kilogram,53--55,Quintal,5189--5189, 27/12/2017
23,Foodgrains,Boro-HYV-Coarse,Kilogram,40--43,Quintal,4012--4012, 27/12/2017
24,Foodgrains,Aman-HYV-Medium,Kilogram,45--47,Quintal,4438--4438, 27/12/2017
25,Foodgrains,Boro-Local,Kilogram,44--46,Quintal,4250--4250, 27/12/2017
26,Foodgrains,Local-Red,Kilogram,25--26,Quintal,2450--2450, 27/12/2017
27,Foodgrains,Local-White,Kilogram,25--26,Quintal,2388--2388, 27/12/2017
28,Foodgrains,Imported-White,Kilogram,24--25,Quintal,2358--2358, 27/12/2017
29,Foodgrains,Ata (loose) - white,Kilogram,26--28,Quintal,2462--2462, 27/12/2017
30,Foodgrains,Ata (packet),Kilogram,31--33,Quintal,3060--3060, 27/12/2017
31,Foodgrains,Ata (O. M. S.),Kilogram,16--17,Quintal,1600--1600, 27/12/2017
32,Foodgrains,Ata (loose) - red,Kilogram,24--25,Quintal,2350--2350, 27/12/2017
33,Foodgrains,Flour (loose),Kilogram,33--35,Quintal,3168--3168, 27/12/2017
34,Foodgrains,Flour-Suji,Kilogram,46--49,Quintal,4388--4388, 27/12/2017
35,Foodgrains,Flour (packet),Kilogram,42--44,Quintal,4022--4022, 27/12/2017
36,Foodgrains,Maize,Kilogram,24--26,Quintal,2025--2025, 27/12/2017
37,Foodgrains,Chinigura,Kilogram,80--86,Quintal,7900--7900, 27/12/2017
38,Foodgrains,Kalojira,Kilogram,81--86,Quintal,7870--7870, 27/12/2017
39,Foodgrains,Kataribhog,Kilogram,65--70,Quintal,6464--6464, 27/12/2017
40,Foodgrains,Pajam,Kilogram,54--57,Quintal,5240--5240, 27/12/2017
41,Foodgrains,Muri,Kilogram,65--76,Quintal,6647--6647, 27/12/2017
42,Foodgrains,Chira,Kilogram,50--54,Quintal,4859--4859, 27/12/2017
43,,Nut,Kilogram,70--80,Quintal,5000--5000, 27/12/2017
44,Dal,Mash (whole),Kilogram,81--87,Quintal,7471--7471, 27/12/2017
45,Dal,Mash (broken),Kilogram,95--101,Quintal,9150--9150, 27/12/2017
46,Dal,Masur (whole) local,Kilogram,95--102,Quintal,9303--9303, 27/12/2017
47,Dal,Masur (broken) local,Kilogram,70--75,Quintal,6895--6895, 27/12/2017
48,Dal,Masur (Imported) Superior quality,Kilogram,85--92,Quintal,8307--8307, 27/12/2017
49,Dal,Masur (Imported) ordinary,Kilogram,65--72,Quintal,6429--6429, 27/12/2017
50,Dal,Mung (local),Kilogram,122--135,Quintal,12466--12466, 27/12/2017
51,Dal,Mung (imported),Kilogram,99--106,Quintal,9744--9744, 27/12/2017
52,Dal,Gram (whole),Kilogram,86--90,Quintal,8367--8367, 27/12/2017
53,Dal,Gram (broken),Kilogram,91--96,Quintal,8816--8816, 27/12/2017
54,Dal,Motar (Peas)-Imported,Kilogram,35--38,Quintal,3271--3271, 27/12/2017
55,Dal,Motar (Peas)-local,Kilogram,96--100,Quintal,9171--9171, 27/12/2017
56,Dal,Khesari,Kilogram,54--57,Quintal,6576--6576, 27/12/2017
57,Dal,Felon,Kilogram,32--36,Quintal,2800--2800, 27/12/2017
58,Oil Seed,Mustard,Kilogram,58--61,Quintal,5518--5518, 27/12/2017
59,Oil Seed,Til(Sesame),Kilogram,100--140,Quintal,12500--12500, 27/12/2017
60,Oil Seed,Ground Nut,Kilogram,65--68,Quintal,6300--6300, 27/12/2017
61,Oil,Mustard Oil (Local) - Superior quality,Liter,132--138,100 Liters,12562--12562, 27/12/2017
62,Oil,Mustard Oil (Local) - Ordinary,Liter,118--125,100 Liters,11440--11440, 27/12/2017
63,Oil,Mustard Oil (Imported),Liter,130--140,100 Liters,12000--12000, 27/12/2017
64,Oil,Soybean Oil(loose),Liter,86--87,100 Liters,8263--8263, 27/12/2017
65,Oil,Ground Nut Oil,Liter,80--85,100 Liters,7500--7500, 27/12/2017
66,Oil,Sunflower,Liter,240--250,100 Liters,, 27/12/2017
67,Oil,Palm Oil,Liter,72--74,100 Liters,6944--6944, 27/12/2017
68,Oil,Vegetable Ghee,Liter,97--102,100 Liters,9225--9225, 27/12/2017
69,Oil,Butter Oil,Liter,800--850,100 Liters,, 27/12/2017
70,Oil,Coconut Oil (local),Liter,218--256,100 Liters,23950--23950, 27/12/2017
71,Oil,Coconut  Oil (Imported) - Superior Quality,Liter,328--350,100 Liters,24267--24267, 27/12/2017
72,Oil,Coconut Oil (Imported) - Ordinary,Liter,200--217,100 Liters,19333--19333, 27/12/2017
73,Oil Cake,Oil Cake - Mustard,Kilogram,35--37,Quintal,3320--3320, 27/12/2017
74,Oil Cake,Oil Cake - Til (Sesame),Kilogram,35--36,Quintal,3400--3400, 27/12/2017
75,Spices,Black Pepper(Golmorich),10 gm,19--21,Kilogram,1924--1924, 27/12/2017
76,Spices,Clove(Lobonga),10 gm,14--16,Kilogram,973--973, 27/12/2017
77,Spices,Cinnamon(Daruchini),10 gm,7--8,Kilogram,282--282, 27/12/2017
78,Spices,Zain,10 gm,4--5,Kilogram,220--220, 27/12/2017
79,Spices,Fennel/Aniseed,10 gm,2--3,Kilogram,130--130, 27/12/2017
80,Spices,Cumin (Seed),10 gm,5--6,Kilogram,365--365, 27/12/2017
81,Spices,Black Cumin (Seed)(Kalozira),10 gm,4--5,Kilogram,225--225, 27/12/2017
82,Spices,Fenugreek(Methi),10 gm,3--4,Kilogram,124--124, 27/12/2017
83,Spices,Dried Chili (Bogra/Rangpur) - Superior,Kilogram,159--171,Quintal,15122--15122, 27/12/2017
84,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Superior,Kilogram,157--168,Quintal,15000--15000, 27/12/2017
85,Spices,Dried Chili (Chittagong) - Superior,Kilogram,250--260,Quintal,23000--23000, 27/12/2017
86,Spices,Dried Chili (Battakandi) - Superior,Kilogram,160--166,Quintal,15050--15050, 27/12/2017
87,Spices,Dried Chili (Local) - Superior,Kilogram,138--149,Quintal,13875--13875, 27/12/2017
88,Spices,Turmeric (Local) - Round (Superior),Kilogram,150--180,Quintal,, 27/12/2017
89,Spices,Turmeric (Local) - Long (Superior),Kilogram,144--155,Quintal,14070--14070, 27/12/2017
90,Spices,Turmeric (Imported),Kilogram,128--137,Quintal,12150--12150, 27/12/2017
91,Spices,Turmeric (Local) - Round (Ordinary),Kilogram,140--148,Quintal,13250--13250, 27/12/2017
92,Spices,Turmeric (Local) - Long (Ordinary),Kilogram,129--139,Quintal,12600--12600, 27/12/2017
93,Spices,Dried Chili (Bogra/Rangpur) - Ordinary,Kilogram,151--159,Quintal,14033--14033, 27/12/2017
94,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Ordinary,Kilogram,130--138,Quintal,12767--12767, 27/12/2017
95,Spices,Dried Chili (Battakandi) - Ordinary,Kilogram,185--200,Quintal,18500--18500, 27/12/2017
96,Spices,Dried Chili (Imported) - Ordinary,Kilogram,163--175,Quintal,15229--15229, 27/12/2017
97,Spices,Dried Chili (Local) - Ordinary,Kilogram,134--146,Quintal,12864--12864, 27/12/2017
98,Spices,Khoayr (Catechu) - Superior Quality,10 gm,6--7,Kilogram,485--485, 27/12/2017
99,Spices,Coriander Seed (Old),Kilogram,90--97,Quintal,8000--8000, 27/12/2017
100,Spices,Coriander Seed (New),Kilogram,70--83,Quintal,6500--6500, 27/12/2017
101,Spices,Onion (local),Kilogram,76--84,Quintal,7429--7429, 27/12/2017
102,Spices,Onion-imported,Kilogram,62--67,Quintal,5960--5960, 27/12/2017
103,Spices,Onion (New),Kilogram,70--74,Quintal,6673--6673, 27/12/2017
104,Spices,Garlic (local) - Big Size,Kilogram,63--72,Quintal,5927--5927, 27/12/2017
105,Spices,Garlic - One Piece,Kilogram,45--60,Quintal,5000--5000, 27/12/2017
106,Spices,Garlic (Imported),Kilogram,79--88,Quintal,7414--7414, 27/12/2017
107,Spices,Green Chili (Local),Kilogram,67--76,Quintal,6041--6041, 27/12/2017
108,Spices,Ginger (local) - Old,Kilogram,78--90,Quintal,7227--7227, 27/12/2017
109,Spices,Ginger (local) - New,Kilogram,79--87,Quintal,7186--7186, 27/12/2017
110,Spices,Ginger (Imported),Kilogram,92--105,Quintal,8908--8908, 27/12/2017
111,Spices,Cardamom - Big,10 gm,33--37,Kilogram,1514--1514, 27/12/2017
112,Spices,Cardamom - Small,10 gm,27--29,Kilogram,1444--1444, 27/12/2017
113,Spices,Dry Chilli,Quintal,148--163,Quintal,14622--14622, 27/12/2017
114,Fibre,Shimul (Kapok),Kilogram,400--420,Quintal,38000--38000, 27/12/2017
115,Fibre,White Cotton (Top-Bottom),Kilogram,45--46,Quintal,4400--4400, 27/12/2017
