date,butter oil_avg_retail_price,butter oil_avg_wholesale_price,coconut  oil (imported) - superior quality_avg_retail_price,coconut  oil (imported) - superior quality_avg_wholesale_price,coconut oil (imported) - ordinary_avg_retail_price,coconut oil (imported) - ordinary_avg_wholesale_price,coconut oil (local)_avg_retail_price,coconut oil (local)_avg_wholesale_price,ground nut oil_avg_retail_price,ground nut oil_avg_wholesale_price,mustard oil (imported)_avg_retail_price,mustard oil (imported)_avg_wholesale_price,mustard oil (local) - ordinary_avg_retail_price,mustard oil (local) - ordinary_avg_wholesale_price,mustard oil (local) - superior quality_avg_retail_price,mustard oil (local) - superior quality_avg_wholesale_price,palm oil_avg_retail_price,palm oil_avg_wholesale_price,sesame oil(till)_avg_retail_price,sesame oil(till)_avg_wholesale_price,soyabin oil (1 lit bottle)_avg_retail_price,soyabin oil (1 lit bottle)_avg_wholesale_price,soyabin oil (5 liter bottle)_avg_retail_price,soyabin oil (5 liter bottle)_avg_wholesale_price,soybean oil(loose)_avg_retail_price,soybean oil(loose)_avg_wholesale_price,sunflower_avg_retail_price,sunflower_avg_wholesale_price,vegetable ghee_avg_retail_price,vegetable ghee_avg_wholesale_price
2013-01-01,,,,,,,,,,,,,155.0,13078.0,,,81.5,7477.0,,,,,,,115.0,10518.0,,,,
2013-01-02,,,193.5,19588.0,176.5,14257.0,210.5,18706.0,,20000.0,,,144.0,13244.0,172.0,15898.0,84.5,7889.0,,,,,,,117.0,11219.0,,,111.0,10286.0
2013-01-03,,,,,,,,,,,,,150.0,13078.0,,,81.5,7278.0,,,,,,,116.0,10518.0,,,,
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-06,,,,,,,,,,,,,150.0,13078.0,,,81.0,7278.0,,,,,,,116.0,10518.0,,,,
2013-01-07,,,,,,,,,,,,,150.0,13078.0,,,80.0,7278.0,,,,,,,116.0,10518.0,,,,
2013-01-08,,,,,,,,,,,,,150.0,13078.0,,,79.0,7278.0,,,,,,,115.5,10518.0,,,,
2013-01-09,,,193.5,19588.0,157.5,14257.0,210.5,18706.0,,20000.0,,,143.5,13448.0,168.0,15558.0,83.5,7897.0,,,,,,,116.0,11122.0,,,111.5,10306.0
2013-01-10,,,,,,,,,,,,,150.0,13078.0,,,77.5,7602.0,,,,,,,115.5,10717.0,,,,
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-13,,,,,,,,,,,,,150.0,13078.0,,,77.5,7602.0,,,,,,,115.0,10717.0,,,,
2013-01-14,,,,,,,,,,,,,152.5,12950.0,,,84.0,8440.0,,,,,,,119.5,10900.0,,,,
2013-01-15,,,,,,,,,,,,,152.5,12950.0,,,84.0,8470.0,,,,,,,120.0,10900.0,,,,
2013-01-16,,,193.5,19608.0,157.5,14293.0,214.0,19445.0,,20000.0,,,145.5,13462.0,167.0,15406.0,83.5,7997.0,,,,,,,118.0,11385.0,,,109.5,10156.0
2013-01-17,,,,,,,,,,,,,152.5,12950.0,,,84.0,7970.0,,,,,,,121.5,11340.0,,,,
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-20,,,,,,,,,,,,,152.5,12950.0,,,84.0,7975.0,,,,,,,123.0,11340.0,,,,
2013-01-21,,,,,,,,,,,,,152.5,12950.0,,,84.0,7975.0,,,,,,,123.0,11340.0,,,,
2013-01-22,,,,,,,,,,,,,152.5,12950.0,,,84.0,7975.0,,,,,,,123.0,11315.0,,,,
2013-01-23,,,193.5,19385.0,157.5,14690.0,211.5,19740.0,,,,,145.5,13345.0,165.5,15208.0,81.5,7940.0,,,,,,,117.0,11350.0,,,111.5,10197.0
2013-01-24,,,,,,,,,,,,,152.5,12950.0,,,83.5,7730.0,,,,,,,123.0,10870.0,,,,
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-27,,,,,,,,,,,,,152.5,12950.0,,,82.5,7730.0,,,,,,,122.0,10960.0,,,,
2013-01-28,,,,,,,,,,,,,152.5,12960.0,,,82.5,7730.0,,,,,,,122.0,10960.0,,,,
2013-01-29,,,,,,,,,,,,,152.5,12960.0,,,82.5,7650.0,,,,,,,121.5,10960.0,,,,
2013-01-30,,,193.5,21108.0,157.5,14690.0,206.0,20000.0,,20000.0,,,145.0,13326.0,167.5,15197.0,82.0,7877.0,,,,,,,118.0,11369.0,,,111.5,10358.0
2013-01-31,,,,,,,,,,,,,152.5,12960.0,,,82.5,7220.0,,,,,,,121.5,11090.0,,,,
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-04,,,,,,,,,,,,,152.5,12960.0,,,83.0,7220.0,,,,,,,121.5,11090.0,,,,
2013-02-05,,,,,,,,,,,,,152.5,12960.0,,,83.0,7220.0,,,,,,,121.5,11090.0,,,,
2013-02-06,,,213.0,21108.0,163.0,15460.0,216.0,19933.0,,,,,144.0,13340.0,167.0,15180.0,82.5,7938.0,,,,,,,117.5,11343.0,,,110.5,10345.0
2013-02-07,,,,,,,,,,,,,152.5,12960.0,,,83.0,7600.0,,,,,,,120.0,10700.0,,,,
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-10,,,,,,,,,,,,,152.5,12960.0,,,82.0,7477.0,,,,,,,119.0,10800.0,,,,
2013-02-11,,,,,,,,,,,,,152.5,12960.0,,,82.0,7477.0,,,,,,,119.0,10720.0,,,,
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-13,,,198.5,19385.0,165.0,17127.0,211.5,19488.0,,,,,144.5,13474.0,168.0,14893.0,82.0,7960.0,,,,,,,117.5,11237.0,,,110.5,10339.0
2013-02-14,,,,,,,,,,,,,152.5,12960.0,,,82.0,7500.0,,,,,,,116.0,10650.0,,,,
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-18,,,,,,,,,,,,,152.5,13100.0,,,82.0,7350.0,,,,,,,116.0,10760.0,,,,
2013-02-19,,,,,,,,,,,,,152.5,13100.0,,,82.0,7350.0,,,,,,,116.0,10760.0,,,,
2013-02-20,,,211.5,21108.0,157.5,14690.0,212.5,19581.0,,,,,144.5,13458.0,163.0,14601.0,81.5,7817.0,,,,,,,116.0,11168.0,,,109.0,10232.0
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-24,,,,,,,,,,,,,152.5,13100.0,,,82.0,7350.0,,,,,,,115.5,10760.0,,,,
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-26,,,,,,,,,,,,,152.5,13135.0,,,81.5,7775.0,,,,,,,115.0,10780.0,,,,
2013-02-27,,,203.5,20635.0,157.5,14690.0,229.0,21171.0,,,,,145.5,13302.0,160.0,14842.0,81.5,7953.0,,,,,,,116.0,11229.0,,,109.0,10126.0
2013-02-28,,,,,,,210.0,18750.0,,,,,137.5,13080.0,,10600.0,78.0,7315.0,,,,,,,117.0,10670.0,,,102.5,9650.0
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-03,,,,,,,,,,,,,155.0,,,,81.5,,,,,,,,115.0,,,,,
2013-03-04,,,,,,,,,,,,,155.0,,,,81.5,,,,,,,,115.0,,,,,
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-06,,,217.0,21423.0,175.0,16460.0,213.0,19700.0,,,,,147.5,13640.0,158.5,15155.0,81.0,7819.0,,,,,,,116.5,11301.0,,,111.0,10321.0
2013-03-07,,,,,,,,,,,,,155.0,,,,81.5,,,,,,,,115.0,,,,,
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-12,,,,,,,,,,,,,155.0,,,,81.5,,,,,,,,114.5,,,,,
2013-03-13,,,217.0,22200.0,174.0,16387.0,216.5,20150.0,,,,,146.0,13859.0,160.0,15225.0,81.0,7851.0,,,,,,,116.5,11292.0,,,111.0,10321.0
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-19,,,,,,,,,,,,,155.0,,,,79.0,,,,,,,,113.0,,,,,
2013-03-20,,,217.0,22200.0,175.0,16462.0,215.5,19750.0,,,,,143.5,13575.0,157.5,14890.0,80.5,7757.0,,,,,,,116.0,11285.0,,,112.0,10286.0
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-27,,,217.0,22200.0,176.0,16537.0,219.5,20300.0,,,,,135.0,12992.0,158.5,15220.0,79.0,7626.0,,,,,,,114.0,17762.0,,,112.0,10233.0
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-03,,,217.0,22200.0,176.0,16537.0,215.5,20257.0,,,,,140.0,13402.0,158.5,15080.0,79.5,7743.0,,,,,,,116.0,11245.0,,,113.0,10204.0
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-07,,,,,,,,,,,,,155.0,12000.0,,,77.5,7475.0,,,,,,,111.5,10600.0,,,,
2013-04-08,,,,,,,,,,,,,155.0,,,,77.5,,,,,,,,111.5,,,,,
2013-04-09,,,,,,,,,,,,,155.0,,,,77.5,,,,,,,,111.5,,,,,
2013-04-10,,,217.0,22200.0,175.0,16462.0,215.5,19750.0,,,,,141.0,13392.0,159.0,15000.0,78.5,7667.0,,,,,,,115.0,11208.0,,,112.5,10204.0
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-17,,,217.0,22200.0,175.0,16462.0,213.0,20257.0,,,,,139.5,13224.0,157.0,15009.0,79.5,7730.0,,,,,,,115.5,10477.0,,,113.0,10204.0
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-21,,,,,,,,,,,,,155.0,12400.0,,,77.0,7477.0,,,,,,,111.5,10468.0,,,,
2013-04-22,,,,,,,,,,,,,155.0,12400.0,,,77.0,7477.0,,,,,,,111.5,10468.0,,,,
2013-04-23,,,,,,,,,,,,,155.0,,,,77.0,,,,,,,,111.5,,,,,
2013-04-24,,,217.0,22200.0,175.0,16462.0,215.5,20257.0,,,,,141.0,13258.0,157.5,15082.0,79.0,7681.0,,,,,,,115.0,10490.0,,,112.5,10178.0
2013-04-25,,,,,,,,,,,,,155.0,12000.0,,,77.0,7430.0,,,,,,,111.5,10440.0,,,,
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-28,,,,,,,,,,,,,155.0,12000.0,,,77.0,7430.0,,,,,,,111.5,10440.0,,,,
2013-04-29,,,,,,,,,,,,,155.0,12000.0,,,77.0,7430.0,,,,,,,111.5,10440.0,,,,
2013-04-30,,,,,,,,,,,,,155.0,12000.0,,,77.0,7430.0,,,,,,,111.0,10440.0,,,,
2013-05-01,,,230.0,,173.5,16660.0,229.0,25000.0,,,,,118.0,11285.0,137.0,12967.0,75.0,7303.0,,,,,,,109.0,10600.0,,,108.5,9855.0
2013-05-02,,,214.5,22250.0,175.0,16250.0,195.0,16833.0,,,,,142.5,13200.0,169.5,15867.0,78.5,7570.0,,,,,,,115.5,11063.0,,,118.5,10667.0
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-05,,,,,,,,,,,,,155.0,12000.0,,,77.0,7400.0,,,,,,,110.5,10400.0,,,,
2013-05-06,,,,,,,,,,,,,155.0,12000.0,,,77.0,7400.0,,,,,,,110.5,11400.0,,,,
2013-05-07,,,,,,,,,,,,,155.0,12000.0,,,77.0,7400.0,,,,,,,110.5,11420.0,,,,
2013-05-08,,,203.5,20750.0,175.0,16387.0,213.5,19586.0,,,,,135.5,12944.0,156.5,14225.0,78.0,7523.0,,,,,,,115.0,11117.0,,,113.0,10082.0
2013-05-09,,,,,,,,,,,,,155.0,,,,77.0,,,,,,,,110.5,,,,,
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-12,,,,,,,,,,,,,155.0,,,,77.0,,,,,,,,111.0,,,,,
2013-05-13,,,,,,,,,,,,,155.0,,,,77.0,,,,,,,,111.0,,,,,
2013-05-14,,,,,,,,,,,,,155.0,,,,77.0,,,,,,,,110.0,,,,,
2013-05-15,,,247.5,22667.0,175.0,16250.0,223.5,20971.0,,,,,136.0,12918.0,155.5,14152.0,78.0,7538.0,,,,,,,115.0,11129.0,,,114.5,10194.0
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-21,,,,,,,,,,,,,155.0,11970.0,,,77.0,7100.0,,,,,,,110.0,10400.0,,,,
2013-05-22,,,241.5,21600.0,175.0,16250.0,217.5,20000.0,,,127.5,,138.0,13077.0,160.0,14455.0,78.5,7559.0,,,,,,,115.0,11056.0,,,113.5,10188.0
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-26,,,,,,,,,,,,,155.0,11970.0,,,77.0,7430.0,,,,,,,110.0,10400.0,,,,
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29,,,252.5,23667.0,210.0,20000.0,208.5,20625.0,,,,,138.0,13400.0,159.5,14238.0,79.5,7611.0,,,,,,,117.0,11231.0,,,113.5,10257.0
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-02,,,,,,,,,,,,,155.0,11920.0,,,77.0,7470.0,,,,,,,112.0,10370.0,,,,
2013-06-03,,,,,,,210.0,,,,,,155.0,11900.0,135.0,12700.0,80.5,7900.0,,,,,,,111.5,10643.0,,,,
2013-06-04,,,,,,,210.0,22000.0,,,,,150.0,11900.0,135.0,12700.0,80.5,7903.0,,,,,,,111.5,10645.0,,,,
2013-06-05,,,234.0,21600.0,175.0,16250.0,201.0,18952.0,,,,,143.5,13782.0,165.5,14821.0,79.0,7684.0,,,,,,,117.0,11252.0,,,114.0,10250.0
2013-06-06,,,,,,,235.0,20130.0,,,,,134.0,11600.0,133.0,13041.0,79.5,7662.0,,,,,,,114.0,11179.0,,,107.5,9800.0
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-09,,,,,,,210.0,16559.0,,,,,142.5,12100.0,141.5,13255.0,78.5,7636.0,,,,,,,113.5,11111.0,,,,
2013-06-10,,,,,,,210.0,16559.0,,,,,142.5,12100.0,141.5,13255.0,78.5,7619.0,,,,,,,113.0,11111.0,,,,
2013-06-11,,,,,,,210.0,16677.0,,,,,128.5,13000.0,153.5,13451.0,80.5,7888.0,,,,,,,116.0,11566.0,,,,
2013-06-12,,,233.5,19729.0,180.5,16250.0,206.5,20259.0,,,,,135.5,12776.0,160.5,14298.0,78.5,7614.0,,,,,,,115.0,11122.0,,,111.5,10094.0
2013-06-13,,,,,,,225.0,17177.0,,,,,135.5,12100.0,154.5,13618.0,81.5,7992.0,,,,,,,115.5,11475.0,,,,
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-16,,,,,222.5,,225.0,18951.0,,,,,132.0,12100.0,154.5,13363.0,81.0,7860.0,,,,,,,115.5,11416.0,,,,
2013-06-17,,,,,,,225.0,17177.0,,,,,128.5,13000.0,154.5,13618.0,82.0,7965.0,,,,,,,116.5,11530.0,,,,
2013-06-18,,,,,,,225.0,17177.0,,,,,128.5,13000.0,154.5,13618.0,82.0,7962.0,,,,,,,116.5,11655.0,,,,
2013-06-19,,,246.5,22429.0,188.5,16250.0,208.0,20272.0,,,,,132.5,13050.0,158.0,14291.0,78.5,7626.0,,,,,,,114.5,11087.0,,,112.5,10097.0
2013-06-20,,,,,,,,17177.0,,,,,122.0,,165.0,13177.0,83.0,8095.0,,,,,,,119.0,11843.0,,,,
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-23,,,,,,,210.0,17177.0,,,,,128.5,13000.0,155.0,14713.0,80.5,7980.0,,,,,,,115.5,11475.0,,,,
2013-06-24,,,,,,,210.0,17177.0,,,,,135.5,12100.0,152.0,13618.0,79.0,7595.0,,,,,,,113.5,11091.0,,,,
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-26,,,241.5,22113.0,185.5,16250.0,211.0,19779.0,,,,,131.0,12658.0,155.5,14150.0,78.5,7611.0,,,,,,,114.5,11036.0,,,113.0,10153.0
2013-06-27,,,,,,,,12353.0,,,,,135.5,12100.0,162.0,13427.0,80.0,7702.0,,,,,,,115.5,11389.0,,,,
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,225.0,17177.0,,,,,135.5,12100.0,153.0,13618.0,79.5,7640.0,,,,,,,114.0,11048.0,,,,
2013-07-01,,,,,,,225.0,17177.0,,,,,135.5,12100.0,153.0,13618.0,79.5,7640.0,,,,,,,114.0,11048.0,,,,
2013-07-02,,,,,,,225.0,17177.0,,,,,135.5,12100.0,153.0,13618.0,79.5,7640.0,,,,,,,113.5,11048.0,,,,
2013-07-03,,,262.5,22175.0,192.5,16250.0,216.0,20431.0,,,,,133.0,12777.0,157.0,14656.0,78.5,7551.0,,,,,,,115.0,11060.0,,,113.5,10081.0
2013-07-04,,,,,,,,12353.0,,,,,128.5,13000.0,160.0,13368.0,79.0,7654.0,,,,,,,115.5,11388.0,,,,
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-07,,,,,,,225.0,17177.0,,,,,135.5,12100.0,155.0,13579.0,79.5,7606.0,,,,,,,114.0,11193.0,,,,
2013-07-08,,,,,,,225.0,17177.0,,,,,135.5,12100.0,155.0,13579.0,79.0,7667.0,,,,,,,113.5,11193.0,,,,
2013-07-09,,,,,,,225.0,17177.0,,,,,135.5,12100.0,155.0,13579.0,78.5,7573.0,,,,,,,113.0,11116.0,,,,
2013-07-10,,,256.0,21343.0,192.5,16250.0,207.0,20558.0,,,117.5,,135.0,13019.0,157.5,14556.0,78.5,7614.0,,,,,,,113.5,10980.0,,,114.5,10209.0
2013-07-11,,,,,,,225.0,17251.0,,,,,135.5,12425.0,155.0,12887.0,78.5,7507.0,,,,,,,112.5,10999.0,,,,
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-14,,,,,,,225.0,17177.0,,,,,135.5,12100.0,155.0,13579.0,78.5,7563.0,,,,,,,113.0,11132.0,,,,
2013-07-15,,,,,,,225.0,17177.0,,,,,135.5,12100.0,155.0,13579.0,78.5,7558.0,,,,,,,113.0,11084.0,,,,
2013-07-16,,,,,,,225.0,17177.0,,,,,135.5,13000.0,153.0,13579.0,77.0,7459.0,,,,,,,112.0,10984.0,,,,
2013-07-17,,,266.5,22175.0,185.5,16250.0,214.0,20240.0,,,,,137.5,12910.0,159.0,14349.0,78.0,7499.0,,,,,,,113.0,10996.0,,,116.0,10144.0
2013-07-18,,,,,,,225.0,18118.0,,,,,135.0,12250.0,145.0,13234.0,77.0,7329.0,,,,,,,111.5,11164.0,,,,
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-21,,,,,,,225.0,18118.0,,,,,130.0,12250.0,148.0,13234.0,77.5,7406.0,,,,,,,112.0,10987.0,,,,
2013-07-22,,,,,,,225.0,17938.0,,,,,134.0,12333.0,139.5,13487.0,76.5,7223.0,,,,,,,110.5,10719.0,,,,9120.0
2013-07-23,,,,,,,225.0,18118.0,,,,,135.0,12250.0,142.0,13234.0,76.5,7307.0,,,,,,,110.5,10775.0,,,,
2013-07-24,,,260.5,22175.0,185.5,16250.0,208.5,20385.0,,,117.5,,135.0,12727.0,152.5,14263.0,77.5,7427.0,,,,,,,113.0,10860.0,,,112.5,9960.0
2013-07-25,,,,,,,225.0,18118.0,,,,,133.5,11833.0,142.0,13116.0,76.5,7333.0,,,,,,,111.0,10754.0,,,,
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-28,,,,,,,225.0,18118.0,,,,,133.5,11833.0,146.5,13116.0,76.5,7382.0,,,,,,,111.5,10892.0,,,,
2013-07-29,,,,,,,225.0,18118.0,,,,,133.5,11833.0,142.0,13116.0,76.0,7305.0,,,,,,,110.5,10733.0,,,,
2013-07-30,,,,,,,181.5,17921.0,,,,,133.5,11833.0,143.0,13116.0,76.5,7330.0,,,,,,,111.5,10869.0,,,112.5,9250.0
2013-07-31,,,264.5,22200.0,181.0,16250.0,201.5,20311.0,,,117.5,,135.0,12727.0,153.0,14415.0,77.0,7386.0,,,,,,,112.0,10808.0,,,113.5,10113.0
2013-08-01,,,,,,,181.5,17791.0,,,,,132.0,11750.0,143.0,13213.0,76.0,7254.0,,,,,,,111.0,10787.0,,,112.5,9248.0
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-04,,,,,,,181.5,17921.0,,,,,133.5,11833.0,143.0,13116.0,75.5,7274.0,,,,,,,111.0,10802.0,,,112.5,9375.0
2013-08-05,,,,,,,181.5,17921.0,,,,,133.5,11833.0,143.0,13116.0,75.5,7263.0,,,,,,,111.0,10810.0,,,112.5,9375.0
2013-08-06,,,,,,,225.0,22000.0,,,,,,,125.0,14000.0,75.0,7600.0,,,,,,,107.5,10500.0,,,,
2013-08-07,,,264.5,22200.0,167.0,16250.0,201.5,19876.0,,,101.5,,132.5,12533.0,148.5,14240.0,75.5,7322.0,,,,,,,111.0,10725.0,,,113.5,10019.0
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-11,,,,,,,180.0,17921.0,,,,,133.5,12250.0,138.5,13116.0,75.5,7190.0,,,,,,,110.5,10726.0,,,112.5,9250.0
2013-08-12,,,,,,,180.0,17921.0,,,,,133.5,12250.0,139.5,13116.0,74.5,7154.0,,,,,,,110.5,10717.0,,,112.5,9250.0
2013-08-13,,,,,,,180.0,17921.0,,,,,133.5,12250.0,139.5,13116.0,74.5,7154.0,,,,,,,110.5,10717.0,,,112.5,9250.0
2013-08-14,,,264.5,22200.0,167.0,16250.0,196.0,19876.0,,,96.0,,132.5,12355.0,143.5,14025.0,75.5,7292.0,,,,,,,110.5,10688.0,,,113.5,9897.0
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-18,,,,,,,180.0,17921.0,,,,,130.0,13100.0,147.0,13416.0,75.5,7252.0,,,,,,,111.5,10907.0,,,112.5,9250.0
2013-08-19,,,,,,,180.0,17921.0,,,135.0,,133.0,13200.0,146.5,13055.0,76.0,7312.0,,,,,,,111.5,10958.0,,,112.5,9250.0
2013-08-20,,,,,,,180.0,17921.0,,,135.0,,136.5,12100.0,143.0,13055.0,75.0,7202.0,,,,,,,110.5,10641.0,,,112.5,9250.0
2013-08-21,,,264.5,24200.0,180.0,20000.0,193.5,18765.0,,,121.0,,138.0,11814.0,147.5,13803.0,76.0,7280.0,,,,,,,111.0,10726.0,,,114.5,9864.0
2013-08-22,,,,,,,180.0,17921.0,,,135.0,,136.5,12100.0,146.5,13055.0,75.5,7304.0,,,,,,,111.0,10817.0,,,112.5,9250.0
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
