date,Boro-Fine_min_wholesale_price,Boro-Fine_max_wholesale_price,Boro-Fine_unit,Soybean Oil(loose)_min_wholesale_price,Soybean Oil(loose)_max_wholesale_price,Soybean Oil(loose)_unit,Green Chili (Local)_min_wholesale_price,Green Chili (Local)_max_wholesale_price,Green Chili (Local)_unit,Cow Milk (liquid)_min_wholesale_price,Cow Milk (liquid)_max_wholesale_price,Cow Milk (liquid)_unit,Egg Farm-Red_min_wholesale_price,Egg Farm-Red_max_wholesale_price,Egg Farm-Red_unit,Potato (Local) - Old_min_wholesale_price,Potato (Local) - Old_max_wholesale_price,Potato (Local) - Old_unit
2016-06-14,1820.0,1820.0,Quintal,7730.0,7730.0,100 Liters,2570.0,2570.0,Quintal,4400.0,4400.0,100 Liters,749.0,749.0,100 pieces,1800.0,1800.0,Quintal
2016-06-15,2040.0,2040.0,Quintal,7755.0,7755.0,100 Liters,2873.0,2873.0,Quintal,,,,743.0,743.0,100 pieces,1800.0,1800.0,Quintal
2016-06-16,2040.0,2040.0,Quintal,7591.0,7591.0,100 Liters,2788.0,2788.0,Quintal,4800.0,4800.0,100 Liters,723.0,723.0,100 pieces,1833.0,1833.0,Quintal
2016-06-19,1820.0,1820.0,Quintal,7808.0,7808.0,100 Liters,2408.0,2408.0,Quintal,4800.0,4800.0,100 Liters,733.0,733.0,100 pieces,1833.0,1833.0,Quintal
2016-06-20,1730.0,1730.0,Quintal,7668.0,7668.0,100 Liters,2142.0,2142.0,Quintal,4800.0,4800.0,100 Liters,715.0,715.0,100 pieces,1800.0,1800.0,Quintal
2016-06-21,1600.0,1600.0,Quintal,7688.0,7688.0,100 Liters,2044.0,2044.0,Quintal,4800.0,4800.0,100 Liters,762.0,762.0,100 pieces,1850.0,1850.0,Quintal
2016-06-22,,,,7450.0,7450.0,100 Liters,1800.0,1800.0,Quintal,,,,760.0,760.0,100 pieces,,,
2016-06-23,1575.0,1575.0,Quintal,7718.0,7718.0,100 Liters,1890.0,1890.0,Quintal,4800.0,4800.0,100 Liters,722.0,722.0,100 pieces,1833.0,1833.0,Quintal
2016-06-24,,,,7900.0,7900.0,100 Liters,3200.0,3200.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-06-26,1820.0,1820.0,Quintal,7869.0,7869.0,100 Liters,1972.0,1972.0,Quintal,4800.0,4800.0,100 Liters,733.0,733.0,100 pieces,1850.0,1850.0,Quintal
2016-06-27,1575.0,1575.0,Quintal,7675.0,7675.0,100 Liters,1867.0,1867.0,Quintal,4800.0,4800.0,100 Liters,701.0,701.0,100 pieces,1850.0,1850.0,Quintal
2016-06-28,1600.0,1600.0,Quintal,7793.0,7793.0,100 Liters,1800.0,1800.0,Quintal,4800.0,4800.0,100 Liters,703.0,703.0,100 pieces,1850.0,1850.0,Quintal
2016-06-29,1804.0,1804.0,Quintal,7765.0,7765.0,100 Liters,1760.0,1760.0,Quintal,4800.0,4800.0,100 Liters,687.0,687.0,100 pieces,1800.0,1800.0,Quintal
2016-06-30,1841.0,1841.0,Quintal,7665.0,7665.0,100 Liters,1765.0,1765.0,Quintal,4800.0,4800.0,100 Liters,699.0,699.0,100 pieces,1833.0,1833.0,Quintal
2016-07-10,1854.0,1854.0,Quintal,7723.0,7723.0,100 Liters,2268.0,2268.0,Quintal,,,,727.0,727.0,100 pieces,1800.0,1800.0,Quintal
2016-07-11,1675.0,1675.0,Quintal,7675.0,7675.0,100 Liters,2250.0,2250.0,Quintal,,,,706.0,706.0,100 pieces,1800.0,1800.0,Quintal
2016-07-12,1792.0,1792.0,Quintal,7780.0,7780.0,100 Liters,2560.0,2560.0,Quintal,4800.0,4800.0,100 Liters,723.0,723.0,100 pieces,1800.0,1800.0,Quintal
2016-07-13,1783.0,1783.0,Quintal,7653.0,7653.0,100 Liters,2511.0,2511.0,Quintal,4600.0,4600.0,100 Liters,719.0,719.0,100 pieces,1900.0,1900.0,Quintal
2016-07-14,1850.0,1850.0,Quintal,7675.0,7675.0,100 Liters,2750.0,2750.0,Quintal,4600.0,4600.0,100 Liters,735.0,735.0,100 pieces,2000.0,2000.0,Quintal
2016-07-16,1700.0,1700.0,Quintal,7647.0,7647.0,100 Liters,2956.0,2956.0,Quintal,4600.0,4600.0,100 Liters,734.0,734.0,100 pieces,,,
2016-07-17,1850.0,1850.0,Quintal,7743.0,7743.0,100 Liters,2809.0,2809.0,Quintal,4600.0,4600.0,100 Liters,742.0,742.0,100 pieces,2000.0,2000.0,Quintal
2016-07-18,1817.0,1817.0,Quintal,7554.0,7554.0,100 Liters,2686.0,2686.0,Quintal,,,,734.0,734.0,100 pieces,2000.0,2000.0,Quintal
2016-07-19,1875.0,1875.0,Quintal,7582.0,7582.0,100 Liters,3100.0,3100.0,Quintal,4600.0,4600.0,100 Liters,746.0,746.0,100 pieces,2000.0,2000.0,Quintal
2016-07-20,1833.0,1833.0,Quintal,7688.0,7688.0,100 Liters,3213.0,3213.0,Quintal,4600.0,4600.0,100 Liters,746.0,746.0,100 pieces,2000.0,2000.0,Quintal
2016-07-21,1833.0,1833.0,Quintal,7632.0,7632.0,100 Liters,3450.0,3450.0,Quintal,4600.0,4600.0,100 Liters,730.0,730.0,100 pieces,2000.0,2000.0,Quintal
2016-07-24,1875.0,1875.0,Quintal,7631.0,7631.0,100 Liters,3620.0,3620.0,Quintal,4600.0,4600.0,100 Liters,744.0,744.0,100 pieces,2000.0,2000.0,Quintal
2016-07-25,1875.0,1875.0,Quintal,7716.0,7716.0,100 Liters,4050.0,4050.0,Quintal,4600.0,4600.0,100 Liters,749.0,749.0,100 pieces,2000.0,2000.0,Quintal
2016-07-26,,,,7575.0,7575.0,100 Liters,5640.0,5640.0,Quintal,4600.0,4600.0,100 Liters,740.0,740.0,100 pieces,,,
2016-07-27,1875.0,1875.0,Quintal,7792.0,7792.0,100 Liters,5030.0,5030.0,Quintal,4600.0,4600.0,100 Liters,748.0,748.0,100 pieces,2000.0,2000.0,Quintal
2016-07-28,1875.0,1875.0,Quintal,7636.0,7636.0,100 Liters,5280.0,5280.0,Quintal,4600.0,4600.0,100 Liters,747.0,747.0,100 pieces,2000.0,2000.0,Quintal
2016-07-31,1875.0,1875.0,Quintal,7590.0,7590.0,100 Liters,5238.0,5238.0,Quintal,,,,753.0,753.0,100 pieces,2000.0,2000.0,Quintal
2016-08-01,2000.0,2000.0,Quintal,7810.0,7810.0,100 Liters,4760.0,4760.0,Quintal,4600.0,4600.0,100 Liters,733.0,733.0,100 pieces,2000.0,2000.0,Quintal
2016-08-02,2000.0,2000.0,Quintal,7610.0,7610.0,100 Liters,6140.0,6140.0,Quintal,4600.0,4600.0,100 Liters,760.0,760.0,100 pieces,2000.0,2000.0,Quintal
2016-08-03,,,,7733.0,7733.0,100 Liters,6333.0,6333.0,Quintal,4600.0,4600.0,100 Liters,763.0,763.0,100 pieces,,,
2016-08-04,2130.0,2130.0,Quintal,7842.0,7842.0,100 Liters,5217.0,5217.0,Quintal,4600.0,4600.0,100 Liters,760.0,760.0,100 pieces,2000.0,2000.0,Quintal
2016-08-07,1750.0,1750.0,Quintal,7630.0,7630.0,100 Liters,5400.0,5400.0,Quintal,4600.0,4600.0,100 Liters,760.0,760.0,100 pieces,1900.0,1900.0,Quintal
2016-08-08,1800.0,1800.0,Quintal,7675.0,7675.0,100 Liters,5675.0,5675.0,Quintal,4600.0,4600.0,100 Liters,725.0,725.0,100 pieces,1800.0,1800.0,Quintal
2016-08-09,1800.0,1800.0,Quintal,7940.0,7940.0,100 Liters,4700.0,4700.0,Quintal,4600.0,4600.0,100 Liters,766.0,766.0,100 pieces,1800.0,1800.0,Quintal
2016-08-10,1980.0,1980.0,Quintal,7710.0,7710.0,100 Liters,5100.0,5100.0,Quintal,4600.0,4600.0,100 Liters,775.0,775.0,100 pieces,1950.0,1950.0,Quintal
2016-08-11,2160.0,2160.0,Quintal,8063.0,8063.0,100 Liters,4575.0,4575.0,Quintal,4600.0,4600.0,100 Liters,765.0,765.0,100 pieces,2000.0,2000.0,Quintal
2016-08-14,,,,7700.0,7700.0,100 Liters,5400.0,5400.0,Quintal,4600.0,4600.0,100 Liters,760.0,760.0,100 pieces,,,
2016-08-16,,,,7750.0,7750.0,100 Liters,4600.0,4600.0,Quintal,4600.0,4600.0,100 Liters,760.0,760.0,100 pieces,,,
2016-08-18,,,,8200.0,8200.0,100 Liters,3667.0,3667.0,Quintal,4600.0,4600.0,100 Liters,753.0,753.0,100 pieces,,,
2016-08-21,,,,7800.0,7800.0,100 Liters,4800.0,4800.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-08-22,,,,8550.0,8550.0,100 Liters,3400.0,3400.0,Quintal,4600.0,4600.0,100 Liters,730.0,730.0,100 pieces,,,
2016-08-23,,,,8300.0,8300.0,100 Liters,5000.0,5000.0,Quintal,4600.0,4600.0,100 Liters,700.0,700.0,100 pieces,,,
2016-08-24,3000.0,3000.0,Quintal,11400.0,11400.0,100 Liters,7300.0,7300.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-09-05,,,,8100.0,8100.0,100 Liters,5600.0,5600.0,Quintal,,,,850.0,850.0,100 pieces,,,
2016-09-06,,,,8100.0,8100.0,100 Liters,5600.0,5600.0,Quintal,,,,850.0,850.0,100 pieces,,,
2016-09-07,,,,8100.0,8100.0,100 Liters,6300.0,6300.0,Quintal,,,,850.0,850.0,100 pieces,,,
2016-09-18,,,,8100.0,8100.0,100 Liters,18000.0,18000.0,Quintal,,,,850.0,850.0,100 pieces,,,
2016-09-21,,,,8750.0,8750.0,100 Liters,8000.0,8000.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-09-22,,,,8100.0,8100.0,100 Liters,11000.0,11000.0,Quintal,,,,850.0,850.0,100 pieces,,,
2016-09-24,,,,8425.0,8425.0,100 Liters,9500.0,9500.0,Quintal,,,,825.0,825.0,100 pieces,,,
2016-09-25,,,,8750.0,8750.0,100 Liters,8000.0,8000.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-09-26,,,,8425.0,8425.0,100 Liters,9500.0,9500.0,Quintal,,,,825.0,825.0,100 pieces,,,
2016-09-27,,,,8750.0,8750.0,100 Liters,8000.0,8000.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-09-28,,,,8100.0,8100.0,100 Liters,11000.0,11000.0,Quintal,,,,850.0,850.0,100 pieces,,,
2016-10-02,,,,8100.0,8100.0,100 Liters,11000.0,11000.0,Quintal,,,,850.0,850.0,100 pieces,,,
2016-10-04,,,,8425.0,8425.0,100 Liters,9750.0,9750.0,Quintal,,,,825.0,825.0,100 pieces,,,
2016-10-05,,,,8125.0,8125.0,100 Liters,8000.0,8000.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-10-06,,,,8125.0,8125.0,100 Liters,8000.0,8000.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-10-13,,,,8100.0,8100.0,100 Liters,9000.0,9000.0,Quintal,,,,825.0,825.0,100 pieces,,,
2016-10-16,,,,8113.0,8113.0,100 Liters,9000.0,9000.0,Quintal,,,,813.0,813.0,100 pieces,,,
2016-10-17,,,,8125.0,8125.0,100 Liters,8000.0,8000.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-10-18,,,,8100.0,8100.0,100 Liters,10000.0,10000.0,Quintal,,,,825.0,825.0,100 pieces,,,
2016-10-19,,,,8125.0,8125.0,100 Liters,8000.0,8000.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-10-20,,,,8113.0,8113.0,100 Liters,8500.0,8500.0,Quintal,,,,825.0,825.0,100 pieces,,,
2016-10-23,,,,8100.0,8100.0,100 Liters,9000.0,9000.0,Quintal,,,,850.0,850.0,100 pieces,,,
2016-10-24,,,,8125.0,8125.0,100 Liters,9000.0,9000.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-10-26,,,,8125.0,8125.0,100 Liters,9000.0,9000.0,Quintal,,,,800.0,800.0,100 pieces,,,
2016-10-30,,,,8100.0,8100.0,100 Liters,11000.0,11000.0,Quintal,,,,850.0,850.0,100 pieces,,,
2016-10-31,,,,8113.0,8113.0,100 Liters,10000.0,10000.0,Quintal,,,,825.0,825.0,100 pieces,,,
2016-11-01,,,,8650.0,8650.0,100 Liters,3900.0,3900.0,Quintal,,,,,,,3900.0,3900.0,Quintal
2016-11-02,,,,8400.0,8400.0,100 Liters,3900.0,3900.0,Quintal,,,,,,,,,
2016-11-03,,,,8400.0,8400.0,100 Liters,3900.0,3900.0,Quintal,,,,,,,3900.0,3900.0,Quintal
2016-11-04,,,,8900.0,8900.0,100 Liters,,,,,,,,,,,,
2016-11-10,,,,8900.0,8900.0,100 Liters,1100.0,1100.0,Quintal,,,,,,,,,
2016-11-17,,,,8400.0,8400.0,100 Liters,3900.0,3900.0,Quintal,,,,,,,3900.0,3900.0,Quintal
2016-11-19,,,,8400.0,8400.0,100 Liters,3900.0,3900.0,Quintal,,,,,,,3900.0,3900.0,Quintal
2016-11-20,,,,8900.0,8900.0,100 Liters,,,,,,,,,,,,
2016-11-21,,,,8900.0,8900.0,100 Liters,,,,,,,,,,,,
2016-11-22,,,,8400.0,8400.0,100 Liters,1100.0,1100.0,Quintal,,,,,,,,,
2016-11-23,,,,,,,3400.0,3400.0,Quintal,,,,,,,,,
2016-11-24,,,,8400.0,8400.0,100 Liters,3650.0,3650.0,Quintal,,,,,,,3900.0,3900.0,Quintal
2016-11-25,,,,,,,3650.0,3650.0,Quintal,,,,,,,2700.0,2700.0,Quintal
2016-11-26,,,,,,,2600.0,2600.0,Quintal,,,,,,,3000.0,3000.0,Quintal
2016-11-30,,,,13800.0,13800.0,100 Liters,6000.0,6000.0,Quintal,,,,750.0,750.0,100 pieces,,,
2016-12-18,,,,,,,2600.0,2600.0,Quintal,,,,,,,3000.0,3000.0,Quintal
2016-12-20,,,,,,,2600.0,2600.0,Quintal,,,,,,,3000.0,3000.0,Quintal
2016-12-25,1600.0,1600.0,Quintal,7150.0,7150.0,100 Liters,2400.0,2400.0,Quintal,,,,600.0,600.0,100 pieces,1900.0,1900.0,Quintal
2016-12-26,,,,8900.0,8900.0,100 Liters,1200.0,1200.0,Quintal,,,,,,,,,
2017-01-01,,,,7900.0,7900.0,100 Liters,3200.0,3200.0,Quintal,,,,550.0,550.0,100 pieces,,,
2017-02-20,,,,9367.0,9367.0,100 Liters,,,,,,,717.0,717.0,100 pieces,,,
2017-02-22,,,,8460.0,8460.0,100 Liters,,,,,,,695.0,695.0,100 pieces,,,
2017-02-23,,,,8474.0,8474.0,100 Liters,,,,,,,694.0,694.0,100 pieces,1200.0,1200.0,Quintal
2017-02-26,,,,8353.0,8353.0,100 Liters,,,,,,,673.0,673.0,100 pieces,,,
2017-02-27,,,,8461.0,8461.0,100 Liters,,,,,,,692.0,692.0,100 pieces,1200.0,1200.0,Quintal
2017-02-28,,,,8475.0,8475.0,100 Liters,,,,,,,692.0,692.0,100 pieces,1300.0,1300.0,Quintal
2017-03-01,,,,8326.0,8326.0,100 Liters,,,,,,,691.0,691.0,100 pieces,1300.0,1300.0,Quintal
2017-03-02,,,,8181.0,8181.0,100 Liters,,,,,,,694.0,694.0,100 pieces,1300.0,1300.0,Quintal
2017-03-05,,,,8051.0,8051.0,100 Liters,,,,,,,701.0,701.0,100 pieces,,,
2017-03-06,,,,8182.0,8182.0,100 Liters,,,,,,,692.0,692.0,100 pieces,1300.0,1300.0,Quintal
2017-03-07,,,,8225.0,8225.0,100 Liters,,,,,,,692.0,692.0,100 pieces,1200.0,1200.0,Quintal
2017-03-08,,,,8212.0,8212.0,100 Liters,,,,,,,692.0,692.0,100 pieces,1200.0,1200.0,Quintal
2017-03-09,,,,8231.0,8231.0,100 Liters,,,,,,,683.0,683.0,100 pieces,,,
2017-03-12,,,,8184.0,8184.0,100 Liters,,,,,,,693.0,693.0,100 pieces,,,
2017-03-13,,,,7951.0,7951.0,100 Liters,,,,,,,704.0,704.0,100 pieces,,,
2017-03-14,,,,8239.0,8239.0,100 Liters,,,,,,,698.0,698.0,100 pieces,1275.0,1275.0,Quintal
2017-03-15,,,,8061.0,8061.0,100 Liters,,,,,,,694.0,694.0,100 pieces,1275.0,1275.0,Quintal
2017-03-16,,,,7850.0,7850.0,100 Liters,,,,,,,680.0,680.0,100 pieces,,,
2017-03-19,,,,8075.0,8075.0,100 Liters,,,,,,,703.0,703.0,100 pieces,,,
2017-03-20,,,,8150.0,8150.0,100 Liters,,,,,,,690.0,690.0,100 pieces,,,
2017-03-21,,,,8257.0,8257.0,100 Liters,,,,,,,698.0,698.0,100 pieces,1275.0,1275.0,Quintal
2017-03-22,,,,8520.0,8520.0,100 Liters,,,,,,,703.0,703.0,100 pieces,,,
2017-03-23,,,,8525.0,8525.0,100 Liters,,,,,,,700.0,700.0,100 pieces,,,
2017-04-02,,,,10000.0,10000.0,100 Liters,2500.0,2500.0,Quintal,4500.0,4500.0,100 Liters,510.0,510.0,100 pieces,,,
2017-04-03,,,,7500.0,7500.0,100 Liters,5000.0,5000.0,Quintal,,,,650.0,650.0,100 pieces,1800.0,1800.0,Quintal
2017-04-05,,,,90.0,90.0,100 Liters,,,,,,,,,,,,
2017-04-12,,,,8000.0,8000.0,100 Liters,,,,,,,670.0,670.0,100 pieces,,,
2017-04-17,3485.0,3485.0,Quintal,7784.0,7784.0,100 Liters,10000.0,10000.0,Quintal,,,,620.0,620.0,100 pieces,2400.0,2400.0,Quintal
2017-04-18,,,,7800.0,7800.0,100 Liters,,,,,,,,,,1200.0,1200.0,Quintal
2017-04-19,,,,8900.0,8900.0,100 Liters,,,,,,,590.0,590.0,100 pieces,1200.0,1200.0,Quintal
2017-04-20,,,,8650.0,8650.0,100 Liters,,,,,,,650.0,650.0,100 pieces,1250.0,1250.0,Quintal
2017-04-23,,,,8950.0,8950.0,100 Liters,,,,,,,820.0,820.0,100 pieces,,,
2017-04-24,,,,8588.0,8588.0,100 Liters,,,,,,,688.0,688.0,100 pieces,,,
2017-04-25,,,,8550.0,8550.0,100 Liters,,,,,,,657.0,657.0,100 pieces,,,
2017-04-26,,,,8237.0,8237.0,100 Liters,,,,,,,667.0,667.0,100 pieces,1656.0,1656.0,Quintal
2017-04-27,,,,8201.0,8201.0,100 Liters,,,,,,,671.0,671.0,100 pieces,1457.0,1457.0,Quintal
2017-04-30,,,,8226.0,8226.0,100 Liters,,,,,,,668.0,668.0,100 pieces,1594.0,1594.0,Quintal
2017-05-01,,,,,,,,,,,,,,,,1800.0,1800.0,Quintal
2017-05-02,,,,8200.0,8200.0,100 Liters,,,,,,,673.0,673.0,100 pieces,1450.0,1450.0,Quintal
2017-05-03,,,,8250.0,8250.0,100 Liters,,,,,,,660.0,660.0,100 pieces,1300.0,1300.0,Quintal
2017-05-07,,,,,,,,,,,,,,,,1800.0,1800.0,Quintal
2017-05-08,,,,7600.0,7600.0,100 Liters,2400.0,2400.0,Quintal,,,,650.0,650.0,100 pieces,,,
2017-05-09,,,,7677.0,7677.0,100 Liters,6600.0,6600.0,Quintal,,,,645.0,645.0,100 pieces,,,
2017-05-10,,,,9317.0,9317.0,100 Liters,4750.0,4750.0,Quintal,,,,657.0,657.0,100 pieces,2500.0,2500.0,Quintal
2017-05-11,,,,7700.0,7700.0,100 Liters,2600.0,2600.0,Quintal,,,,820.0,820.0,100 pieces,2500.0,2500.0,Quintal
2017-05-14,,,,7335.0,7335.0,100 Liters,,,,,,,660.0,660.0,100 pieces,,,
2017-05-15,,,,7800.0,7800.0,100 Liters,5000.0,5000.0,Quintal,,,,667.0,667.0,100 pieces,1300.0,1300.0,Quintal
2017-05-16,,,,7568.0,7568.0,100 Liters,,,,,,,630.0,630.0,100 pieces,,,
2017-05-17,,,,8688.0,8688.0,100 Liters,2100.0,2100.0,Quintal,,,,618.0,618.0,100 pieces,1367.0,1367.0,Quintal
2017-05-18,,,,8738.0,8738.0,100 Liters,,,,,,,623.0,623.0,100 pieces,1100.0,1100.0,Quintal
2017-05-19,,,,10000.0,10000.0,100 Liters,3000.0,3000.0,Quintal,5500.0,5500.0,100 Liters,555.0,555.0,100 pieces,,,
2017-05-20,,,,8839.0,8839.0,100 Liters,4800.0,4800.0,Quintal,5500.0,5500.0,100 Liters,578.0,578.0,100 pieces,,,
2017-05-21,,,,8356.0,8356.0,100 Liters,,,,,,,626.0,626.0,100 pieces,1567.0,1567.0,Quintal
2017-05-22,,,,8178.0,8178.0,100 Liters,,,,,,,648.0,648.0,100 pieces,1604.0,1604.0,Quintal
2017-05-23,,,,8190.0,8190.0,100 Liters,,,,,,,646.0,646.0,100 pieces,1677.0,1677.0,Quintal
2017-05-24,,,,8140.0,8140.0,100 Liters,,,,,,,648.0,648.0,100 pieces,1695.0,1695.0,Quintal
2017-05-25,,,,8115.0,8115.0,100 Liters,5000.0,5000.0,Quintal,,,,648.0,648.0,100 pieces,1745.0,1745.0,Quintal
2017-05-28,,,,8118.0,8118.0,100 Liters,,,,,,,653.0,653.0,100 pieces,1691.0,1691.0,Quintal
2017-05-29,,,,8085.0,8085.0,100 Liters,1600.0,1600.0,Quintal,,,,652.0,652.0,100 pieces,1670.0,1670.0,Quintal
2017-05-30,,,,8200.0,8200.0,100 Liters,1600.0,1600.0,Quintal,,,,600.0,600.0,100 pieces,,,
2017-05-31,,,,8113.0,8113.0,100 Liters,2450.0,2450.0,Quintal,,,,623.0,623.0,100 pieces,1300.0,1300.0,Quintal
2017-06-01,,,,7881.0,7881.0,100 Liters,3219.0,3219.0,Quintal,5500.0,5500.0,100 Liters,693.0,693.0,100 pieces,1756.0,1756.0,Quintal
2017-06-02,,,,7976.0,7976.0,100 Liters,2867.0,2867.0,Quintal,,,,422.0,422.0,100 pieces,1500.0,1500.0,Quintal
2017-06-03,,,,8156.0,8156.0,100 Liters,4000.0,4000.0,Quintal,,,,650.0,650.0,100 pieces,,,
2017-06-04,,,,8173.0,8173.0,100 Liters,3466.0,3466.0,Quintal,5500.0,5500.0,100 Liters,665.0,665.0,100 pieces,1775.0,1775.0,Quintal
2017-06-05,,,,8152.0,8152.0,100 Liters,3135.0,3135.0,Quintal,5500.0,5500.0,100 Liters,657.0,657.0,100 pieces,1800.0,1800.0,Quintal
2017-06-06,,,,8129.0,8129.0,100 Liters,3240.0,3240.0,Quintal,5500.0,5500.0,100 Liters,672.0,672.0,100 pieces,1795.0,1795.0,Quintal
2017-06-07,,,,8147.0,8147.0,100 Liters,3095.0,3095.0,Quintal,4750.0,4750.0,100 Liters,650.0,650.0,100 pieces,1795.0,1795.0,Quintal
2017-06-08,,,,8130.0,8130.0,100 Liters,3086.0,3086.0,Quintal,5000.0,5000.0,100 Liters,783.0,783.0,100 pieces,1825.0,1825.0,Quintal
2017-06-09,,,,7701.0,7701.0,100 Liters,3100.0,3100.0,Quintal,,,,600.0,600.0,100 pieces,1750.0,1750.0,Quintal
2017-06-10,,,,8026.0,8026.0,100 Liters,3450.0,3450.0,Quintal,,,,1025.0,1025.0,100 pieces,1967.0,1967.0,Quintal
2017-06-11,,,,8147.0,8147.0,100 Liters,3218.0,3218.0,Quintal,5500.0,5500.0,100 Liters,672.0,672.0,100 pieces,1925.0,1925.0,Quintal
2017-06-12,,,,8113.0,8113.0,100 Liters,3226.0,3226.0,Quintal,5500.0,5500.0,100 Liters,614.0,614.0,100 pieces,3210.0,3210.0,Quintal
2017-06-13,,,,8115.0,8115.0,100 Liters,3537.0,3537.0,Quintal,5500.0,5500.0,100 Liters,606.0,606.0,100 pieces,3033.0,3033.0,Quintal
2017-06-14,2735.0,2735.0,Quintal,7962.0,7962.0,100 Liters,4225.0,4225.0,Quintal,5667.0,5667.0,100 Liters,648.0,648.0,100 pieces,3033.0,3033.0,Quintal
2017-06-15,,,,7954.0,7954.0,100 Liters,4400.0,4400.0,Quintal,5667.0,5667.0,100 Liters,608.0,608.0,100 pieces,3033.0,3033.0,Quintal
2017-06-16,,,,7691.0,7691.0,100 Liters,4175.0,4175.0,Quintal,,,,588.0,588.0,100 pieces,1767.0,1767.0,Quintal
2017-06-17,,,,7691.0,7691.0,100 Liters,4675.0,4675.0,Quintal,,,,588.0,588.0,100 pieces,1900.0,1900.0,Quintal
2017-06-18,,,,8100.0,8100.0,100 Liters,5150.0,5150.0,Quintal,5667.0,5667.0,100 Liters,608.0,608.0,100 pieces,2850.0,2850.0,Quintal
2017-06-19,3002.0,3002.0,Quintal,7924.0,7924.0,100 Liters,5313.0,5313.0,Quintal,5667.0,5667.0,100 Liters,750.0,750.0,100 pieces,2763.0,2763.0,Quintal
2017-06-20,3002.0,3002.0,Quintal,8085.0,8085.0,100 Liters,5769.0,5769.0,Quintal,5667.0,5667.0,100 Liters,752.0,752.0,100 pieces,2861.0,2861.0,Quintal
2017-06-21,2862.0,2862.0,Quintal,8066.0,8066.0,100 Liters,5939.0,5939.0,Quintal,5667.0,5667.0,100 Liters,754.0,754.0,100 pieces,2783.0,2783.0,Quintal
2017-06-22,2898.0,2898.0,Quintal,8106.0,8106.0,100 Liters,6024.0,6024.0,Quintal,5667.0,5667.0,100 Liters,635.0,635.0,100 pieces,2871.0,2871.0,Quintal
2017-06-23,2960.0,2960.0,Quintal,7600.0,7600.0,100 Liters,6000.0,6000.0,Quintal,,,,600.0,600.0,100 pieces,1800.0,1800.0,Quintal
2017-06-24,2960.0,2960.0,Quintal,7706.0,7706.0,100 Liters,5000.0,5000.0,Quintal,,,,640.0,640.0,100 pieces,1800.0,1800.0,Quintal
2017-06-25,2960.0,2960.0,Quintal,7700.0,7700.0,100 Liters,6200.0,6200.0,Quintal,,,,620.0,620.0,100 pieces,1900.0,1900.0,Quintal
2017-06-26,,,,7800.0,7800.0,100 Liters,6400.0,6400.0,Quintal,,,,,,,2000.0,2000.0,Quintal
2017-06-27,,,,7800.0,7800.0,100 Liters,6400.0,6400.0,Quintal,,,,,,,2000.0,2000.0,Quintal
2017-06-28,2770.0,2770.0,Quintal,8116.0,8116.0,100 Liters,8824.0,8824.0,Quintal,5667.0,5667.0,100 Liters,640.0,640.0,100 pieces,1919.0,1919.0,Quintal
2017-06-29,2861.0,2861.0,Quintal,8080.0,8080.0,100 Liters,9884.0,9884.0,Quintal,5667.0,5667.0,100 Liters,644.0,644.0,100 pieces,1920.0,1920.0,Quintal
2017-07-01,,,,7700.0,7700.0,100 Liters,8000.0,8000.0,Quintal,,,,650.0,650.0,100 pieces,2500.0,2500.0,Quintal
2017-07-02,2861.0,2861.0,Quintal,8085.0,8085.0,100 Liters,7800.0,7800.0,Quintal,5667.0,5667.0,100 Liters,645.0,645.0,100 pieces,1881.0,1881.0,Quintal
2017-07-03,2861.0,2861.0,Quintal,8081.0,8081.0,100 Liters,7578.0,7578.0,Quintal,5338.0,5338.0,100 Liters,643.0,643.0,100 pieces,1923.0,1923.0,Quintal
2017-07-04,2846.0,2846.0,Quintal,8065.0,8065.0,100 Liters,7622.0,7622.0,Quintal,5338.0,5338.0,100 Liters,656.0,656.0,100 pieces,1960.0,1960.0,Quintal
2017-07-05,2771.0,2771.0,Quintal,8087.0,8087.0,100 Liters,7482.0,7482.0,Quintal,5667.0,5667.0,100 Liters,667.0,667.0,100 pieces,2006.0,2006.0,Quintal
2017-07-06,2771.0,2771.0,Quintal,8100.0,8100.0,100 Liters,7344.0,7344.0,Quintal,5338.0,5338.0,100 Liters,667.0,667.0,100 pieces,1981.0,1981.0,Quintal
2017-07-07,,,,8400.0,8400.0,100 Liters,8500.0,8500.0,Quintal,,,,720.0,720.0,100 pieces,,,
2017-07-09,2771.0,2771.0,Quintal,8096.0,8096.0,100 Liters,6514.0,6514.0,Quintal,5338.0,5338.0,100 Liters,675.0,675.0,100 pieces,2036.0,2036.0,Quintal
