Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Local-Fine,Kilogram,30--31,Quintal,3165--3165, 20/02/2022
2,Foodgrains,Aman-Local-Medium,Kilogram,28--29,Quintal,2779--2779, 20/02/2022
3,Foodgrains,Aman-Local-Coarse,Kilogram,25--26,Quintal,2562--2562, 20/02/2022
4,Foodgrains,Aman-Pajam,Kilogram,,Quintal,3375--3375, 20/02/2022
5,Foodgrains,Aus-HYV-Medium,Kilogram,,Quintal,2650--2650, 20/02/2022
6,Foodgrains,Boro-Fine,Kilogram,34--34,Quintal,3676--3676, 20/02/2022
7,Foodgrains,Aman-HYV-Medium,Kilogram,28--29,Quintal,2785--2785, 20/02/2022
8,Foodgrains,Aman-HYV-Fine,Kilogram,,Quintal,4285--4285, 20/02/2022
9,Foodgrains,Boro-Medium,Kilogram,30--31,Quintal,3008--3008, 20/02/2022
10,Foodgrains,Boro Coarse,Kilogram,25--26,Quintal,2640--2640, 20/02/2022
11,Foodgrains,Aman-HYV-Coarse,Kilogram,27--28,Quintal,2575--2575, 20/02/2022
12,Foodgrains,Aman-Super-Fine,Kilogram,67--72,Quintal,7000--7000, 20/02/2022
13,Foodgrains,Aman-Fine,Kilogram,63--66,Quintal,6241--6241, 20/02/2022
14,Foodgrains,Aman-Medium,Kilogram,49--51,Quintal,4833--4833, 20/02/2022
15,Foodgrains,Aman-Coarse,Kilogram,43--45,Quintal,4185--4185, 20/02/2022
16,Foodgrains,Aman-Pajam,Kilogram,56--62,Quintal,5883--5883, 20/02/2022
17,Foodgrains,Boro-HYV-Fine,Kilogram,61--64,Quintal,6095--6095, 20/02/2022
18,Foodgrains,Boro-Pajam,Kilogram,62--65,Quintal,6200--6200, 20/02/2022
19,Foodgrains,Atap,Kilogram,41--43,Quintal,4000--4000, 20/02/2022
20,Foodgrains,Boro-HYV-Medium,Kilogram,51--54,Quintal,5044--5044, 20/02/2022
21,Foodgrains,Aman-HYV-Coarse,Kilogram,42--44,Quintal,4113--4113, 20/02/2022
22,Foodgrains,Aman-HYV-Fine,Kilogram,63--69,Quintal,6600--6600, 20/02/2022
23,Foodgrains,Boro-HYV-Coarse,Kilogram,43--45,Quintal,4215--4215, 20/02/2022
24,Foodgrains,Aman-HYV-Medium,Kilogram,47--50,Quintal,4670--4670, 20/02/2022
25,Foodgrains,Aus-HYV-Coarse,Kilogram,44--45,Quintal,4300--4300, 20/02/2022
26,Foodgrains,Boro-Local,Kilogram,43--46,Quintal,4300--4300, 20/02/2022
27,Foodgrains,Local-Red,Kilogram,29--31,Quintal,2875--2875, 20/02/2022
28,Foodgrains,Local-White,Kilogram,32--33,Quintal,3040--3040, 20/02/2022
29,Foodgrains,Imported-Red,Kilogram,34--35,Quintal,3300--3300, 20/02/2022
30,Foodgrains,Imported-White,Kilogram,32--34,Quintal,3075--3075, 20/02/2022
31,Foodgrains,Ata (loose) - white,Kilogram,33--35,Quintal,3163--3163, 20/02/2022
32,Foodgrains,Ata (packet),Kilogram,40--42,Quintal,3831--3831, 20/02/2022
33,Foodgrains,Ata (O. M. S.),Kilogram,17--18,Quintal,1700--1700, 20/02/2022
34,Foodgrains,Ata (loose) - red,Kilogram,35--36,Quintal,3433--3433, 20/02/2022
35,Foodgrains,Flour (loose),Kilogram,43--45,Quintal,4133--4133, 20/02/2022
36,Foodgrains,Flour-Suji,Kilogram,54--56,Quintal,5100--5100, 20/02/2022
37,Foodgrains,Flour (packet),Kilogram,51--53,Quintal,4874--4874, 20/02/2022
38,Foodgrains,Maize,Kilogram,29--30,Quintal,2717--2717, 20/02/2022
39,Foodgrains,Chinigura,Kilogram,90--97,Quintal,8914--8914, 20/02/2022
40,Foodgrains,Kalojira,Kilogram,86--92,Quintal,8527--8527, 20/02/2022
41,Foodgrains,Kataribhog,Kilogram,70--74,Quintal,6800--6800, 20/02/2022
42,Foodgrains,Muri,Kilogram,68--76,Quintal,6800--6800, 20/02/2022
43,Foodgrains,Chira,Kilogram,55--58,Quintal,5172--5172, 20/02/2022
44,Foodgrains,Aus-Coarse,Kilogram,42--44,Quintal,4200--4200, 20/02/2022
45,Foodgrains,Boro-Coarse,Kilogram,20--22,Quintal,2446--2446, 20/02/2022
46,Foodgrains,Rice-Boro-Medium,Kilogram,25--30,Quintal,2775--2775, 20/02/2022
47,Foodgrains,Rice-Boro-Fine,Kilogram,,Quintal,3625--3625, 20/02/2022
48,,Nut,Kilogram,120--125,Quintal,10500--10500, 20/02/2022
49,Dal,Small Mung (Local) - Superior quality,Kilogram,125--130,Quintal,12500--12500, 20/02/2022
50,Dal,Mash (whole),Kilogram,108--114,Quintal,10550--10550, 20/02/2022
51,Dal,Mash (broken),Kilogram,117--122,Quintal,11264--11264, 20/02/2022
52,Dal,Masur (whole) local,Kilogram,110--117,Quintal,10846--10846, 20/02/2022
53,Dal,Masur (broken) local,Kilogram,85--90,Quintal,8200--8200, 20/02/2022
54,Dal,Masur (Imported) Superior quality,Kilogram,103--108,Quintal,9987--9987, 20/02/2022
55,Dal,Masur (Imported) ordinary,Kilogram,93--97,Quintal,9046--9046, 20/02/2022
56,Dal,Mung (local),Kilogram,123--131,Quintal,11898--11898, 20/02/2022
57,Dal,Mung (imported),Kilogram,113--119,Quintal,10727--10727, 20/02/2022
58,Dal,Gram (whole),Kilogram,69--72,Quintal,6688--6688, 20/02/2022
59,Dal,Gram (broken),Kilogram,78--81,Quintal,7462--7462, 20/02/2022
60,Dal,Motar (Peas)-Imported,Kilogram,48--50,Quintal,4467--4467, 20/02/2022
61,Dal,Motar (Peas)-local,Kilogram,85--89,Quintal,8025--8025, 20/02/2022
62,Dal,Khesari,Kilogram,66--70,Quintal,6382--6382, 20/02/2022
63,Dal,Felon,Kilogram,90--95,Quintal,8500--8500, 20/02/2022
64,Oil Seed,Mustard,Kilogram,73--80,Quintal,7025--7025, 20/02/2022
65,Oil Seed,Ground Nut,Kilogram,93--105,Quintal,9000--9000, 20/02/2022
66,Oil,Mustard Oil (Local) - Superior quality,Liter,186--195,100 Liters,18200--18200, 20/02/2022
67,Oil,Mustard Oil (Local) - Ordinary,Liter,188--202,100 Liters,18220--18220, 20/02/2022
68,Oil,Soybean Oil(loose),Liter,158--160,100 Liters,17616--17616, 20/02/2022
69,Oil,Sunflower,Liter,240--250,100 Liters,, 20/02/2022
70,Oil,Palm Oil,Liter,143--145,100 Liters,13911--13911, 20/02/2022
71,Oil,Vegetable Ghee,Liter,160--164,100 Liters,15508--15508, 20/02/2022
72,Oil,Butter Oil,Liter,950--1000,100 Liters,, 20/02/2022
73,Oil,Coconut Oil (local),Liter,218--275,100 Liters,25000--25000, 20/02/2022
74,Oil,Coconut  Oil (Imported) - Superior Quality,Liter,490--550,100 Liters,36000--36000, 20/02/2022
75,Oil,Coconut Oil (Imported) - Ordinary,Liter,200--215,100 Liters,19000--19000, 20/02/2022
76,Oil Cake,Oil Cake - Mustard,Kilogram,42--44,Quintal,3975--3975, 20/02/2022
77,Spices,Black Pepper(Golmorich),10 gm,7--8,Kilogram,600--600, 20/02/2022
78,Spices,Clove(Lobonga),10 gm,12--13,Kilogram,1067--1067, 20/02/2022
79,Spices,Cinnamon(Daruchini),10 gm,5--6,Kilogram,380--380, 20/02/2022
80,Spices,Zain,10 gm,3--4,Kilogram,170--170, 20/02/2022
81,Spices,Cumin (Seed),10 gm,5--6,Kilogram,367--367, 20/02/2022
82,Spices,Black Cumin (Seed)(Kalozira),10 gm,4--5,Kilogram,310--310, 20/02/2022
83,Spices,Fenugreek(Methi),10 gm,3--4,Kilogram,110--110, 20/02/2022
