Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Local-Fine,Kilogram,14--14,Quintal,1475--1475, 05/04/2016
2,Foodgrains,Aman-Local-Medium,Kilogram,16--16,Quintal,1517--1517, 05/04/2016
3,Foodgrains,Aman-Local-Coarse,Kilogram,,Quintal,1425--1425, 05/04/2016
4,Foodgrains,Boro-Fine,Kilogram,,Quintal,2360--2360, 05/04/2016
5,Foodgrains,Aman-HYV-Medium,Kilogram,,Quintal,1565--1565, 05/04/2016
6,Foodgrains,Boro-Medium,Kilogram,,Quintal,1855--1855, 05/04/2016
7,Foodgrains,Aman-HYV-Coarse,Kilogram,,Quintal,1395--1395, 05/04/2016
8,Foodgrains,Boro-Local,Kilogram,,Quintal,1650--1650, 05/04/2016
9,Foodgrains,Aman-Fine,Kilogram,33--42,Quintal,, 05/04/2016
10,Foodgrains,Aman-Medium,Kilogram,31--34,Quintal,3280--3280, 05/04/2016
11,Foodgrains,Aman-Coarse,Kilogram,23--24,Quintal,2400--2400, 05/04/2016
12,Foodgrains,Aman-Pajam,Kilogram,42--44,Quintal,4233--4233, 05/04/2016
13,Foodgrains,Aus-HYV-Fine,Kilogram,,Quintal,4000--4000, 05/04/2016
14,Foodgrains,Boro-HYV-Fine,Kilogram,40--43,Quintal,4238--4238, 05/04/2016
15,Foodgrains,O. M. S.,Kilogram,15--15,Quintal,1350--1350, 05/04/2016
16,Foodgrains,Boro-HYV-Medium,Kilogram,33--36,Quintal,3350--3350, 05/04/2016
17,Foodgrains,Aman-HYV-Coarse,Kilogram,24--26,Quintal,2421--2421, 05/04/2016
18,Foodgrains,Aman-HYV-Fine,Kilogram,43--46,Quintal,4267--4267, 05/04/2016
19,Foodgrains,Boro-HYV-Coarse,Kilogram,25--29,Quintal,2749--2749, 05/04/2016
20,Foodgrains,Aman-HYV-Medium,Kilogram,32--34,Quintal,2973--2973, 05/04/2016
21,Foodgrains,Aus-HYV-Coarse,Kilogram,,Quintal,1840--1840, 05/04/2016
22,Foodgrains,Boro-Local,Kilogram,29--31,Quintal,2733--2733, 05/04/2016
23,Foodgrains,Local-White,Kilogram,19--21,Quintal,1850--1850, 05/04/2016
24,Foodgrains,Imported-White,Kilogram,,Quintal,1650--1650, 05/04/2016
25,Foodgrains,Ata (loose) - white,Kilogram,23--24,Quintal,2201--2201, 05/04/2016
26,Foodgrains,Ata (packet),Kilogram,31--33,Quintal,3003--3003, 05/04/2016
27,Foodgrains,Ata (O. M. S.),Kilogram,18--18,Quintal,1600--1600, 05/04/2016
28,Foodgrains,Ata (loose) - red,Kilogram,23--24,Quintal,2183--2183, 05/04/2016
29,Foodgrains,Flour (loose),Kilogram,32--34,Quintal,2951--2951, 05/04/2016
30,Foodgrains,Flour-Suji,Kilogram,42--44,Quintal,4544--4544, 05/04/2016
31,Foodgrains,Flour (packet),Kilogram,40--41,Quintal,3778--3778, 05/04/2016
32,Foodgrains,Maize,Kilogram,19--20,Quintal,1800--1800, 05/04/2016
33,Foodgrains,Chinigura,Kilogram,81--86,Quintal,7910--7910, 05/04/2016
34,Foodgrains,Kalojira,Kilogram,78--85,Quintal,7820--7820, 05/04/2016
35,Foodgrains,Kataribhog,Kilogram,55--59,Quintal,5940--5940, 05/04/2016
36,Foodgrains,Pajam,Kilogram,48--51,Quintal,3300--3300, 05/04/2016
37,Foodgrains,Muri,Kilogram,48--57,Quintal,5275--5275, 05/04/2016
38,Foodgrains,Chira,Kilogram,34--37,Quintal,3190--3190, 05/04/2016
39,Dal,Small Mung (Local) - Superior quality,Kilogram,95--101,Quintal,10300--10300, 05/04/2016
40,Dal,Small Mung (Local) - Ordinary,Kilogram,80--85,Quintal,7200--7200, 05/04/2016
41,Dal,Mash (broken),Kilogram,95--105,Quintal,9617--9617, 05/04/2016
42,Dal,Masur (whole) local,Kilogram,132--138,Quintal,13173--13173, 05/04/2016
43,Dal,Masur (broken) local,Kilogram,113--122,Quintal,10650--10650, 05/04/2016
44,Dal,Masur (Imported) Superior quality,Kilogram,123--126,Quintal,12062--12062, 05/04/2016
45,Dal,Masur (Imported) ordinary,Kilogram,99--105,Quintal,9800--9800, 05/04/2016
46,Dal,Mung (local),Kilogram,97--115,Quintal,9933--9933, 05/04/2016
47,Dal,Mung (imported),Kilogram,86--91,Quintal,7467--7467, 05/04/2016
48,Dal,Gram (whole),Kilogram,76--78,Quintal,6933--6933, 05/04/2016
49,Dal,Gram (broken),Kilogram,80--83,Quintal,7720--7720, 05/04/2016
50,Dal,Motar (Peas)-Imported,Kilogram,46--49,Quintal,3967--3967, 05/04/2016
51,Dal,Motar (Peas)-local,Kilogram,112--116,Quintal,9000--9000, 05/04/2016
52,Dal,Khesari,Kilogram,56--58,Quintal,4983--4983, 05/04/2016
53,Dal,Felon,Kilogram,44--46,Quintal,, 05/04/2016
54,Oil Seed,Mustard,Kilogram,42--46,Quintal,4033--4033, 05/04/2016
55,Oil Seed,Til(Sesame),Kilogram,110--120,Quintal,11000--11000, 05/04/2016
56,Oil Seed,Ground Nut,Kilogram,76--79,Quintal,7233--7233, 05/04/2016
57,Oil Seed,Soybean,Kilogram,82--84,Quintal,7600--7600, 05/04/2016
58,Oil,Mustard Oil (Local) - Superior quality,Liter,123--129,100 Liters,11433--11433, 05/04/2016
59,Oil,Mustard Oil (Local) - Ordinary,Liter,113--118,100 Liters,10683--10683, 05/04/2016
60,Oil,Soybean Oil(loose),Liter,80--82,100 Liters,7762--7762, 05/04/2016
61,Oil,Palm Oil,Liter,63--65,100 Liters,6287--6287, 05/04/2016
62,Oil,Vegetable Ghee,Liter,84--4541,100 Liters,8060--8060, 05/04/2016
63,Oil,Coconut Oil (local),Liter,230--243,100 Liters,22667--22667, 05/04/2016
64,Oil,Coconut  Oil (Imported) - Superior Quality,Liter,320--335,100 Liters,27667--27667, 05/04/2016
65,Oil Cake,Oil Cake - Mustard,Kilogram,33--34,Quintal,3275--3275, 05/04/2016
66,Oil Cake,Oil Cake - Til (Sesame),Kilogram,34--35,Quintal,3400--3400, 05/04/2016
67,Spices,Black Pepper(Golmorich),10 gm,12--13,Kilogram,1025--1025, 05/04/2016
68,Spices,Clove(Lobonga),10 gm,14--15,Kilogram,1300--1300, 05/04/2016
69,Spices,Cinnamon(Daruchini),10 gm,3--4,Kilogram,237--237, 05/04/2016
70,Spices,Zain,10 gm,3--4,Kilogram,210--210, 05/04/2016
71,Spices,Cumin (Seed),10 gm,4--5,Kilogram,340--340, 05/04/2016
72,Spices,Black Cumin (Seed)(Kalozira),10 gm,4--5,Kilogram,390--390, 05/04/2016
73,Spices,Fenugreek(Methi),10 gm,2--3,Kilogram,145--145, 05/04/2016
74,Spices,Dried Chili (Bogra/Rangpur) - Superior,Kilogram,155--170,Quintal,13000--13000, 05/04/2016
75,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Superior,Kilogram,160--173,Quintal,15600--15600, 05/04/2016
76,Spices,Dried Chili (Chittagong) - Superior,Kilogram,220--230,Quintal,20000--20000, 05/04/2016
77,Spices,Dried Chili (Battakandi) - Superior,Kilogram,200--220,Quintal,11800--11800, 05/04/2016
78,Spices,Dried Chili (Local) - Superior,Kilogram,130--150,Quintal,14000--14000, 05/04/2016
79,Spices,Turmeric (Local) - Round (Superior),Kilogram,170--180,Quintal,15000--15000, 05/04/2016
80,Spices,Turmeric (Local) - Long (Superior),Kilogram,154--163,Quintal,14800--14800, 05/04/2016
81,Spices,Turmeric (Imported),Kilogram,138--143,Quintal,12300--12300, 05/04/2016
82,Spices,Turmeric (Local) - Round (Ordinary),Kilogram,150--160,Quintal,14500--14500, 05/04/2016
83,Spices,Turmeric (Local) - Long (Ordinary),Kilogram,135--143,Quintal,13000--13000, 05/04/2016
84,Spices,Dried Chili (Bogra/Rangpur) - Ordinary,Kilogram,146--162,Quintal,13333--13333, 05/04/2016
85,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Ordinary,Kilogram,153--167,Quintal,13500--13500, 05/04/2016
86,Spices,Dried Chili (Battakandi) - Ordinary,Kilogram,125--125,Quintal,, 05/04/2016
87,Spices,Dried Chili (Imported) - Ordinary,Kilogram,180--187,Quintal,18150--18150, 05/04/2016
88,Spices,Dried Chili (Local) - Ordinary,Kilogram,125--155,Quintal,11000--11000, 05/04/2016
89,Spices,Khoayr (Catechu) - Superior Quality,10 gm,4--5,Kilogram,350--350, 05/04/2016
90,Spices,Coriander Seed (Old),Kilogram,80--900,Quintal,11000--11000, 05/04/2016
91,Spices,Coriander Seed (New),Kilogram,,Quintal,7500--7500, 05/04/2016
92,Spices,Onion (local),Kilogram,25--28,Quintal,2377--2377, 05/04/2016
93,Spices,Onion-imported,Kilogram,19--22,Quintal,1758--1758, 05/04/2016
94,Spices,Onion (New),Kilogram,20--28,Quintal,2350--2350, 05/04/2016
95,Spices,Garlic (local) - Big Size,Kilogram,62--72,Quintal,6356--6356, 05/04/2016
96,Spices,Garlic (Imported),Kilogram,182--189,Quintal,14700--14700, 05/04/2016
97,Spices,Green Chili (Local),Kilogram,35--43,Quintal,3150--3150, 05/04/2016
98,Spices,Ginger (local) - Old,Kilogram,75--85,Quintal,7350--7350, 05/04/2016
99,Spices,Ginger (local) - New,Kilogram,68--75,Quintal,5780--5780, 05/04/2016
100,Spices,Ginger (Imported),Kilogram,69--78,Quintal,6038--6038, 05/04/2016
101,Spices,Cardamom - Big,10 gm,22--24,Kilogram,2167--2167, 05/04/2016
102,Spices,Cardamom - Small,10 gm,13--16,Kilogram,4200--4200, 05/04/2016
103,Leather,Calf Leather (Medium) - Salt Mixed,1 piece,,100 pieces,120000--120000, 05/04/2016
104,Leather,Cow Leather (Heavy) - Salt Mixed,1 piece,,100 pieces,160000--160000, 05/04/2016
105,Leather,Cow Leather (Light) - Salt Mixed,1 piece,,100 pieces,50000--50000, 05/04/2016
106,Leather,Goat Leather,1 piece,150--200,100 pieces,12000--12000, 05/04/2016
107,Milk,Cow Milk (liquid),Liter,52--60,100 Liters,4400--4400, 05/04/2016
108,Milk,Ghee (local),Kilogram,700--800,Quintal,, 05/04/2016
109,Milk,Dano - Powdered Milk,2 Kg,1240--1250,12 Kg,7300--7300, 05/04/2016
110,Milk,Redcow - Powdered Milk,2 Kg,1340--1350,12 Kg,8100--8100, 05/04/2016
