Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Coarse,Kilogram,,Quintal,3250--3250, 07/06/2014
2,Foodgrains,Boro-HYV-Fine,Kilogram,45--48,Quintal,4463--4463, 07/06/2014
3,Foodgrains,Boro-HYV-Medium,Kilogram,36--39,Quintal,3638--3638, 07/06/2014
4,Foodgrains,Aman-HYV-Coarse,Kilogram,34--38,Quintal,3200--3200, 07/06/2014
5,Foodgrains,Boro-HYV-Coarse,Kilogram,30--32,Quintal,3050--3050, 07/06/2014
6,Foodgrains,Aman-HYV-Medium,Kilogram,37--38,Quintal,3600--3600, 07/06/2014
7,Foodgrains,Local-White,Kilogram,,Quintal,2250--2250, 07/06/2014
8,Foodgrains,Ata (loose) - white,Kilogram,28--29,Quintal,2710--2710, 07/06/2014
9,Foodgrains,Ata (packet),Kilogram,34--36,Quintal,3300--3300, 07/06/2014
10,Foodgrains,Ata (loose) - red,Kilogram,27--28,Quintal,2680--2680, 07/06/2014
11,Foodgrains,Flour (loose),Kilogram,36--42,Quintal,4000--4000, 07/06/2014
12,Foodgrains,Flour-Suji,Kilogram,,Quintal,5000--5000, 07/06/2014
13,Foodgrains,Flour (packet),Kilogram,44--45,Quintal,4425--4425, 07/06/2014
14,Foodgrains,Chinigura,Kilogram,80--82,Quintal,8500--8500, 07/06/2014
15,Foodgrains,Kalojira,Kilogram,90--95,Quintal,, 07/06/2014
16,Foodgrains,Muri,Kilogram,50--75,Quintal,6500--6500, 07/06/2014
17,Foodgrains,Chira,Kilogram,38--40,Quintal,3700--3700, 07/06/2014
18,Dal,Masur (whole) local,Kilogram,96--101,Quintal,9667--9667, 07/06/2014
19,Dal,Masur (Imported) Superior quality,Kilogram,88--97,Quintal,8650--8650, 07/06/2014
20,Dal,Masur (Imported) ordinary,Kilogram,79--88,Quintal,7550--7550, 07/06/2014
21,Dal,Mung (local),Kilogram,120--140,Quintal,12000--12000, 07/06/2014
22,Dal,Gram (broken),Kilogram,60--68,Quintal,6250--6250, 07/06/2014
23,Dal,Motar (Peas)-Imported,Kilogram,41--42,Quintal,4500--4500, 07/06/2014
24,Dal,Motar (Peas)-local,Kilogram,75--80,Quintal,7150--7150, 07/06/2014
25,Oil,Mustard Oil (Local) - Superior quality,Liter,110--115,100 Liters,10850--10850, 07/06/2014
26,Oil,Soybean Oil(loose),Liter,96--98,100 Liters,9313--9313, 07/06/2014
27,Oil,Palm Oil,Liter,80--82,100 Liters,7800--7800, 07/06/2014
28,Spices,Dried Chili (Bogra/Rangpur) - Superior,Kilogram,180--200,Quintal,17000--17000, 07/06/2014
29,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Superior,Kilogram,170--180,Quintal,13000--13000, 07/06/2014
30,Spices,Dried Chili (Local) - Superior,Kilogram,150--160,Quintal,14000--14000, 07/06/2014
31,Spices,Turmeric (Local) - Long (Superior),Kilogram,110--120,Quintal,10500--10500, 07/06/2014
32,Spices,Coriander Seed (New),Kilogram,,Quintal,8300--8300, 07/06/2014
33,Spices,Onion (local),Kilogram,30--32,Quintal,2838--2838, 07/06/2014
34,Spices,Onion-imported,Kilogram,26--27,Quintal,2375--2375, 07/06/2014
35,Spices,Garlic (local) - Big Size,Kilogram,63--76,Quintal,6375--6375, 07/06/2014
36,Spices,Garlic (Imported),Kilogram,78--83,Quintal,7550--7550, 07/06/2014
37,Spices,Green Chili (Local),Kilogram,38--46,Quintal,3225--3225, 07/06/2014
38,Spices,Ginger (local) - Old,Kilogram,200--220,Quintal,, 07/06/2014
39,Spices,Ginger (local) - New,Kilogram,220--240,Quintal,20000--20000, 07/06/2014
40,Spices,Ginger (Imported),Kilogram,193--210,Quintal,18000--18000, 07/06/2014
41,Milk,Milk Powder (bag),Kilogram,560--650,Quintal,, 07/06/2014
42,Milk,Cow Milk (liquid),Liter,50--55,100 Liters,, 07/06/2014
43,Poultry,Local Hen - Big (above 900 gm),Kilogram,340--350,Quintal,, 07/06/2014
44,Poultry,Local Hen - Medium (700-850 gm),Kilogram,320--340,Quintal,29500--29500, 07/06/2014
45,Poultry,Farm-raised Hen,Kilogram,150--155,Quintal,13625--13625, 07/06/2014
46,Meat,Beef,Kilogram,255--268,Quintal,24500--24500, 07/06/2014
47,Meat,Mutton (male),Kilogram,425--450,Quintal,40500--40500, 07/06/2014
48,Egg,Egg Hen-Local,4 Pieces,40--42,100 pieces,860--860, 07/06/2014
49,Egg,Egg Farm-Red,4 Pieces,29--31,100 pieces,664--664, 07/06/2014
50,Egg,Egg Farm-White,4 Pieces,28--30,100 pieces,660--660, 07/06/2014
51,Egg,Egg Duck-Local,4 Pieces,35--36,100 pieces,750--750, 07/06/2014
52,Fish,Ruhi (Local) - medium (2.50-4.50 kg),Kilogram,233--277,Quintal,21000--21000, 07/06/2014
53,Fish,Ruhi (Local) - small (1.50-2.00 kg),Kilogram,203--233,Quintal,18000--18000, 07/06/2014
54,Fish,Katla-Small (1.50-2.00 kg),Kilogram,220--250,Quintal,22000--22000, 07/06/2014
55,Fish,Pangash (small),Kilogram,103--113,Quintal,9333--9333, 07/06/2014
56,Fish,Pangash (big),Kilogram,128--143,Quintal,12500--12500, 07/06/2014
57,Fish,Hilsha,Kilogram,467--783,Quintal,50833--50833, 07/06/2014
58,Fish,Silver Carp,Kilogram,103--133,Quintal,12000--12000, 07/06/2014
59,Fish,Telapia/Nilotica,Kilogram,120--160,Quintal,14000--14000, 07/06/2014
60,Fruit,Green-Coconut,1 piece,,100 pieces,2500--2500, 07/06/2014
61,Fruit,Lychee,100 pieces,315--360,1000 Pieces,92033--92033, 07/06/2014
62,Fruit,Mango-Guti,Kilogram,55--60,Quintal,4500--4500, 07/06/2014
63,Fruit,Mango-Himsagar,Kilogram,73--78,Quintal,6567--6567, 07/06/2014
64,Fruit,Mango-Langra,Kilogram,72--76,Quintal,6533--6533, 07/06/2014
65,Fruit,Jackfruit-big (above 4 kg),1 piece,103--187,100 pieces,12667--12667, 07/06/2014
66,Fruit,Jackfruit-(small),1 piece,60--85,100 pieces,6750--6750, 07/06/2014
67,Fruit,Grapefruit,1 piece,3--5,100 pieces,, 07/06/2014
68,Fruit,Alachi Lemon,1 piece,,100 pieces,220--220, 07/06/2014
69,Fruit,Banana-Sabri (high quality),4 Pieces,25--30,80 Pieces,495--495, 07/06/2014
70,Fruit,Banana-Sabri (ordinary),4 Pieces,24--28,80 Pieces,400--400, 07/06/2014
71,Fruit,Banana-Sagar (high quality),4 Pieces,22--24,80 Pieces,320--320, 07/06/2014
72,Fruit,Banana-Sagar (ordinary),4 Pieces,17--19,80 Pieces,250--250, 07/06/2014
73,Vegetable,Potato (Holland) - White (Old),Kilogram,21--23,Quintal,1850--1850, 07/06/2014
74,Vegetable,Potato (Holland) - White (New),Kilogram,16--18,Quintal,1425--1425, 07/06/2014
75,Vegetable,Potato (Holland) - Red (New),Kilogram,19--20,Quintal,1550--1550, 07/06/2014
76,Vegetable,Brinjal - Superior Quality,Kilogram,36--41,Quintal,3100--3100, 07/06/2014
77,Vegetable,Brinjal - Ordinary Quality,Kilogram,27--29,Quintal,2417--2417, 07/06/2014
78,Vegetable,Patal (Pointed Gourd),Kilogram,22--25,Quintal,2213--2213, 07/06/2014
79,Vegetable,Chalcumra (Water Gourd),1 piece,16--18,100 pieces,1000--1000, 07/06/2014
80,Vegetable,Pumpkin (Sweet Gourd),Kilogram,15--18,Quintal,1100--1100, 07/06/2014
81,Vegetable,Uchehhe (Bitter Gourd),1 KG,34--38,Quintal,2925--2925, 07/06/2014
82,Vegetable,Karalla (Bitter Gourd),Kilogram,37--40,Quintal,3450--3450, 07/06/2014
83,Vegetable,Jhinga (Tasle Gourd),Kilogram,27--33,Quintal,2250--2250, 07/06/2014
84,Vegetable,Green Papaya,Kilogram,23--25,Quintal,2033--2033, 07/06/2014
85,Vegetable,Kakroll,Kilogram,35--40,Quintal,3000--3000, 07/06/2014
86,Vegetable,Lady`s Finger (Okra),Kilogram,18--22,Quintal,1600--1600, 07/06/2014
87,Vegetable,Chichinga (Snakegourd),Kilogram,20--27,Quintal,2067--2067, 07/06/2014
88,Vegetable,Dhundol,Kilogram,15--16,Quintal,, 07/06/2014
89,Vegetable,Danta,Kilogram,12--14,Quintal,1000--1000, 07/06/2014
90,Vegetable,Green Banana,1 piece,20--24,100 pieces,1400--1400, 07/06/2014
91,Vegetable,Cucumber-big,Kilogram,20--25,Quintal,, 07/06/2014
92,Vegetable,Cucumber-small,Kilogram,24--27,Quintal,2050--2050, 07/06/2014
93,Vegetable,Barbati (Yardlong bean),Kilogram,31--34,Quintal,2767--2767, 07/06/2014
94,Vegetable,Red Spinach,Kilogram,16--20,Quintal,, 07/06/2014
95,Vegetable,Malabar Spinach (Puisak),Kilogram,10--12,Quintal,800--800, 07/06/2014
96,Others,Firewood - Mango,Kilogram,,Quintal,520--520, 07/06/2014
97,Others,Sugar (Imported),Kilogram,45--46,Quintal,4223--4223, 07/06/2014
98,Others,Sugar (Local),Kilogram,47--48,Quintal,4247--4247, 07/06/2014
99,Others,Iodized Salt (Packed),Kilogram,17--26,Quintal,2188--2188, 07/06/2014
100,Others,Akher Gur (red sugar),Kilogram,53--58,Quintal,4550--4550, 07/06/2014
