Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Boro-Medium,Kilogram,,Quintal,2525--2525, 15/03/2014
2,Foodgrains,Boro Coarse,Kilogram,,Quintal,2050--2050, 15/03/2014
3,Foodgrains,Aman-Coarse,Kilogram,,Quintal,3300--3300, 15/03/2014
4,Foodgrains,Boro-HYV-Fine,Kilogram,49--50,Quintal,4800--4800, 15/03/2014
5,Foodgrains,Boro-HYV-Medium,Kilogram,39--40,Quintal,3800--3800, 15/03/2014
6,Foodgrains,Boro-HYV-Coarse,Kilogram,34--35,Quintal,3300--3300, 15/03/2014
7,Foodgrains,Local-White,Kilogram,27--28,Quintal,2600--2600, 15/03/2014
8,Foodgrains,Ata (loose) - white,Kilogram,32--33,Quintal,, 15/03/2014
9,Foodgrains,Flour (packet),Kilogram,43--44,Quintal,, 15/03/2014
10,Foodgrains,Maize,Kilogram,,Quintal,2000--2000, 15/03/2014
11,Foodgrains,Chinigura,Kilogram,80--85,Quintal,7500--7500, 15/03/2014
12,Foodgrains,Kalojira,Kilogram,55--60,Quintal,5400--5400, 15/03/2014
13,Foodgrains,Muri,Kilogram,50--55,Quintal,, 15/03/2014
14,Foodgrains,Chira,Kilogram,38--40,Quintal,, 15/03/2014
15,Dal,Masur (whole) local,Kilogram,80--82,Quintal,, 15/03/2014
16,Dal,Masur (Imported) ordinary,Kilogram,80--85,Quintal,, 15/03/2014
17,Dal,Gram (whole),Kilogram,60--62,Quintal,, 15/03/2014
18,Oil Seed,Mustard,Kilogram,,Quintal,3625--3625, 15/03/2014
19,Oil,Mustard Oil (Local) - Superior quality,Liter,,100 Liters,14600--14600, 15/03/2014
20,Oil,Mustard Oil (Local) - Ordinary,Liter,,100 Liters,13500--13500, 15/03/2014
21,Oil,Soybean Oil(loose),Liter,98--100,100 Liters,9600--9600, 15/03/2014
22,Spices,Cinnamon(Daruchini),10 gm,3--4,Kilogram,, 15/03/2014
23,Spices,Cumin (Seed),10 gm,5--5,Kilogram,, 15/03/2014
24,Spices,Black Cumin (Seed)(Kalozira),10 gm,3--3,Kilogram,, 15/03/2014
25,Spices,Dried Chili (Bogra/Rangpur) - Superior,Kilogram,,Quintal,19600--19600, 15/03/2014
26,Spices,Dried Chili (Chittagong) - Superior,Kilogram,200--220,Quintal,, 15/03/2014
27,Spices,Turmeric (Local) - Round (Superior),Kilogram,110--120,Quintal,, 15/03/2014
