Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Boro-Medium,Kilogram,,Quintal,2900--2900, 04/05/2023
2,Foodgrains,Boro-Local,Kilogram,,Quintal,2800--2800, 04/05/2023
3,Foodgrains,Aman-Fine,Kilogram,72--75,Quintal,6900--6900, 04/05/2023
4,Foodgrains,Aman-Medium,Kilogram,52--54,Quintal,4800--4800, 04/05/2023
5,Foodgrains,Aman-Coarse,Kilogram,48--50,Quintal,4500--4500, 04/05/2023
6,Foodgrains,Ata (loose) - white,Kilogram,58--60,Quintal,5600--5600, 04/05/2023
7,Foodgrains,Ata (packet),Kilogram,64--65,Quintal,6300--6300, 04/05/2023
8,Foodgrains,Flour (loose),Kilogram,62--64,Quintal,6200--6200, 04/05/2023
9,Foodgrains,Flour (packet),Kilogram,75--76,Quintal,7200--7200, 04/05/2023
10,Foodgrains,Chinigura,Kilogram,115--130,Quintal,9900--9900, 04/05/2023
11,Foodgrains,Kataribhog,Kilogram,100--110,Quintal,9500--9500, 04/05/2023
12,Foodgrains,Muri,Kilogram,70--75,Quintal,6500--6500, 04/05/2023
13,Dal,Masur (whole) local,Kilogram,145--150,Quintal,12500--12500, 04/05/2023
14,Dal,Masur (Imported) Superior quality,Kilogram,98--100,Quintal,9300--9300, 04/05/2023
15,Dal,Mung (local),Kilogram,120--125,Quintal,10600--10600, 04/05/2023
16,Dal,Mung (imported),Kilogram,100--105,Quintal,9200--9200, 04/05/2023
17,Dal,Felon,Kilogram,75--80,Quintal,6700--6700, 04/05/2023
18,Oil,Soybean Oil(loose),Liter,172--175,100 Liters,16700--16700, 04/05/2023
19,Oil,Palm Oil,Liter,128--130,100 Liters,12400--12400, 04/05/2023
20,Spices,Dried Chili (Barisal/Raypur/Chandpur) - Superior,Kilogram,350--400,Quintal,35000--35000, 04/05/2023
21,Spices,Onion (local),Kilogram,48--50,Quintal,4600--4600, 04/05/2023
22,Spices,Onion-imported,Kilogram,50--52,Quintal,4600--4600, 04/05/2023
23,Spices,Garlic (local) - Big Size,Kilogram,110--115,Quintal,10500--10500, 04/05/2023
24,Spices,Garlic (Imported),Kilogram,120--122,Quintal,11000--11000, 04/05/2023
25,Spices,Green Chili (Local),Kilogram,80--90,Quintal,6200--6200, 04/05/2023
26,Spices,Ginger (local) - Old,Kilogram,160--162,Quintal,14500--14500, 04/05/2023
27,Poultry,Local Hen - Medium (700-850 gm),Kilogram,450--500,Quintal,40000--40000, 04/05/2023
28,Meat,Broiler Farm,Kilogram,240--250,Quintal,19000--19000, 04/05/2023
29,Egg,Egg Farm-Red,4 Pieces,48--50,100 pieces,1140--1140, 04/05/2023
30,Fish,Ruhi (Local) - small (1.50-2.00 kg),Kilogram,300--320,Quintal,28000--28000, 04/05/2023
31,Fish,Katla (Local),Kilogram,350--400,Quintal,37000--37000, 04/05/2023
32,Fish,Katla-Imported,Kilogram,270--320,Quintal,25000--25000, 04/05/2023
33,Fish,Pangash (big),Kilogram,180--200,Quintal,14500--14500, 04/05/2023
34,Fish,Telapia/Nilotica,Kilogram,200--220,Quintal,16000--16000, 04/05/2023
35,Vegetable,Potato (Holland) - White (Old),Kilogram,32--35,Quintal,3000--3000, 04/05/2023
36,Vegetable,Brinjal - Superior Quality,Kilogram,50--60,Quintal,4200--4200, 04/05/2023
37,Vegetable,Pumpkin (Sweet Gourd),Kilogram,30--35,Quintal,2700--2700, 04/05/2023
38,Vegetable,Karalla (Bitter Gourd),Kilogram,60--70,Quintal,5200--5200, 04/05/2023
39,Vegetable,Green Papaya,Kilogram,55--60,Quintal,4200--4200, 04/05/2023
40,Vegetable,Kakroll,Kilogram,80--82,Quintal,6500--6500, 04/05/2023
41,Vegetable,Lady`s Finger (Okra),Kilogram,50--60,Quintal,4200--4200, 04/05/2023
42,Vegetable,Chichinga (Snakegourd),Kilogram,50--52,Quintal,4200--4200, 04/05/2023
43,Vegetable,Dhundol,Kilogram,60--62,Quintal,5200--5200, 04/05/2023
44,Vegetable,Carrot,Kilogram,90--100,Quintal,8500--8500, 04/05/2023
45,Vegetable,Kochur Loti (Aroid succer),Kilogram,70--80,Quintal,5200--5200, 04/05/2023
46,Vegetable,Cucumber-small,Kilogram,80--90,Quintal,7200--7200, 04/05/2023
47,Vegetable,Barbati (Yardlong bean),Kilogram,58--60,Quintal,4500--4500, 04/05/2023
48,Vegetable,Tomato,Kilogram,40--50,Quintal,3200--3200, 04/05/2023
49,Others,Sugar (Imported),Kilogram,135--140,Quintal,12200--12200, 04/05/2023
