Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Boro-Fine,Kilogram,,Quintal,2069--2069, 15/07/2014
2,Foodgrains,Boro-Medium,Kilogram,,Quintal,1960--1960, 15/07/2014
3,Foodgrains,Boro Coarse,Kilogram,,Quintal,1780--1780, 15/07/2014
4,Foodgrains,Boro-Local,Kilogram,,Quintal,1650--1650, 15/07/2014
5,Foodgrains,Aman-Fine,Kilogram,45--46,Quintal,4350--4350, 15/07/2014
6,Foodgrains,Aman-Medium,Kilogram,38--40,Quintal,3713--3713, 15/07/2014
7,Foodgrains,Aman-Coarse,Kilogram,33--35,Quintal,3343--3343, 15/07/2014
8,Foodgrains,Aman-Pajam,Kilogram,44--46,Quintal,4267--4267, 15/07/2014
9,Foodgrains,Boro-HYV-Fine,Kilogram,44--47,Quintal,4352--4352, 15/07/2014
10,Foodgrains,Boro-Pajam,Kilogram,46--53,Quintal,5050--5050, 15/07/2014
11,Foodgrains,Atap,Kilogram,33--37,Quintal,3317--3317, 15/07/2014
12,Foodgrains,O. M. S.,Kilogram,24--24,Quintal,, 15/07/2014
13,Foodgrains,Boro-HYV-Medium,Kilogram,36--39,Quintal,3630--3630, 15/07/2014
14,Foodgrains,Aman-HYV-Coarse,Kilogram,33--36,Quintal,3112--3112, 15/07/2014
15,Foodgrains,Aman-HYV-Fine,Kilogram,46--49,Quintal,4517--4517, 15/07/2014
16,Foodgrains,Boro-HYV-Coarse,Kilogram,32--33,Quintal,3128--3128, 15/07/2014
17,Foodgrains,Aman-HYV-Medium,Kilogram,38--40,Quintal,3640--3640, 15/07/2014
18,Foodgrains,Aus-HYV-Coarse,Kilogram,33--36,Quintal,3400--3400, 15/07/2014
19,Foodgrains,Boro-Local,Kilogram,32--33,Quintal,3038--3038, 15/07/2014
20,Foodgrains,Local-White,Kilogram,24--25,Quintal,2313--2313, 15/07/2014
21,Foodgrains,Ata (loose) - white,Kilogram,29--30,Quintal,2738--2738, 15/07/2014
22,Foodgrains,Ata (packet),Kilogram,35--37,Quintal,3430--3430, 15/07/2014
23,Foodgrains,Ata (O. M. S.),Kilogram,22--22,Quintal,, 15/07/2014
24,Foodgrains,Ata (loose) - red,Kilogram,27--28,Quintal,2529--2529, 15/07/2014
25,Foodgrains,Flour (loose),Kilogram,36--39,Quintal,3656--3656, 15/07/2014
26,Foodgrains,Flour-Suji,Kilogram,43--47,Quintal,4289--4289, 15/07/2014
27,Foodgrains,Flour (packet),Kilogram,43--45,Quintal,4276--4276, 15/07/2014
28,Foodgrains,Maize,Kilogram,29--30,Quintal,1544--1544, 15/07/2014
29,Foodgrains,Chinigura,Kilogram,81--87,Quintal,7767--7767, 15/07/2014
30,Foodgrains,Kalojira,Kilogram,74--79,Quintal,6867--6867, 15/07/2014
31,Foodgrains,Kataribhog,Kilogram,61--63,Quintal,5800--5800, 15/07/2014
32,Foodgrains,Pajam,Kilogram,47--48,Quintal,4450--4450, 15/07/2014
33,Foodgrains,Muri,Kilogram,54--64,Quintal,5785--5785, 15/07/2014
34,Foodgrains,Chira,Kilogram,39--44,Quintal,3791--3791, 15/07/2014
35,Dal,Small Mung (Local) - Superior quality,Kilogram,,Quintal,13600--13600, 15/07/2014
