Serial Number,Product Group,Product Name and Description,Unit Retail,Retail Price (Tk) Lowest Price - Highest Price,Unit Wholesale,Wholesale Price (Tk) Lowest Price - Highest Price,Price Date
1,Foodgrains,Aman-Aromatic (polao),Kilogram,,Quintal,6300--6300, 24/04/2023
2,Foodgrains,Aman-Local-Fine,Kilogram,36--37,Quintal,3588--3588, 24/04/2023
3,Foodgrains,Aman-Local-Medium,Kilogram,32--33,Quintal,3231--3231, 24/04/2023
4,Foodgrains,Aman-Local-Coarse,Kilogram,30--31,Quintal,2982--2982, 24/04/2023
5,Foodgrains,Aman-Pajam,Kilogram,,Quintal,3050--3050, 24/04/2023
6,Foodgrains,Aus-HYV-Medium,Kilogram,20--24,Quintal,2000--2000, 24/04/2023
7,Foodgrains,Boro-Fine,Kilogram,33--33,Quintal,3506--3506, 24/04/2023
8,Foodgrains,Aman-HYV-Medium,Kilogram,34--35,Quintal,3226--3226, 24/04/2023
9,Foodgrains,Aman-HYV-Fine,Kilogram,34--35,Quintal,3250--3250, 24/04/2023
10,Foodgrains,Boro-Medium,Kilogram,33--35,Quintal,3195--3195, 24/04/2023
11,Foodgrains,Boro Coarse,Kilogram,,Quintal,2892--2892, 24/04/2023
12,Foodgrains,Aman-HYV-Coarse,Kilogram,28--29,Quintal,2933--2933, 24/04/2023
13,Foodgrains,Boro-Local,Kilogram,,Quintal,2800--2800, 24/04/2023
14,Foodgrains,Aman-Super-Fine,Kilogram,80--84,Quintal,8200--8200, 24/04/2023
15,Foodgrains,Aman-Fine,Kilogram,70--75,Quintal,7087--7087, 24/04/2023
16,Foodgrains,Aman-Medium,Kilogram,53--57,Quintal,5325--5325, 24/04/2023
17,Foodgrains,Aman-Coarse,Kilogram,46--48,Quintal,4519--4519, 24/04/2023
18,Foodgrains,Aman-Pajam,Kilogram,57--62,Quintal,5800--5800, 24/04/2023
19,Foodgrains,Boro-HYV-Fine,Kilogram,69--73,Quintal,6941--6941, 24/04/2023
20,Foodgrains,Atap,Kilogram,45--46,Quintal,4300--4300, 24/04/2023
21,Foodgrains,Boro-HYV-Medium,Kilogram,56--60,Quintal,5666--5666, 24/04/2023
22,Foodgrains,Aman-HYV-Coarse,Kilogram,45--47,Quintal,4457--4457, 24/04/2023
23,Foodgrains,Aman-HYV-Fine,Kilogram,75--78,Quintal,7250--7250, 24/04/2023
24,Foodgrains,Boro-HYV-Coarse,Kilogram,46--48,Quintal,4538--4538, 24/04/2023
25,Foodgrains,Aman-HYV-Medium,Kilogram,54--58,Quintal,5418--5418, 24/04/2023
26,Foodgrains,Boro-Local,Kilogram,48--49,Quintal,4550--4550, 24/04/2023
27,Foodgrains,Local-Red,Kilogram,47--48,Quintal,4475--4475, 24/04/2023
28,Foodgrains,Local-White,Kilogram,51--53,Quintal,4970--4970, 24/04/2023
29,Foodgrains,Imported-Red,Kilogram,54--55,Quintal,5200--5200, 24/04/2023
30,Foodgrains,Imported-White,Kilogram,52--53,Quintal,5100--5100, 24/04/2023
31,Foodgrains,Ata (loose) - white,Kilogram,56--58,Quintal,5413--5413, 24/04/2023
32,Foodgrains,Ata (packet),Kilogram,65--67,Quintal,6318--6318, 24/04/2023
33,Foodgrains,Ata (loose) - red,Kilogram,56--57,Quintal,5400--5400, 24/04/2023
34,Foodgrains,Flour (loose),Kilogram,63--65,Quintal,6064--6064, 24/04/2023
35,Foodgrains,Flour-Suji,Kilogram,65--70,Quintal,6200--6200, 24/04/2023
36,Foodgrains,Flour (packet),Kilogram,74--77,Quintal,7219--7219, 24/04/2023
37,Foodgrains,Maize,Kilogram,40--42,Quintal,3008--3008, 24/04/2023
38,Foodgrains,Chinigura,Kilogram,127--136,Quintal,12520--12520, 24/04/2023
39,Foodgrains,Kalojira,Kilogram,115--121,Quintal,11189--11189, 24/04/2023
40,Foodgrains,Kataribhog,Kilogram,92--97,Quintal,8983--8983, 24/04/2023
41,Foodgrains,Muri,Kilogram,72--86,Quintal,7579--7579, 24/04/2023
42,Foodgrains,Chira,Kilogram,58--63,Quintal,5618--5618, 24/04/2023
43,Foodgrains,Aus-Coarse,Kilogram,47--48,Quintal,4800--4800, 24/04/2023
44,Foodgrains,Boro-Coarse,Kilogram,27--28,Quintal,2664--2664, 24/04/2023
45,Foodgrains,Rice-Boro-Medium,Kilogram,21--23,Quintal,2750--2750, 24/04/2023
46,Foodgrains,Rice-Boro-Fine,Kilogram,,Quintal,4000--4000, 24/04/2023
47,Dal,Mash (whole),Kilogram,149--157,Quintal,14800--14800, 24/04/2023
48,Dal,Mash (broken),Kilogram,140--146,Quintal,13510--13510, 24/04/2023
49,Dal,Masur (whole) local,Kilogram,128--135,Quintal,12651--12651, 24/04/2023
50,Dal,Masur (broken) local,Kilogram,101--105,Quintal,9627--9627, 24/04/2023
51,Dal,Masur (Imported) Superior quality,Kilogram,111--119,Quintal,11105--11105, 24/04/2023
52,Dal,Masur (Imported) ordinary,Kilogram,96--102,Quintal,9418--9418, 24/04/2023
53,Dal,Mung (local),Kilogram,118--129,Quintal,11950--11950, 24/04/2023
54,Dal,Mung (imported),Kilogram,106--115,Quintal,10407--10407, 24/04/2023
55,Dal,Gram (whole),Kilogram,84--89,Quintal,8232--8232, 24/04/2023
56,Dal,Gram (broken),Kilogram,89--92,Quintal,8594--8594, 24/04/2023
57,Dal,Motar (Peas)-Imported,Kilogram,66--68,Quintal,6335--6335, 24/04/2023
58,Dal,Motar (Peas)-local,Kilogram,92--100,Quintal,9300--9300, 24/04/2023
