date,buffalo calf leather_avg_retail_price,buffalo calf leather_avg_wholesale_price,buffalo leather (heavy)_avg_retail_price,buffalo leather (heavy)_avg_wholesale_price,buffalo leather (light)_avg_retail_price,buffalo leather (light)_avg_wholesale_price,buffalo leather (medium)_avg_retail_price,buffalo leather (medium)_avg_wholesale_price,buffalo leather (ripped)_avg_retail_price,buffalo leather (ripped)_avg_wholesale_price,calf leather (medium) - salt mixed_avg_retail_price,calf leather (medium) - salt mixed_avg_wholesale_price,calf leather - salt mixed_avg_retail_price,calf leather - salt mixed_avg_wholesale_price,cow leather (heavy) - salt mixed_avg_retail_price,cow leather (heavy) - salt mixed_avg_wholesale_price,cow leather (light) - salt mixed_avg_retail_price,cow leather (light) - salt mixed_avg_wholesale_price,cow leather (ripped) - salt mixed_avg_retail_price,cow leather (ripped) - salt mixed_avg_wholesale_price,goat leather_avg_retail_price,goat leather_avg_wholesale_price,ram leather_sheep leather_avg_retail_price,ram leather_sheep leather_avg_wholesale_price
2016-02-08,,,,,,,,800.0,,,,120000.0,,,,160000.0,,50000.0,,,127.5,12000.0,,
2016-02-09,,,,,,,,,,,,120000.0,,,,160000.0,,50000.0,,,80.0,10000.0,,
2016-02-10,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-02-11,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,12000.0,45.0,
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-13,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-14,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,12000.0,45.0,
2016-02-15,,,,,,,,,,,,,,,,,,,,,175.0,13000.0,,
2016-02-16,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,12000.0,45.0,
2016-02-17,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-02-18,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,12000.0,45.0,
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-20,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-21,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-02-23,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-02-24,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-02-25,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-27,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-28,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-02-29,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-03-01,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-03-02,,,,,,,,150000.0,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10667.0,45.0,
2016-03-03,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-05,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-06,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-03-07,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-03-08,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-03-09,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-03-10,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-03-14,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-03-15,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,12000.0,45.0,
2016-03-16,,,,,,,,,,,,,,,,,,,,,175.0,13000.0,,
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-19,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-20,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,12000.0,45.0,
2016-03-21,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,12000.0,45.0,
2016-03-22,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-03-23,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-03-24,,,,,,,,,,,,,,,,,,,,,175.0,13000.0,,
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-27,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,12000.0,45.0,
2016-03-28,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-03-29,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,12000.0,45.0,
2016-03-30,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-03-31,,,,,,,,,,,,,,,,,,,,,175.0,13000.0,,
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-02,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-03,,,,,,,,,,,,,,,,,,,,,175.0,13000.0,,
2016-04-04,,,,,,,,,,,,120000.0,,,,160000.0,,50000.0,,,,10000.0,,
2016-04-05,,,,,,,,,,,,120000.0,,,,160000.0,,50000.0,,,175.0,12000.0,,
2016-04-06,,,,,,,,,,,,120000.0,,,,160000.0,,50000.0,,,175.0,12000.0,,
2016-04-07,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-09,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-10,,,,,,,,,,,,120000.0,,,,160000.0,,50000.0,,,175.0,12000.0,,
2016-04-11,,,,,,,,,,,,,,,,,,,,,,10000.0,,
2016-04-12,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-16,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-17,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-23,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-24,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-04-25,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,
2016-04-26,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,
2016-04-27,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-04-28,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-01,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-02,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-03,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-04,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-05,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-07,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-08,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-09,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-14,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-15,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-19,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-22,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-25,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-26,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-28,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-29,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-30,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-05-31,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-01,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-06-02,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-04,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-06-06,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-07,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-08,,,,,,,1450.0,170000.0,,,725.0,120000.0,350.0,,1400.0,160000.0,500.0,50000.0,250.0,,127.5,13000.0,45.0,5000.0
2016-06-09,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-11,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-12,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-06-13,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-14,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-15,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-06-16,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-18,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-19,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-20,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-21,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-25,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-26,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-27,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-06-28,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-06-29,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-06-30,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,127.5,13000.0,45.0,5000.0
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-02,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-03,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-09,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-10,,,,,,,,,,,1100.0,120000.0,,,1500.0,160000.0,450.0,50000.0,,,80.0,10000.0,45.0,5000.0
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-13,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-14,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-16,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-17,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-20,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-21,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-23,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-24,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-25,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-26,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-27,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-28,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-30,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-31,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-02,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-03,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-04,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-06,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-07,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-08,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-09,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-10,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-11,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-13,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-14,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-20,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-21,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-23,,,,,,,,,,,,,,,,,,,,,175.0,16000.0,,
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-27,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-28,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-03,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-04,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-11,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-17,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-18,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-24,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-25,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-02,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-08,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-09,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-15,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-16,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-22,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-23,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-29,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-30,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-06,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-13,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-19,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-20,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-26,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-27,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-03,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-04,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-10,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-11,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-17,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-18,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-24,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-25,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,,,925.0,100000.0,,,,,,,1350.0,140000.0,,,1700.0,180000.0,975.0,100000.0,,,90.0,12000.0,65.0,7000.0
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-07,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-08,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-14,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-15,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,
