date,buffalo calf leather_avg_retail_price,buffalo calf leather_avg_wholesale_price,buffalo leather (heavy)_avg_retail_price,buffalo leather (heavy)_avg_wholesale_price,buffalo leather (light)_avg_retail_price,buffalo leather (light)_avg_wholesale_price,buffalo leather (medium)_avg_retail_price,buffalo leather (medium)_avg_wholesale_price,buffalo leather (ripped)_avg_retail_price,buffalo leather (ripped)_avg_wholesale_price,calf leather (medium) - salt mixed_avg_retail_price,calf leather (medium) - salt mixed_avg_wholesale_price,calf leather - salt mixed_avg_retail_price,calf leather - salt mixed_avg_wholesale_price,cow leather (heavy) - salt mixed_avg_retail_price,cow leather (heavy) - salt mixed_avg_wholesale_price,cow leather (light) - salt mixed_avg_retail_price,cow leather (light) - salt mixed_avg_wholesale_price,cow leather (ripped) - salt mixed_avg_retail_price,cow leather (ripped) - salt mixed_avg_wholesale_price,goat leather_avg_retail_price,goat leather_avg_wholesale_price,ram leather_sheep leather_avg_retail_price,ram leather_sheep leather_avg_wholesale_price
2019-06-24,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-06-25,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-06-26,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-06-27,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-07-01,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-07-02,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-07-03,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-07-04,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-07,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-07-08,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-07-09,,,750.0,80000.0,,,,,,,661.5,64571.0,300.0,40000.0,894.0,94286.0,429.0,55000.0,225.0,20000.0,57.5,8043.0,43.0,5900.0
2019-07-10,,,750.0,80000.0,,,,,,,650.5,66500.0,300.0,40000.0,910.5,100000.0,419.0,54000.0,225.0,20000.0,55.0,7471.0,38.0,5300.0
2019-07-11,,,750.0,80000.0,,,,,,,639.5,66000.0,300.0,40000.0,911.5,102143.0,425.0,58750.0,,,44.5,6717.0,35.5,5625.0
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,,,500.0,60000.0,,,,,,,1100.0,120000.0,300.0,40000.0,1550.0,180000.0,650.0,70000.0,,,65.0,10000.0,40.0,6000.0
2019-07-14,,,750.0,80000.0,,,,,,,638.0,64875.0,300.0,40000.0,899.0,98125.0,419.0,54000.0,225.0,20000.0,53.0,7214.0,38.0,5300.0
2019-07-15,,,750.0,80000.0,,,,,,,638.0,64875.0,300.0,40000.0,899.0,98125.0,419.0,54000.0,225.0,20000.0,53.0,7214.0,38.0,5300.0
2019-07-16,,,750.0,80000.0,,,,,,,638.0,64875.0,300.0,40000.0,899.0,98125.0,419.0,54000.0,225.0,20000.0,53.0,7214.0,38.0,5300.0
2019-07-17,,,750.0,80000.0,,,,,,,648.0,64875.0,300.0,40000.0,908.5,98125.0,413.0,54000.0,225.0,20000.0,52.5,7214.0,37.5,5300.0
2019-07-18,,,750.0,80000.0,,,,,,,648.0,64875.0,300.0,40000.0,914.0,98125.0,421.0,54000.0,225.0,20000.0,52.5,7214.0,37.5,5300.0
2019-07-19,,,500.0,60000.0,,,,,,,1100.0,120000.0,300.0,40000.0,1550.0,180000.0,650.0,70000.0,,,65.0,10000.0,40.0,6000.0
2019-07-20,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-21,,,725.0,75000.0,,,,,,,613.0,59875.0,300.0,40000.0,884.0,94375.0,421.0,54000.0,225.0,20000.0,49.5,6643.0,35.5,4900.0
2019-07-22,,,725.0,75000.0,,,,,,,613.0,59875.0,300.0,40000.0,884.0,94375.0,421.0,54000.0,225.0,20000.0,49.5,6643.0,35.5,4900.0
2019-07-23,,,725.0,75000.0,,,,,,,613.0,59875.0,300.0,40000.0,884.0,94375.0,421.0,54000.0,225.0,20000.0,49.5,6643.0,35.5,4900.0
2019-07-24,,,525.0,65000.0,,,,,,,540.5,52375.0,300.0,40000.0,806.5,84375.0,429.0,54000.0,225.0,20000.0,47.5,5357.0,33.0,3600.0
2019-07-25,,,525.0,65000.0,,,,,,,540.5,52375.0,300.0,40000.0,806.5,84375.0,429.0,54000.0,225.0,20000.0,47.5,5357.0,33.0,3600.0
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-28,,,525.0,65000.0,,,,,,,540.5,52375.0,300.0,40000.0,806.5,84375.0,429.0,54000.0,225.0,20000.0,47.5,5357.0,33.0,3600.0
2019-07-29,,,525.0,65000.0,,,,,,,540.5,52375.0,300.0,40000.0,806.5,84375.0,429.0,54000.0,225.0,20000.0,47.5,5357.0,33.0,3600.0
2019-07-30,,,525.0,65000.0,,,,,,,540.5,52375.0,300.0,40000.0,806.5,84375.0,429.0,54000.0,225.0,20000.0,47.5,5357.0,33.0,3600.0
2019-07-31,,,525.0,65000.0,,,,,,,550.5,52375.0,300.0,40000.0,810.5,84375.0,419.0,54000.0,225.0,20000.0,47.5,5357.0,33.0,3600.0
2019-08-01,,,525.0,65000.0,,,,,,,545.5,52000.0,300.0,40000.0,787.5,81500.0,419.0,54000.0,225.0,20000.0,47.5,5357.0,33.0,3600.0
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-03,,,450.0,50000.0,,,,,,,750.0,80000.0,300.0,40000.0,1250.0,150000.0,650.0,70000.0,,,40.0,6000.0,30.0,4000.0
2019-08-04,,,525.0,65000.0,,,,,,,545.5,52000.0,300.0,40000.0,787.5,81500.0,419.0,54000.0,225.0,20000.0,47.5,5357.0,33.0,3600.0
2019-08-05,,,525.0,65000.0,,,,,,,545.5,52000.0,300.0,40000.0,787.5,81500.0,419.0,54000.0,225.0,20000.0,48.0,5357.0,33.0,3600.0
2019-08-06,,,525.0,65000.0,,,,,,,545.5,52000.0,300.0,40000.0,787.5,81500.0,419.0,54000.0,225.0,20000.0,48.0,5357.0,33.0,3600.0
2019-08-07,,,525.0,65000.0,,,,,,,545.5,52000.0,300.0,40000.0,787.5,81500.0,413.0,54000.0,225.0,20000.0,48.0,5214.0,33.0,3600.0
2019-08-08,,,525.0,65000.0,,,,,,,545.5,52000.0,300.0,40000.0,787.5,81500.0,413.0,54000.0,225.0,20000.0,48.0,5214.0,33.0,3600.0
2019-08-09,,,450.0,50000.0,,,,,,,750.0,80000.0,300.0,40000.0,1250.0,150000.0,650.0,70000.0,,,40.0,6000.0,30.0,4000.0
2019-08-10,,,450.0,50000.0,,,,,,,750.0,80000.0,300.0,40000.0,1250.0,150000.0,650.0,70000.0,,,40.0,6000.0,30.0,4000.0
2019-08-11,,,450.0,50000.0,,,,,,,750.0,80000.0,300.0,40000.0,1250.0,150000.0,650.0,70000.0,,,40.0,6000.0,30.0,4000.0
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,,,525.0,65000.0,,,,,,,415.0,44563.0,300.0,40000.0,630.0,71250.0,341.0,49400.0,225.0,20000.0,40.5,4257.0,26.0,2180.0
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-17,,,450.0,50000.0,,,,,,,650.0,70000.0,250.0,30000.0,1000.0,120000.0,450.0,50000.0,,,27.5,4000.0,22.5,3000.0
2019-08-18,,,450.0,55000.0,,,,,,,412.5,43313.0,175.0,20000.0,622.5,65000.0,355.0,49400.0,225.0,20000.0,40.5,4257.0,26.0,2180.0
2019-08-19,,,450.0,55000.0,,,,,,,412.5,43313.0,175.0,20000.0,622.5,65000.0,355.0,49400.0,225.0,20000.0,40.5,4257.0,26.0,2180.0
2019-08-20,,,450.0,55000.0,,,,,,,439.0,46643.0,175.0,20000.0,661.0,70000.0,396.0,58750.0,225.0,20000.0,43.0,4633.0,27.5,2225.0
2019-08-21,,,450.0,55000.0,,,,,,,347.0,36643.0,175.0,20000.0,550.0,57857.0,327.5,45600.0,165.0,14000.0,29.5,2617.0,22.0,2375.0
2019-08-22,,,450.0,55000.0,,,,,,,377.5,38313.0,175.0,20000.0,585.0,60625.0,327.5,45600.0,165.0,14000.0,32.0,3171.0,25.0,1980.0
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25,,,450.0,55000.0,,,,,,,377.5,38313.0,175.0,20000.0,585.0,60625.0,327.5,45600.0,165.0,14000.0,32.0,3171.0,25.0,1980.0
2019-08-26,,,450.0,55000.0,,,,,,,377.5,38313.0,175.0,20000.0,585.0,60625.0,327.5,45600.0,165.0,14000.0,32.0,3171.0,25.0,1980.0
2019-08-27,,,450.0,55000.0,,,,,,,377.5,38313.0,175.0,20000.0,585.0,60625.0,327.5,45600.0,165.0,14000.0,32.0,3171.0,25.0,1980.0
2019-08-28,,,550.0,65000.0,,,,,,,387.5,39563.0,175.0,20000.0,625.0,68125.0,327.5,45600.0,165.0,14000.0,32.0,3171.0,25.0,1980.0
2019-08-29,,,550.0,65000.0,,,,,,,387.5,39563.0,175.0,20000.0,625.0,68125.0,327.5,45600.0,165.0,14000.0,32.0,3171.0,25.0,1980.0
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,,,550.0,65000.0,,,,,,,387.5,39563.0,175.0,20000.0,620.0,68125.0,327.5,45600.0,165.0,14000.0,32.0,3171.0,25.0,1980.0
2019-09-02,,,550.0,65000.0,,,,,,,387.5,39563.0,175.0,20000.0,620.0,68125.0,327.5,45600.0,165.0,14000.0,32.0,3171.0,25.0,1980.0
2019-09-03,,,550.0,65000.0,,,,,,,387.5,39563.0,175.0,20000.0,620.0,68125.0,327.5,45600.0,165.0,14000.0,32.0,3171.0,25.0,1980.0
2019-09-04,,,550.0,65000.0,,,,,,,394.0,40063.0,175.0,20000.0,621.5,68125.0,327.5,45600.0,180.0,16000.0,32.0,3171.0,25.0,1980.0
2019-09-05,,,550.0,65000.0,,,,,,,394.0,40063.0,175.0,20000.0,621.5,68125.0,327.5,45600.0,180.0,16000.0,32.0,3171.0,25.0,1980.0
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-08,,,550.0,65000.0,,,,,,,386.5,40063.0,175.0,20000.0,616.5,68125.0,342.5,45600.0,215.0,16000.0,34.5,3171.0,25.5,1980.0
2019-09-09,,,550.0,65000.0,,,,,,,396.5,40063.0,175.0,20000.0,619.5,68125.0,331.0,45600.0,215.0,16000.0,33.5,3171.0,25.5,1980.0
2019-09-10,,,450.0,50000.0,,,,,,,650.0,70000.0,175.0,20000.0,900.0,100000.0,450.0,50000.0,,,27.5,4000.0,22.5,3000.0
2019-09-11,,,450.0,60000.0,,,,,,,396.5,40063.0,175.0,20000.0,592.5,63125.0,299.5,37600.0,215.0,16000.0,33.5,3171.0,25.5,1980.0
2019-09-12,,,450.0,60000.0,,,,,,,386.5,40063.0,175.0,20000.0,586.5,63125.0,306.5,37600.0,215.0,16000.0,34.5,3171.0,25.5,1980.0
2019-09-13,,,450.0,50000.0,,,,,,,650.0,70000.0,175.0,20000.0,900.0,100000.0,450.0,50000.0,,,27.5,4000.0,22.5,3000.0
2019-09-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-15,,,450.0,60000.0,,,,,,,396.5,40063.0,175.0,20000.0,592.5,63125.0,299.5,37600.0,215.0,16000.0,33.5,3171.0,25.5,1980.0
2019-09-16,,,450.0,60000.0,,,,,,,396.5,40063.0,175.0,20000.0,592.5,63125.0,299.5,37600.0,215.0,16000.0,33.5,3171.0,25.5,1980.0
2019-09-17,,,450.0,60000.0,,,,,,,396.5,40063.0,175.0,20000.0,592.5,63125.0,299.5,37600.0,215.0,16000.0,33.5,3171.0,25.5,1980.0
2019-09-18,,,450.0,60000.0,,,,,,,408.0,40063.0,175.0,20000.0,601.5,63125.0,299.5,37600.0,215.0,16000.0,35.5,3171.0,27.5,1980.0
2019-09-19,,,450.0,60000.0,,,,,,,408.0,40063.0,175.0,20000.0,601.5,63125.0,299.5,37600.0,215.0,16000.0,35.5,3171.0,27.5,1980.0
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-22,,,450.0,60000.0,,,,,,,421.0,42357.0,175.0,20000.0,627.5,67857.0,315.5,43000.0,250.0,,33.5,3033.0,26.5,1725.0
2019-09-23,,,450.0,60000.0,,,,,,,408.0,40063.0,175.0,20000.0,601.5,63125.0,299.5,37600.0,215.0,16000.0,35.5,3171.0,27.5,1980.0
2019-09-24,,,450.0,60000.0,,,,,,,408.0,40063.0,175.0,20000.0,601.5,63125.0,299.5,37600.0,215.0,16000.0,35.5,3171.0,27.5,1980.0
2019-09-25,,,450.0,60000.0,,,,,,,382.5,39813.0,175.0,20000.0,583.0,62625.0,290.5,37600.0,240.0,16000.0,35.0,3171.0,28.5,1980.0
2019-09-26,,,450.0,60000.0,,,,,,,382.5,39813.0,175.0,20000.0,583.0,62625.0,290.5,37600.0,240.0,16000.0,35.0,3171.0,28.5,1980.0
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,,,,,,,,,,,550.0,,,,700.0,,350.0,,300.0,,70.0,,50.0,
2019-09-29,,,450.0,60000.0,,,,,,,382.5,39813.0,175.0,20000.0,583.0,62625.0,281.5,34500.0,240.0,16000.0,35.0,3171.0,28.5,1980.0
2019-09-30,,,450.0,60000.0,,,,,,,382.5,39813.0,175.0,20000.0,583.0,62625.0,281.5,34500.0,240.0,16000.0,35.0,3171.0,28.5,1980.0
2019-10-01,,,450.0,60000.0,,,,,,,382.5,39813.0,175.0,20000.0,583.0,62625.0,281.5,34500.0,240.0,16000.0,35.0,3171.0,28.5,1980.0
2019-10-02,,,450.0,60000.0,,,,,,,405.5,45750.0,175.0,20000.0,644.5,73500.0,335.0,55000.0,300.0,,34.0,3240.0,29.0,1633.0
2019-10-03,,,450.0,60000.0,,,,,,,345.5,32643.0,175.0,20000.0,516.5,48714.0,281.5,34500.0,240.0,16000.0,35.0,3171.0,28.5,2800.0
2019-10-04,,,450.0,50000.0,,,,,,,650.0,70000.0,175.0,20000.0,900.0,100000.0,450.0,50000.0,,,27.5,4000.0,22.5,3000.0
2019-10-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-06,,,450.0,60000.0,,,,,,,345.5,32643.0,175.0,20000.0,516.5,48714.0,281.5,34500.0,240.0,16000.0,35.0,3171.0,28.5,2800.0
2019-10-07,,,450.0,60000.0,,,,,,,345.5,32643.0,175.0,20000.0,516.5,48714.0,281.5,34500.0,240.0,16000.0,35.0,3171.0,28.5,2800.0
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,,,450.0,60000.0,,,,,,,380.5,37417.0,175.0,20000.0,575.0,55167.0,302.0,41667.0,250.0,,35.5,3067.0,85.0,3250.0
2019-10-10,,,450.0,60000.0,,,,,,,370.5,35500.0,175.0,20000.0,551.5,51571.0,285.0,35250.0,215.0,16000.0,37.5,3200.0,77.5,3200.0
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-13,,,450.0,60000.0,,,,,,,384.0,35500.0,175.0,20000.0,557.0,51571.0,303.5,35250.0,215.0,16000.0,39.5,3200.0,77.5,3200.0
2019-10-14,,,450.0,60000.0,,,,,,,372.5,34750.0,175.0,20000.0,560.0,51833.0,310.0,42000.0,215.0,16000.0,39.0,3367.0,32.5,3000.0
2019-10-15,,,450.0,60000.0,,,,,,,370.5,35500.0,175.0,20000.0,551.5,51571.0,285.0,35250.0,215.0,16000.0,37.5,3200.0,77.5,3200.0
2019-10-16,,,450.0,60000.0,,,,,,,370.5,35500.0,175.0,20000.0,561.5,51571.0,285.0,35250.0,215.0,16000.0,35.5,3200.0,75.5,3200.0
2019-10-17,,,450.0,60000.0,,,,,,,370.5,35500.0,175.0,20000.0,561.5,51571.0,285.0,35250.0,215.0,16000.0,35.5,3200.0,75.5,3200.0
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-20,,,450.0,60000.0,,,,,,,370.5,35500.0,175.0,20000.0,561.5,51571.0,285.0,35250.0,215.0,16000.0,35.5,3200.0,75.5,3200.0
2019-10-21,,,450.0,60000.0,,,,,,,348.0,35500.0,175.0,20000.0,560.5,51571.0,261.0,35250.0,215.0,16000.0,35.5,3200.0,75.5,3200.0
2019-10-22,,,450.0,60000.0,,,,,,,348.0,35500.0,175.0,20000.0,560.5,51571.0,278.5,42000.0,215.0,16000.0,35.5,3200.0,75.5,3200.0
2019-10-23,,,450.0,60000.0,,,,,,,357.0,36929.0,175.0,20000.0,576.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-10-24,,,450.0,60000.0,,,,,,,357.0,36929.0,175.0,20000.0,576.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27,,,450.0,60000.0,,,,,,,357.0,36929.0,175.0,20000.0,576.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-10-28,,,450.0,60000.0,,,,,,,357.0,36929.0,175.0,20000.0,576.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-10-29,,,450.0,60000.0,,,,,,,357.0,36929.0,175.0,20000.0,576.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-10-30,,,450.0,60000.0,,,,,,,353.0,36929.0,175.0,20000.0,572.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-10-31,,,450.0,60000.0,,,,,,,353.0,36929.0,175.0,20000.0,572.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-02,,,450.0,50000.0,,,,,,,650.0,70000.0,175.0,20000.0,900.0,100000.0,450.0,50000.0,,,27.5,4000.0,22.5,3000.0
2019-11-03,,,450.0,60000.0,,,,,,,353.0,36929.0,175.0,20000.0,572.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-11-04,,,450.0,60000.0,,,,,,,353.0,36929.0,175.0,20000.0,572.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-11-05,,,450.0,60000.0,,,,,,,353.0,36929.0,175.0,20000.0,572.0,54429.0,278.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-11-06,,,450.0,60000.0,,,,,,,373.0,36929.0,175.0,20000.0,590.0,54429.0,278.5,42000.0,265.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-07,,,450.0,60000.0,,,,,,,373.0,36929.0,175.0,20000.0,590.0,54429.0,278.5,42000.0,265.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-09,,,450.0,50000.0,,,,,,,650.0,70000.0,175.0,20000.0,900.0,100000.0,450.0,50000.0,,,27.5,4000.0,22.5,3000.0
2019-11-10,,,450.0,60000.0,,,,,,,450.0,55000.0,175.0,20000.0,675.0,80000.0,450.0,55000.0,,,20.0,3500.0,15.0,2250.0
2019-11-11,,,450.0,60000.0,,,,,,,386.0,39083.0,175.0,20000.0,633.5,58500.0,303.0,55000.0,350.0,,35.0,3367.0,35.0,3750.0
2019-11-12,,,450.0,60000.0,,,,,,,375.5,36929.0,175.0,20000.0,604.0,54429.0,283.5,42000.0,265.0,16000.0,37.0,3457.0,35.0,3600.0
2019-11-13,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,278.5,42000.0,265.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-14,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,278.5,42000.0,265.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,278.5,42000.0,265.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-18,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,278.5,42000.0,265.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-19,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,278.5,42000.0,265.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-20,,,450.0,60000.0,,,,,,,365.5,34750.0,175.0,20000.0,584.0,51833.0,278.5,42000.0,215.0,16000.0,38.0,3367.0,30.0,3000.0
2019-11-21,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,278.5,42000.0,215.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-24,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,278.5,42000.0,215.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-25,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,278.5,42000.0,215.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-26,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,278.5,42000.0,215.0,16000.0,38.0,3457.0,33.5,3600.0
2019-11-27,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,202.5,16000.0,38.0,3457.0,33.5,3600.0
2019-11-28,,,450.0,60000.0,,,,,,,355.5,36417.0,175.0,20000.0,569.0,51833.0,271.5,42000.0,202.5,16000.0,37.0,2950.0,32.5,3375.0
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,,,450.0,50000.0,,,,,,,650.0,70000.0,175.0,20000.0,900.0,100000.0,450.0,50000.0,,,27.5,4000.0,22.5,3000.0
2019-12-01,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,202.5,16000.0,38.0,3457.0,33.5,3600.0
2019-12-02,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,202.5,16000.0,38.0,3457.0,33.5,3600.0
2019-12-03,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,202.5,16000.0,38.0,3457.0,33.5,3600.0
2019-12-04,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,39.0,3457.0,33.5,3600.0
2019-12-05,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,39.0,3457.0,33.5,3600.0
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-08,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,39.0,3457.0,33.5,3600.0
2019-12-09,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,39.0,3457.0,33.5,3600.0
2019-12-10,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,39.0,3457.0,33.5,3600.0
2019-12-11,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,37.0,3457.0,34.0,3600.0
2019-12-12,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,37.0,3457.0,34.0,3600.0
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-15,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,37.0,3457.0,34.0,3600.0
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-17,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,37.0,3457.0,34.0,3600.0
2019-12-18,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-12-19,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22,,,450.0,60000.0,,,,,,,355.5,36417.0,175.0,20000.0,569.0,51833.0,271.5,42000.0,215.0,16000.0,35.5,2950.0,32.5,3375.0
2019-12-23,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-12-24,,,450.0,60000.0,,,,,,,382.0,38357.0,175.0,20000.0,599.0,55857.0,271.5,42000.0,215.0,16000.0,37.0,3457.0,33.5,3600.0
2019-12-25,,,450.0,60000.0,,,,,,,450.0,55000.0,175.0,20000.0,675.0,80000.0,450.0,55000.0,,,20.0,3500.0,15.0,2250.0
